
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)"
="";="structbalDefault1";="MERat1_structbal_Def1";="structbalDefault2";="MERat1_structbal_Def2";="structbalDefault5";="MERat1_structbal_Def5";="structbalDefault10";="MERat1_structbal_Def10"

="main";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00901";="-0.00266";="-0.00905";="-0.00267";="-0.00896";="-0.00265";="-0.00816";="-0.00244"
="";="(-1.10)";="(-1.09)";="(-1.11)";="(-1.09)";="(-1.09)";="(-1.08)";="(-1.02)";="(-1.00)"
="NGDP_RPCH";="0.0607*";="0.0179*";="0.0607*";="0.0179*";="0.0620*";="0.0183*";="0.0575*";="0.0172"
="";="(1.66)";="(1.65)";="(1.67)";="(1.65)";="(1.72)";="(1.69)";="(1.66)";="(1.62)"
="ExtDebtPercGNI_Var";="0.00329";="0.000972";="0.00321";="0.000946";="0.00291";="0.000861";="0.00333";="0.000995"
="";="(0.75)";="(0.74)";="(0.73)";="(0.72)";="(0.64)";="(0.63)";="(0.76)";="(0.74)"
="GGSB_NPGDP";="-0.0693*";="-0.0205*";="-0.0684*";="-0.0202*";="-0.0643";="-0.0190";="-0.0617";="-0.0184"
="";="(-1.71)";="(-1.66)";="(-1.70)";="(-1.65)";="(-1.59)";="(-1.55)";="(-1.57)";="(-1.52)"
="PCPIPCH";="-0.0458";="-0.0135";="-0.0478";="-0.0141";="-0.0508";="-0.0150";="-0.0506";="-0.0151"
="";="(-1.28)";="(-1.25)";="(-1.31)";="(-1.27)";="(-1.32)";="(-1.29)";="(-1.28)";="(-1.25)"
="DefaultLastYear=0";="0";="0";="";="";="";="";="";=""
="";="(.)";="(.)";="";="";="";="";="";=""
="DefaultLastYear=1";="-0.929*";="-0.191**";="";="";="";="";="";=""
="";="(-1.92)";="(-2.56)";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="0";="0";="";="";="";=""
="";="";="";="(.)";="(.)";="";="";="";=""
="DefaultLast2Years=1";="";="";="-0.784*";="-0.173**";="";="";="";=""
="";="";="";="(-1.72)";="(-2.18)";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="0";="0";="";=""
="";="";="";="";="";="(.)";="(.)";="";=""
="DefaultLast5Years=1";="";="";="";="";="-0.747***";="-0.173***";="";=""
="";="";="";="";="";="(-2.84)";="(-3.03)";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="0";="0"
="";="";="";="";="";="";="";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="-0.412";="-0.111"
="";="";="";="";="";="";="";="(-1.04)";="(-1.14)"
="Const";="-0.818***";="";="-0.811***";="";="-0.769***";="";="-0.754***";=""
="";="(-2.82)";="";="(-2.79)";="";="(-2.65)";="";="(-2.71)";=""

="lnsig2u";="";="";="";="";="";="";="";=""
="Const";="0.467";="";="0.446";="";="0.452";="";="0.384";=""
="";="(1.19)";="";="(1.15)";="";="(1.21)";="";="(1.05)";=""

="Observations";="743";="743";="743";="743";="743";="743";="743";="743"
="Pseudo R-squared";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
