
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)"
="";="grossdebtDefault1";="MERat1_grossdebt_Def1";="grossdebtDefault2";="MERat1_grossdebt_Def2";="grossdebtDefault5";="MERat1_grossdebt_Def5";="grossdebtDefault10";="MERat1_grossdebt_Def10"

="main";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.0143";="-0.00153";="-0.0143";="-0.00155";="-0.0146";="-0.00156";="-0.0135";="-0.00159"
="";="(-1.54)";="(-1.39)";="(-1.54)";="(-1.39)";="(-1.56)";="(-1.41)";="(-1.44)";="(-1.35)"
="NGDP_RPCH";="0.0314";="0.00337";="0.0317";="0.00343";="0.0304";="0.00323";="0.0321";="0.00378"
="";="(0.70)";="(0.69)";="(0.71)";="(0.69)";="(0.68)";="(0.66)";="(0.72)";="(0.70)"
="ExtDebtPercGNI_Var";="0.000375";="0.0000403";="0.000398";="0.0000430";="0.000534";="0.0000569";="0.000495";="0.0000582"
="";="(0.10)";="(0.10)";="(0.11)";="(0.11)";="(0.14)";="(0.15)";="(0.14)";="(0.14)"
="GGXWDG_NGDP_Var";="0.00486";="0.000522";="0.00484";="0.000523";="0.00487";="0.000518";="0.00452";="0.000531"
="";="(1.38)";="(1.26)";="(1.38)";="(1.26)";="(1.39)";="(1.26)";="(1.27)";="(1.20)"
="PCPIPCH";="0.0620*";="0.00665*";="0.0644*";="0.00695*";="0.0660*";="0.00703*";="0.0735*";="0.00863*"
="";="(1.85)";="(1.80)";="(1.85)";="(1.78)";="(1.79)";="(1.73)";="(1.86)";="(1.76)"
="DefaultLastYear=0";="0";="0";="";="";="";="";="";=""
="";="(.)";="(.)";="";="";="";="";="";=""
="DefaultLastYear=1";="0.614";="0.0944";="";="";="";="";="";=""
="";="(1.42)";="(1.08)";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="0";="0";="";="";="";=""
="";="";="";="(.)";="(.)";="";="";="";=""
="DefaultLast2Years=1";="";="";="0.373";="0.0500";="";="";="";=""
="";="";="";="(0.89)";="(0.75)";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="0";="0";="";=""
="";="";="";="";="";="(.)";="(.)";="";=""
="DefaultLast5Years=1";="";="";="";="";="0.281";="0.0348";="";=""
="";="";="";="";="";="(0.86)";="(0.77)";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="0";="0"
="";="";="";="";="";="";="";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="-0.520";="-0.0479"
="";="";="";="";="";="";="";="(-1.49)";="(-1.49)"
="Const";="-1.934***";="";="-1.918***";="";="-1.927***";="";="-1.764***";=""
="";="(-5.44)";="";="(-5.35)";="";="(-5.30)";="";="(-5.12)";=""

="lnsig2u";="";="";="";="";="";="";="";=""
="Const";="0.374";="";="0.369";="";="0.391";="";="0.340";=""
="";="(1.15)";="";="(1.14)";="";="(1.19)";="";="(1.05)";=""

="Observations";="759";="759";="759";="759";="759";="759";="759";="759"
="Pseudo R-squared";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
