
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)"
="";="structbalDefault1";="MERat1_structbal_Def1";="structbalDefault2";="MERat1_structbal_Def2";="structbalDefault5";="MERat1_structbal_Def5";="structbalDefault10";="MERat1_structbal_Def10"

="main";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.0106";="-0.00149";="-0.0105";="-0.00148";="-0.0106";="-0.00149";="-0.0108";="-0.00156"
="";="(-1.06)";="(-1.00)";="(-1.04)";="(-0.98)";="(-1.06)";="(-0.99)";="(-1.12)";="(-1.04)"
="NGDP_RPCH";="0.0371";="0.00523";="0.0367";="0.00516";="0.0361";="0.00507";="0.0414";="0.00596"
="";="(0.92)";="(0.91)";="(0.90)";="(0.89)";="(0.88)";="(0.86)";="(0.99)";="(0.96)"
="ExtDebtPercGNI_Var";="-0.00855";="-0.00121";="-0.00886";="-0.00125";="-0.00889";="-0.00125";="-0.00860";="-0.00124"
="";="(-0.92)";="(-0.87)";="(-0.98)";="(-0.92)";="(-0.97)";="(-0.91)";="(-0.94)";="(-0.90)"
="GGSB_NPGDP";="0.0275";="0.00388";="0.0269";="0.00378";="0.0266";="0.00374";="0.0280";="0.00404"
="";="(0.56)";="(0.53)";="(0.54)";="(0.52)";="(0.53)";="(0.51)";="(0.57)";="(0.54)"
="PCPIPCH";="0.00952";="0.00134";="0.00937";="0.00132";="0.00840";="0.00118";="0.0175";="0.00253"
="";="(0.16)";="(0.16)";="(0.15)";="(0.15)";="(0.13)";="(0.13)";="(0.28)";="(0.27)"
="DefaultLastYear=0";="0";="0";="";="";="";="";="";=""
="";="(.)";="(.)";="";="";="";="";="";=""
="DefaultLastYear=1";="0.140";="0.0215";="";="";="";="";="";=""
="";="(0.37)";="(0.34)";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="0";="0";="";="";="";=""
="";="";="";="(.)";="(.)";="";="";="";=""
="DefaultLast2Years=1";="";="";="0.135";="0.0205";="";="";="";=""
="";="";="";="(0.29)";="(0.27)";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="0";="0";="";=""
="";="";="";="";="";="(.)";="(.)";="";=""
="DefaultLast5Years=1";="";="";="";="";="0.107";="0.0159";="";=""
="";="";="";="";="";="(0.27)";="(0.26)";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="0";="0"
="";="";="";="";="";="";="";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="-0.224";="-0.0293"
="";="";="";="";="";="";="";="(-0.47)";="(-0.50)"
="Const";="-1.488***";="";="-1.491***";="";="-1.489***";="";="-1.455***";=""
="";="(-3.51)";="";="(-3.50)";="";="(-3.53)";="";="(-3.45)";=""

="lnsig2u";="";="";="";="";="";="";="";=""
="Const";="0.127";="";="0.128";="";="0.128";="";="0.154";=""
="";="(0.35)";="";="(0.35)";="";="(0.35)";="";="(0.42)";=""

="Observations";="532";="532";="532";="532";="532";="532";="532";="532"
="Pseudo R-squared";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
