Country2Code;Year;SP_NumericRating;Moodys_NumericRating;AvgRatingSM;Diff_UP_SM;BudgetBal_NGDP;BudgetBal_NGDP_Var;GGSB_NPGDP;GGSB_NPGDP_Var;GGXWDG_NGDP;GGXWDG_NGDP_Var;GGXWDN_NGDP;GGXWDN_NGDP_Var;NGDP_RPCH;NGDPDPC;NGDPDPC_Var;PCPIPCH;ExtDebtCombinedPercGNI;ExtDebtPercGNI_Var;DefaultLastYear;DefaultLast2Years;DefaultLast5Years;DefaultLast10Years
KR;2001;14;13;-1.0;1;2.58;-37.963;2.82;-36.087;17.7;3.436;0;0;4.53;11258.82;-5.759;4.07;0;0;0;0;0;0
KR;2002;15;15;-1.0;0;3.45;33.721;3.31;17.614;17.55;-0.853;0;0;7.43;12788.52;13.587;2.76;0;0;0;0;0;0
KR;2003;15;15;-1.0;0;1.62;-53.134;1.69;-49.034;20.45;16.512;20.25;0;2.93;14220.45;11.197;3.52;20.41;0;0;0;0;0
KR;2004;15;15;-1.0;0;0.09;-94.241;0.03;-98.519;23.25;13.702;22.55;11.333;4.9;15922.18;11.967;3.59;19.43;-4.798;0;0;0;0
KR;2005;16;15;-1.0;1;0.86;820.43;0.91;3536;26.96;15.948;25.47;12.987;3.92;18657.52;17.179;2.75;18.17;-6.445;0;0;0;0
KR;2006;16;15;-1.0;1;1.08;25.584;0.94;2.86;29.27;8.58;27.55;8.161;5.18;20922.13;12.138;2.24;22.74;25.124;0;0;0;0
KR;2007;16;16;-1.0;0;2.17;101.581;1.77;89.305;28.65;-2.121;26.79;-2.769;5.46;23101.51;10.417;2.54;30.26;33.074;0;0;0;0
KR;2008;16;16;-1.0;0;1.52;-29.719;1.29;-27.006;28.16;-1.707;26.88;0.328;2.83;20474.89;-11.37;4.67;31.53;4.184;0;0;0;0
KR;2009;16;16;-1.0;0;0.02;-98.818;1.21;-6.734;31.38;11.427;29.63;10.224;0.71;18338.71;-10.433;2.76;38.3;21.477;0;0;0;0
LB;1997;9;8;-1.0;1;-24.22;0;0;0;0;0;0;0;10.19;5090.9;0;7.75;31.69;0;0;1;1;1
LB;1998;9;8;-1.0;1;-17.04;29.65;0;0;0;0;0;0;3.9;5552.03;9.058;4.55;40.09;26.491;0;0;1;1
LB;1999;9;8;-1.0;1;-16.5;3.204;0;0;0;0;0;0;-0.8;5513.69;-0.69;0.24;48.25;20.357;0;0;1;1
LB;2000;8;8;-1.0;0;-23.63;-43.231;-23.77;0;146.11;0;143.23;0;1.1;5330.99;-3.314;-0.36;58.29;20.813;0;0;1;1
LB;2001;7;7;-1.0;0;-20.75;12.194;-18.22;23.366;160.91;10.134;158.99;11.007;3.9;5240.26;-1.702;-0.37;73.39;25.92;0;0;0;1
LB;2005;6;6;-1.0;0;-8.66;12.783;-14.08;2.113;180.7;5.559;172.41;4.068;2.7;5339.09;-1.826;-0.72;110.58;-3.742;0;0;1;1
LB;2006;6;6;-1.0;0;-10.68;-23.377;-18.2;-29.229;185.19;2.484;180.2;4.52;1.6;5342.64;0.066;5.57;114.28;3.346;0;0;1;1
LB;2007;7;6;-1.0;1;-11.04;-3.351;-18.71;-2.803;171.02;-7.649;165.18;-8.333;9.4;5936.77;11.121;4.06;101.28;-11.374;0;0;1;1
LB;2008;6;6;-1.0;0;-9.95;9.837;-17.27;7.703;163.09;-4.637;151.17;-8.486;9.1;6887.7;16.018;10.76;83.13;-17.927;0;0;0;1
LB;2009;7;7;-1.0;0;-8.16;18.053;-16.17;6.365;145.57;-10.746;132.12;-12.599;10.3;8274.29;20.132;1.2;71.05;-14.531;0;0;0;1
LK;2011;8;8;-1.0;0;-6.88;13.546;;0;78.45;-4.221;;0;8.41;2880.03;18.575;6.72;40.05;3.256;1;1;1;1
LK;2012;8;8;-1.0;0;-6.45;6.221;;0;79.17;0.918;;0;9.15;2874.35;-0.197;7.54;53.25;32.953;1;1;1;1
LK;2013;8;8;-1.0;0;-5.86;9.144;;0;78.32;-1.082;;0;3.4;3233.99;12.512;6.91;55.49;4.224;1;1;1;1
LK;2014;8;8;-1.0;0;-6.03;-2.917;;0;75.41;-3.708;;0;4.46;3579.79;10.693;3.27;55.76;0.47;1;1;1;1
LK;2015;8;8;-1.0;0;-6.13;-1.658;;0;74.43;-1.302;;0;5.18;3889.41;8.649;0.93;55.67;-0.149;0;1;1;1
LU;1999;21;21;-1.0;0;3.59;1.554;3.48;-18.807;6.7;-11.493;;0;8.42;49801.62;8.108;1.02;0;0;0;0;0;0
LU;2000;21;21;-1.0;0;5.69;58.236;5.34;53.243;6.08;-9.269;;0;8.44;49442.19;-0.722;3.78;0;0;0;0;0;0
LU;2001;21;21;-1.0;0;5.95;4.589;5.97;11.781;6.58;8.241;;0;2.15;47941.22;-3.036;2.4;0;0;0;0;0;0
LU;2002;21;21;-1.0;0;2.28;-61.685;2.16;-63.857;6.53;-0.821;;0;3.62;52676.92;9.878;2.06;0;0;0;0;0;0
LU;2003;21;21;-1.0;0;0.55;-76.042;1.25;-41.91;6.38;-2.176;;0;1.4;65274.96;23.916;2.53;4034.19;0;0;0;0;0
LU;2004;21;21;-1.0;0;-1.06;-294.872;-0.63;-150.599;6.47;1.378;;0;4.41;75589.7;15.802;3.24;3796.69;-5.887;0;0;0;0
LU;2005;21;21;-1.0;0;0.16;115.32;0.81;228.391;6.34;-2.07;;0;3.22;80308.16;6.242;3.76;4051.81;6.719;0;0;0;0
LU;2006;21;21;-1.0;0;1.39;753.374;1.39;71.007;7;10.413;;0;5.11;89427.28;11.355;2.96;5634.37;39.058;0;0;0;0
LU;2007;21;21;-1.0;0;4.13;196.621;2.11;51.509;7;0.043;;0;8.4;105823.32;18.334;2.66;5340.34;-5.218;0;0;0;0
LU;2008;21;21;-1.0;0;3.26;-20.892;2.22;5.263;14.4;105.628;;0;-0.84;114523;8.221;4.09;5266.78;-1.378;0;0;0;0
LU;2009;21;21;-1.0;0;-0.54;-116.422;1.27;-42.793;15.4;6.988;;0;-5.38;102359.18;-10.621;0.01;6479.01;23.017;0;0;0;0
LU;2010;21;21;-1.0;0;-0.54;-0.56;-0.54;-142.835;19.56;27.003;;0;5.68;104452.27;2.045;2.8;4920.35;-24.057;0;0;0;0
LU;2011;21;21;-1.0;0;0.48;188.868;0.12;122.61;19.12;-2.265;;0;2.57;114665.68;9.778;3.73;5100.74;3.666;0;0;0;0
LU;2012;21;21;-1.0;0;0.16;-65.762;1.14;825.203;21.99;15.007;;0;-0.85;106720.48;-6.929;2.89;7536.71;47.757;0;0;0;0
LU;2013;21;21;-1.0;0;0.69;319.512;1.03;-9.139;23.33;6.126;;0;4.35;115109.31;7.861;1.7;8700.45;15.441;0;0;0;0
LU;2014;21;21;-1.0;0;1.44;108.866;1.51;45.551;22.93;-1.753;;0;4.07;118204.3;2.689;0.7;8015.66;-7.871;0;0;0;0
LU;2015;21;21;-1.0;0;1.01;-29.854;0.73;-51.761;21.8;-4.929;;0;4.52;101994.09;-13.714;0.06;8938.24;11.51;0;0;0;0
MX;1995;10;10;-1.0;0;-4.07;-562.052;0;0;0;0;0;0;-5.76;3641.06;-36.017;35.06;49.91;85.822;0;0;1;1
MX;1996;10;10;-1.0;0;-5.16;-26.814;0;0;46.26;0;0;0;5.88;4131.78;13.478;34.35;40.77;-18.313;0;0;0;1
MX;1997;10;10;-1.0;0;-5.54;-7.468;-5.34;0;42.61;-7.884;0;0;6.96;4907.36;18.771;20.6;31.59;-22.514;0;0;0;1
MX;1998;10;10;-1.0;0;-5.63;-1.625;-6.27;-17.36;44.09;3.48;37.71;0;4.7;5038.82;2.679;15.92;32.58;3.143;0;0;0;1
MX;2007;14;14;-1.0;0;-1.15;-18.679;-1.36;-29.167;37.53;-0.577;29.07;-2.309;3.15;9222.89;6.248;3.97;18.73;3.664;0;0;0;0
MX;2008;14;14;-1.0;0;-0.82;28.783;-1.48;-8.358;42.83;14.102;33.15;14.058;1.4;9578.56;3.856;5.13;17.84;-4.72;0;0;0;0
MX;2013;14;14;-1.0;0;-3.74;0.848;-4.26;5.69;46.36;7.38;40.36;7.062;1.35;10197.45;4.906;3.8;32.67;10.884;0;0;0;0
MN;2012;9;8;-1.0;1;-9.09;-126.482;;0;;0;;0;12.32;4328.97;15.87;15;135.63;34.779;1;1;1;1
MN;2013;9;8;-1.0;1;-8.89;2.178;;0;;0;;0;11.65;4365.39;0.841;8.59;159.14;17.34;1;1;1;1
MN;2014;8;7;-1.0;1;-11.05;-24.255;;0;;0;;0;7.89;4168.92;-4.501;12.91;185.41;16.505;1;1;1;1
MN;2015;7;7;-1.0;0;-8.28;25.113;;0;;0;;0;2.3;3951.91;-5.205;5.89;202.28;9.097;0;1;1;1
MY;1990;15;15;-1.0;0;-2.54;0;0;0;75.18;0;;0;9.01;2549.61;0;3.04;36.37;0;0;0;0;0
MY;1991;15;15;-1.0;0;-0.79;68.994;-0.28;0;68.28;-9.186;;0;9.55;2844.9;11.582;4.33;36.6;0.635;0;0;0;0
MY;1992;15;15;-1.0;0;-0.64;18.448;-0.17;40.141;59.95;-12.196;;0;8.89;3331.39;17.1;4.78;35.73;-2.369;0;0;0;0
MY;1994;17;16;-1.0;1;3.59;149.757;3.49;122.925;44.34;-14.495;;0;9.21;3971.09;8.356;3.69;42.79;4.218;0;0;0;0
MY;1995;17;17;-1.0;0;1.54;-57.206;1.45;-58.579;38.71;-12.71;;0;9.83;4612.5;16.152;3.47;40.61;-5.099;0;0;0;0
MY;1996;17;17;-1.0;0;1.88;21.977;1.66;14.661;33.24;-14.139;;0;10;5103.04;10.635;3.48;41.26;1.591;0;0;0;0
MY;1997;16;16;-1.0;0;3.7;97.335;2.65;59.891;30.04;-9.61;;0;7.33;4941.36;-3.168;2.66;49.9;20.95;0;0;0;0
MY;1998;12;12;-1.0;0;-0.64;-117.18;0.71;-73.218;34.11;13.558;;0;-7.36;3470.47;-29.767;5.29;62.13;24.501;0;0;0;0
MY;1999;13;12;-1.0;1;-3.05;-378.931;-2.33;-428.732;34.85;2.16;;0;6.13;3710.07;6.904;2.73;56.99;-8.261;0;0;0;0
MY;2000;13;13;-1.0;0;-6.14;-101.51;-6.39;-173.608;32.88;-5.653;;0;8.67;4286.83;15.546;1.55;48.67;-14.6;0;0;0;0
MY;2001;13;13;-1.0;0;-4.42;27.941;-3.59;43.721;38.51;17.104;;0;0.52;4130.38;-3.65;1.43;52.48;7.832;0;0;0;0
MY;2002;14;14;-1.0;0;-4.02;9.179;-3.39;5.62;40.09;4.127;;0;5.39;4379.64;6.035;1.79;51.29;-2.269;0;0;0;0
MY;2003;15;14;-1.0;1;-4.66;-16.057;-4.28;-26.061;41.98;4.706;;0;5.79;4673.91;6.719;1.07;48.69;-5.069;0;0;0;0
MY;2004;15;15;-1.0;0;-3.4;27.048;-3.59;16.066;42.56;1.37;;0;6.78;5171.42;10.644;1.42;51.14;5.021;0;0;0;0
MY;2005;15;15;-1.0;0;-2.87;15.525;-2.92;18.752;41.36;-2.817;;0;4.98;5599.05;8.269;3.04;47.31;-7.491;0;0;0;0
MY;2006;15;15;-1.0;0;-2.64;8.145;-2.96;-1.406;40.23;-2.737;;0;5.58;6264.42;11.884;3.62;44.34;-6.268;0;0;0;0
MY;2007;15;15;-1.0;0;-2.61;1.175;-3.26;-10.213;39.91;-0.791;;0;6.3;7378.59;17.786;2.03;44.45;0.235;0;0;0;0
MY;2008;15;15;-1.0;0;-3.45;-32.4;-3.64;-11.721;39.92;0.033;;0;4.83;8646.57;17.185;5.43;47.74;7.413;0;0;0;0
MY;2009;15;15;-1.0;0;-6.52;-88.821;-5.68;-56.111;51.12;28.066;;0;-1.51;7439.44;-13.961;0.6;60.34;26.392;0;0;0;0
MY;2010;15;15;-1.0;0;-4.53;30.583;-4.35;23.399;51.94;1.596;;0;7.53;8920.47;19.908;1.72;54.19;-10.192;0;0;0;0
MY;2011;15;15;-1.0;0;-3.62;20.04;-3.01;30.822;52.64;1.34;;0;5.29;10252.58;14.933;3.17;49.81;-8.081;0;0;0;0
MY;2012;15;15;-1.0;0;-3.76;-3.758;-3.8;-26.262;54.55;3.64;;0;5.47;10652.7;3.903;1.66;64.02;28.525;0;0;0;0
MY;2013;15;15;-1.0;0;-4.05;-7.963;-3.56;6.442;55.89;2.46;;0;4.71;10808.58;1.463;2.11;67.95;6.139;0;0;0;0
MY;2014;15;15;-1.0;0;-2.66;34.41;-2.34;34.205;55.57;-0.573;;0;5.99;11050;2.234;3.14;64.53;-5.035;0;0;0;0
MY;2015;15;15;-1.0;0;-3.03;-13.99;-3.25;-38.915;57.41;3.295;;0;4.95;9556.77;-13.513;2.1;67.46;4.547;0;0;0;0
NL;1998;21;21;-1.0;0;-0.91;29.02;0.9;-31.683;62.45;-4.767;25.78;-7.737;4.53;27572.8;4.294;1.78;0;0;0;0;0;0
NL;1999;21;21;-1.0;0;0.33;136.243;1.26;40.803;58.17;-6.852;19.65;-23.793;5.05;27988.59;1.508;2.03;0;0;0;0;0;0
NL;2000;21;21;-1.0;0;1.88;473.171;2.33;84.244;51.35;-11.729;19.04;-3.1;4.25;25996.36;-7.118;2.34;0;0;0;0;0;0
NL;2001;21;21;-1.0;0;-0.35;-118.564;-0.01;-100.516;48.68;-5.192;19.88;4.402;2.13;26607.26;2.35;5.12;0;0;0;0;0;0
NL;2002;21;21;-1.0;0;-2.08;-495.415;-0.74;-6041.667;48.17;-1.052;22.09;11.139;0.1;28919.2;8.689;3.86;0;0;0;0;0;0
NL;2003;21;21;-1.0;0;-3.01;-44.995;-1.15;-56.445;49.31;2.354;23.32;5.573;0.29;35313.25;22.11;2.23;399.96;0;0;0;0;0
NL;2004;21;21;-1.0;0;-1.72;42.881;-0.24;78.925;49.61;0.625;24.34;4.387;2.03;40008.33;13.296;1.39;421.2;5.31;0;0;0;0
NL;2005;21;21;-1.0;0;-0.25;85.415;1.07;541.564;48.94;-1.352;21.83;-10.323;2.16;41647.99;4.098;1.49;403.18;-4.278;0;0;0;0
NL;2006;21;21;-1.0;0;0.22;186.853;0.67;-37.745;44.48;-9.129;20.69;-5.249;3.52;44493.25;6.832;1.65;457.44;13.459;0;0;0;0
NL;2007;21;21;-1.0;0;0.22;1.835;-0.02;-102.844;42.38;-4.72;17.7;-14.426;3.7;51311.4;15.324;1.59;518.83;13.419;0;0;0;0
NL;2008;21;21;-1.0;0;0.23;3.153;0.75;4031.579;54.47;28.533;16.17;-8.672;1.71;57197.22;11.471;2.21;455.18;-12.267;0;0;0;0
NL;2009;21;21;-1.0;0;-5.42;-2468.559;-2.88;-485.274;56.49;3.72;20.18;24.805;-3.77;52033.16;-9.029;0.97;498.18;9.447;0;0;0;0
NL;2010;21;21;-1.0;0;-4.97;8.333;-3.02;-4.899;59.01;4.448;23.33;15.613;1.4;50433.31;-3.075;0.93;499.99;0.364;0;0;0;0
NL;2011;21;21;-1.0;0;-4.29;13.737;-2.78;7.983;61.66;4.496;26.78;14.786;1.66;53589.91;6.259;2.48;469.19;-6.161;0;0;0;0
NL;2012;21;21;-1.0;0;-3.88;9.466;-1.84;33.909;66.43;7.739;28.32;5.752;-1.06;49501.99;-7.628;2.82;521.44;11.138;0;0;0;0
NL;2015;21;21;-1.0;0;-1.91;19.007;-0.27;31.62;67.61;-0.871;34.73;5.386;1.93;43603.12;-16.509;0.21;535.22;9.799;0;0;0;0
NO;1980;21;21;-1.0;0;5.19;0;-2.86;0;46.71;0;0.36;0;4.52;15748.33;0;10.91;0;0;0;0;0;0
NO;1981;21;21;-1.0;0;4.61;-11.248;-3.46;-20.973;42.51;-8.994;-2.05;-664.286;1.6;15486.75;-1.661;13.66;0;0;0;0;0;0
NO;1982;21;21;-1.0;0;3.74;-18.88;-4.08;-18.205;37.7;-11.306;-4.41;-114.557;0.24;15197.9;-1.865;11.32;0;0;0;0;0;0
NO;1983;21;21;-1.0;0;5.79;54.896;-4.48;-9.672;34.68;-8.01;-7.8;-76.9;3.97;14907.06;-1.914;8.42;0;0;0;0;0;0
NO;1984;21;21;-1.0;0;6.74;16.356;-4.24;5.448;34.49;-0.545;-11.61;-48.923;6.05;14974.23;0.451;6.31;0;0;0;0;0;0
NO;1985;21;21;-1.0;0;9.56;41.888;-3.42;19.292;36.17;4.853;-14.81;-27.545;5.55;15732.94;5.067;5.65;0;0;0;0;0;0
NO;1986;21;21;-1.0;0;5.58;-41.647;-2.43;29.052;45.06;24.577;-19.29;-30.254;4.04;18858.18;19.864;7.19;0;0;0;0;0;0
NO;1987;21;20;-1.0;1;4.28;-23.342;-2.71;-11.918;37.73;-16.255;-19.63;-1.768;1.75;22447.28;19.032;8.72;0;0;0;0;0;0
NO;1988;21;20;-1.0;1;2.4;-43.943;-3.66;-34.967;31.77;-15.808;-33.33;-69.774;-0.26;24145.36;7.565;6.68;0;0;0;0;0;0
NO;1989;21;20;-1.0;1;1.57;-34.46;-6.05;-65.192;31.68;-0.283;-32.46;2.599;1.04;24248.74;0.428;4.54;0;0;0;0;0;0
NO;1990;21;20;-1.0;1;1.98;25.907;-7.15;-18.162;28.35;-10.496;-32.41;0.142;1.93;28188.52;16.247;4.13;0;0;0;0;0;0
NO;1991;21;20;-1.0;1;-0.11;-105.814;-9.48;-32.587;38.44;35.58;-38.4;-18.471;3.09;28521.83;1.182;3.42;0;0;0;0;0;0
NO;1992;21;20;-1.0;1;-2.08;-1708.696;-10.56;-11.35;44.08;14.661;-35.96;6.344;3.57;30445.41;6.744;2.35;0;0;0;0;0;0
NO;1993;21;20;-1.0;1;-1.65;20.481;-9.57;9.331;52.56;19.237;-33.16;7.805;2.85;27808.67;-8.661;2.29;0;0;0;0;0;0
NO;1994;21;20;-1.0;1;0.05;102.842;-8.32;13.039;49.61;-5.605;-31.4;5.287;5.06;29227.8;5.103;1.4;0;0;0;0;0;0
NO;1995;21;20;-1.0;1;2.99;6268.085;-5.9;29.088;32.07;-35.356;-41.76;-32.964;4.15;34793.77;19.043;2.45;0;0;0;0;0;0
NO;1996;21;20;-1.0;1;6.07;102.773;-4.42;25.127;27.84;-13.187;-46.56;-11.51;5.03;37225.39;6.989;1.25;0;0;0;0;0;0
NO;1997;21;21;-1.0;0;7.43;22.36;-3.77;14.687;25.17;-9.59;-52.68;-13.131;5.29;36565.45;-1.773;2.58;0;0;0;0;0;0
NO;1998;21;21;-1.0;0;3.1;-58.255;-5.46;-44.881;22.94;-8.863;-57.05;-8.304;2.62;34720.82;-5.045;2.27;0;0;0;0;0;0
NO;1999;21;21;-1.0;0;5.78;86.323;-4.3;21.311;24.32;6.016;-61.42;-7.662;2.01;36285.35;4.506;2.33;0;0;0;0;0;0
NO;2000;21;21;-1.0;0;15.2;163.227;-1.86;56.631;28.1;15.539;-71.3;-16.084;3.21;38067.18;4.911;3.09;0;0;0;0;0;0
NO;2001;21;21;-1.0;0;13.34;-12.286;-2.02;-8.584;26.7;-4.975;-89.28;-25.217;2.09;38504.48;1.149;3.02;0;0;0;0;0;0
NO;2002;21;21;-1.0;0;9.03;-32.289;-3.52;-74.061;33.49;25.437;-85.28;4.479;1.44;42975.5;11.612;1.29;0;0;0;0;0;0
NO;2003;21;21;-1.0;0;7.18;-20.52;-3.97;-12.716;42.67;27.397;-98.81;-15.859;0.92;49775.55;15.823;2.48;103.19;0;0;0;0;0
NO;2004;21;21;-1.0;0;10.89;51.79;-4.01;-0.907;43.47;1.884;-108.17;-9.48;3.96;57444.59;15.407;0.47;106.77;3.468;0;0;0;0
NO;2005;21;21;-1.0;0;14.86;36.433;-3.74;6.663;42.01;-3.37;-123.72;-14.374;2.63;66643.39;16.013;1.52;98.62;-7.638;0;0;0;0
NO;2006;21;21;-1.0;0;18.03;21.328;-3.1;17.032;52.33;24.576;-137.42;-11.068;2.4;73930.33;10.934;2.33;128.76;30.567;0;0;0;0
NO;2007;21;21;-1.0;0;16.99;-5.812;-2.99;3.513;49.2;-5.983;-143.71;-4.582;2.93;84904.37;14.844;0.73;151.27;17.481;0;0;0;0
NO;2008;21;21;-1.0;0;18.46;8.672;-3.15;-5.077;47.26;-3.937;-128.83;10.354;0.38;96499.7;13.657;3.77;139.27;-7.936;0;0;0;0
NO;2009;21;21;-1.0;0;10.33;-44.062;-5.42;-72.409;41.97;-11.197;-158.35;-22.911;-1.62;79786.85;-17.319;2.17;156.53;12.394;0;0;0;0
NO;2010;21;21;-1.0;0;10.91;5.656;-5.36;1.235;42.37;0.939;-167.62;-5.858;0.6;87309.3;9.428;2.4;150.15;-4.074;0;0;0;0
NO;2011;21;21;-1.0;0;13.19;20.919;-4.52;15.68;28.88;-31.827;-162.42;3.106;0.97;100171.7;14.732;1.3;129.64;-13.662;0;0;0;0
NO;2012;21;21;-1.0;0;13.54;2.676;-4.95;-9.675;30.02;3.947;-171.42;-5.544;2.75;101169.35;0.996;0.71;143.03;10.329;0;0;0;0
NO;2013;21;21;-1.0;0;10.5;-22.468;-5.15;-3.936;30.31;0.943;-205.28;-19.749;1;102573.67;1.388;2.13;138.29;-3.309;0;0;0;0
NO;2014;21;21;-1.0;0;8.45;-19.579;-5.9;-14.585;27.94;-7.801;-244.03;-18.88;2.22;97066.57;-5.369;2.03;128.57;-7.031;0;0;0;0
NO;2015;21;21;-1.0;0;5.44;-35.583;-6.7;-13.475;27.94;0;-278.29;-14.039;1.57;74822.11;-22.917;2.17;146.86;14.227;0;0;0;0
NZ;1986;19;18;-1.0;1;-5.45;0;-3.97;0;61.02;0;102.86;0;1.81;8320.9;0;13.22;0;0;0;0;0;0
NZ;1987;19;18;-1.0;1;-3.72;31.773;-2.82;28.892;56.04;-8.172;77.07;-25.072;2.44;11117.89;33.614;15.76;0;0;0;0;0;0
NZ;1988;19;18;-1.0;1;-2.32;37.665;-1.19;57.953;48.74;-13.013;64.7;-16.059;0.56;13554.25;21.914;6.35;0;0;0;0;0;0
NZ;1989;19;18;-1.0;1;-2.59;-11.826;-0.81;32.182;48.93;0.384;59.71;-7.715;1.48;13012.32;-3.998;5.74;0;0;0;0;0;0
NZ;1990;19;18;-1.0;1;-3.13;-20.726;-0.67;16.646;49.34;0.838;58.05;-2.772;1.07;13360.35;2.675;6.09;0;0;0;0;0;0
NZ;1991;18;18;-1.0;0;-6.25;-99.872;-2.42;-260.805;51.61;4.593;67.42;16.141;-2.17;12393.9;-7.234;2.61;0;0;0;0;0;0
NZ;1992;18;18;-1.0;0;-6.36;-1.711;-1.98;18.05;52.2;1.155;70.99;5.294;0.85;11708.61;-5.529;0.98;0;0;0;0;0;0
NZ;1993;18;18;-1.0;0;-2;68.501;0.71;135.635;48.58;-6.944;63.27;-10.869;4.87;12451.25;6.343;1.31;0;0;0;0;0;0
NZ;1994;19;19;-1.0;0;1.23;161.358;2.01;184.441;43.58;-10.297;52.6;-16.873;6.66;14486.87;16.349;1.76;0;0;0;0;0;0
NZ;1995;19;19;-1.0;0;2.78;126.444;2.7;34.212;38.72;-11.146;42.78;-18.661;4.31;16779.02;15.822;3.75;0;0;0;0;0;0
NZ;1996;20;20;-1.0;0;1.79;-35.609;1.82;-32.494;33.16;-14.36;35.59;-16.813;3.83;18362.54;9.438;2.29;0;0;0;0;0;0
NZ;1997;20;20;-1.0;0;0.59;-67.132;1.42;-21.954;30.82;-7.069;32.08;-9.854;2.97;18112.01;-1.364;1.2;0;0;0;0;0;0
NZ;1998;20;19;-1.0;1;-0.97;-264.686;0.78;-45.148;30.7;-0.373;31.23;-2.643;0.73;14821.3;-18.169;1.27;0;0;0;0;0;0
NZ;1999;20;19;-1.0;1;-1.53;-57.938;-0.1;-112.179;28.49;-7.212;29.08;-6.906;4.49;15284.43;3.125;-0.15;0;0;0;0;0;0
NZ;2000;20;19;-1.0;1;-0.36;76.567;0.44;562.105;26.72;-6.2;30.09;3.47;3.96;13960.66;-8.661;2.64;0;0;0;0;0;0
NZ;2001;20;19;-1.0;1;0.66;284.68;1.24;183.371;25.07;-6.183;26.91;-10.546;2.23;13556.32;-2.896;2.63;0;0;0;0;0;0
OM;2001;13;13;-1.0;0;8.91;-37.788;;0;25.14;-3.682;-3.96;-701.52;4.48;7700.64;-2.177;-0.84;0;0;0;0;0;0
OM;2002;13;13;-1.0;0;6.3;-29.276;;0;18.7;-25.636;-6.79;-71.652;-1.1;7833.6;1.727;-0.29;0;0;0;0;0;0
OM;2003;13;13;-1.0;0;7.01;11.258;;0;17.17;-8.141;-11.01;-62.04;-2.67;8273.04;5.61;0.19;0;0;0;0;0;0
OM;2004;14;13;-1.0;1;6.44;-8.106;;0;15.95;-7.104;-14.25;-29.458;1.29;9312.26;12.562;0.76;0;0;0;0;0;0
OM;2005;14;13;-1.0;1;13.19;104.877;;0;9.87;-38.124;-22.85;-60.335;2.49;11525.26;23.764;1.86;0;0;0;0;0;0
OM;2006;15;13;-1.0;2;14.4;9.18;;0;8.91;-9.736;-24.4;-6.761;5.37;13535.93;17.446;3.2;0;0;0;0;0;0
OM;2007;16;13;-1.0;3;12.43;-13.712;;0;7.11;-20.258;-30.16;-23.631;4.45;14952.44;10.465;5.89;0;0;0;0;0;0
OM;2008;16;13;-1.0;3;17.27;38.936;;0;4.84;-31.851;-25.36;15.925;8.2;21272.15;42.265;12.56;0;0;0;0;0;0
OM;2009;16;13;-1.0;3;-0.32;-101.865;;0;6.89;42.297;-33.19;-30.886;6.11;16203.97;-23.825;3.54;0;0;0;0;0;0
OM;2010;16;13;-1.0;3;5.66;1856.522;;0;5.85;-15.051;-30.18;9.078;4.8;19698.23;21.564;3.26;0;0;0;0;0;0
OM;2011;16;13;-1.0;3;9.43;66.726;;0;5.18;-11.481;-29.84;1.113;4.1;22622.78;14.847;4.03;0;0;0;0;0;0
OM;2012;16;13;-1.0;3;4.72;-49.947;;0;4.93;-4.787;-29.53;1.049;5.76;22922.61;1.325;2.94;0;0;0;0;0;0
OM;2013;16;13;-1.0;3;3.24;-31.271;;0;5.15;4.318;-44.72;-51.453;4.69;21422.56;-6.544;1.25;0;0;0;0;0;0
OM;2014;16;13;-1.0;3;-1.65;-150.801;;0;5.14;-0.214;-45.45;-1.639;2.95;20923.75;-2.328;1.01;0;0;0;0;0;0
OM;2015;14;13;-1.0;1;-20.39;-1137.379;;0;20.63;301.792;-36.86;18.898;4.11;15232.96;-27.198;0.18;0;0;0;0;0;0
PK;1995;8;8;-1.0;0;-4.87;-7.443;;0;65.23;-10.598;0;0;5.06;670.48;13.927;13.02;49.38;-5.971;0;0;1;1
PK;1996;8;7;-1.0;1;-5.41;-11.161;;0;65.49;0.396;0;0;6.6;682.99;1.865;10.78;47.17;-4.477;0;0;1;1
PK;1997;8;7;-1.0;1;-4.83;10.78;;0;65.8;0.479;0;0;1.7;657.14;-3.784;11.81;48.46;2.728;0;0;0;1
PK;1999;6;5;-1.0;1;-3.83;31.226;;0;75.61;12.923;0;0;4.18;632.05;-1.097;5.74;54.58;4.421;1;1;1;1
PK;2000;6;5;-1.0;1;-4.01;-4.7;;0;74.85;-1.01;0;0;3.91;596.55;-5.617;3.59;45.13;-17.327;1;1;1;1
PK;2001;6;5;-1.0;1;-3.06;23.716;;0;79.09;5.667;79.09;0;1.97;570.35;-4.392;4.41;44.72;-0.911;1;1;1;1
PK;2002;7;6;-1.0;1;-3.31;-8.303;;0;73.67;-6.854;70.28;-11.14;3.11;557.65;-2.226;3.54;46.51;4.01;1;1;1;1
PK;2003;7;7;-1.0;0;-0.15;95.533;;0;68.19;-7.441;64.01;-8.916;4.73;627.81;12.582;3.1;42.48;-8.659;1;1;1;1
PK;2004;8;7;-1.0;1;-1.62;-992.568;;0;61.56;-9.725;57.79;-9.723;7.48;723.53;15.246;4.57;36.28;-14.595;1;1;1;1
PK;2005;8;7;-1.0;1;-2.81;-74.026;;0;58.92;-4.281;53.05;-8.206;8.96;791.68;9.419;9.28;30.44;-16.11;1;1;1;1
