
="",="(1)",="(2)",="(3)",="(4)"
="",="diff_dw_sf",="diff_dw_sf",="diff_dw_sf",="diff_dw_sf"

="diff_dw_sf",="",="",="",=""
="ngdpdpc_var",="-0.0187**",="-0.0188**",="-0.0191**",="-0.0179**"
="",="(-2.21)",="(-2.22)",="(-2.23)",="(-2.09)"

="ngdp_rpch",="0.0192",="0.0196",="0.0182",="0.0205"
="",="(0.47)",="(0.48)",="(0.44)",="(0.50)"

="extdebtpercgni_var",="0.00000876",="0.0000358",="0.000163",="0.0000747"
="",="(0.00)",="(0.01)",="(0.04)",="(0.02)"

="ggxwdn_ngdp_var",="-0.0000105",="-0.0000103",="-0.00000961",="-0.00000920"
="",="(-1.10)",="(-1.09)",="(-1.06)",="(-0.91)"

="pcpipch",="0.0484",="0.0513",="0.0533",="0.0607"
="",="(1.36)",="(1.38)",="(1.35)",="(1.43)"

="defaultlastyear",="0.680",="",="",=""
="",="(1.51)",="",="",=""

="defaultlast2years",="",="0.433",="",=""
="",="",="(0.99)",="",=""

="defaultlast5years",="",="",="0.316",=""
="",="",="",="(0.94)",=""

="defaultlast10years",="",="",="",="-0.468"
="",="",="",="",="(-1.36)"

="cut1",="",="",="",=""
="_cons",="1.816***",="1.799***",="1.806***",="1.648***"
="",="(5.24)",="(5.13)",="(5.08)",="(4.90)"

="cut2",="",="",="",=""
="_cons",="3.421***",="3.400***",="3.406***",="3.243***"
="",="(9.03)",="(8.96)",="(8.90)",="(9.07)"

="sigma2_u",="",="",="",=""
="_cons",="1.460***",="1.443***",="1.470***",="1.378***"
="",="(2.94)",="(2.97)",="(2.95)",="(3.04)"

="N",="759",="759",="759",="759"

="t statistics in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
