="";="foodw_smstructbal";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="";="main:ngdpdpc_var";="main:ngdp_rpch";="main:extdebtpercgni_var";="main:ggsb_npgdp";="main:pcpipch";="main:0.defaultlastyear";="main:1.defaultlastyear";="main:0.defaultlast2years";="main:1.defaultlast2years";="main:0.defaultlast5years";="main:1.defaultlast5years";="main:0.defaultlast10years";="main:1.defaultlast10years";="cut1:_cons";="cut2:_cons";="cut3:_cons";="cut4:_cons";="cut5:_cons";="cut6:_cons";="cut7:_cons";="sigma2_u:_cons"
="structbal_OP_1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0199223";=".0036645";="-.0073464";="-.0128512";="-.0002861";="0";="-.0931211";="";="";="";="";="";="";=".2961158";="1.55091";="2.090904";="2.207476";="2.275309";="2.549571";="2.682087";=".4639186"
="t";="-2.451877";=".1589681";="-2.146471";="-.4142683";="-.5310259";=".";="-.4449887";="";="";="";="";="";="";="1.021034";="4.292319";="4.882869";="4.981295";="4.944971";="4.643714";="4.25093";="2.037656"
="p";=".0142113";=".873694";=".0318354";=".6786776";=".5954008";=".";=".6563279";="";="";="";="";="";="";=".3072383";=".0000177";="1.05e-06";="6.32e-07";="7.62e-07";="3.42e-06";=".0000213";=".0415844"
="structbal_ME0_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0071712";="-.0013191";=".0026444";=".0046259";=".000103";="0";=".0336231";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="2.527623";="-.1590918";="2.164378";=".4207442";=".53015";=".";=".4435739";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".0114838";=".8735966";=".0304354";=".6739419";=".596008";=".";=".6573507";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="structbal_ME1_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0050002";=".0009197";="-.0018438";="-.0032254";="-.0000718";="0";="-.0234557";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="-2.458191";=".1597525";="-2.251741";="-.408172";="-.528784";=".";="-.451923";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".0139639";=".8730761";=".0243387";=".6831474";=".5969553";=".";=".6513245";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="structbal_ME2_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0013374";=".000246";="-.0004932";="-.0008627";="-.0000192";="0";="-.0062768";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="-1.971338";=".1570999";="-1.80762";="-.4380689";="-.5367435";=".";="-.4343167";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".0486852";=".8751661";=".0706656";=".6613363";=".5914448";=".";=".6640585";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="structbal_OP_2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0199293";=".0019022";="-.0073731";="-.0148833";="-.0002864";="";="";="0";=".0324038";="";="";="";="";=".3705489";="1.628734";="2.171504";="2.288191";="2.35605";="2.629707";="2.761699";=".4849687"
="t";="-2.430574";=".0799903";="-2.15533";="-.4759933";="-.5284727";="";="";=".";=".1622549";="";="";="";="";="1.272946";="4.403223";="5.143684";="5.264352";="5.226591";="5.087201";="4.657385";="2.113284"
="p";=".0150749";=".936245";=".031136";=".6340791";=".5971713";="";="";=".";=".8711051";="";="";="";="";=".2030373";=".0000107";="2.69e-07";="1.41e-07";="1.73e-07";="3.63e-07";="3.20e-06";=".0345765"
="structbal_ME0_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0071694";="-.0006843";=".0026524";=".0053542";=".000103";="";="";="0";="-.0116359";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="2.500437";="-.0800124";="2.167496";=".4851649";=".5275999";="";="";=".";="-.1626704";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".012404";=".9362274";=".030197";=".6275594";=".5977771";="";="";=".";=".8707779";="";="";="";="";="";="";="";="";="";="";="";=""
="structbal_ME1_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0050307";=".0004802";="-.0018612";="-.003757";="-.0000723";="";="";="0";=".008174";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="-2.435506";=".0801945";="-2.234676";="-.468386";="-.5262299";="";="";=".";=".1611942";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".014871";=".9360826";=".0254386";=".6395086";=".5987285";="";="";=".";=".8719405";="";="";="";="";="";="";="";="";="";="";="";=""
="structbal_ME2_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0013284";=".0001268";="-.0004915";="-.0009921";="-.0000191";="";="";="0";=".0021507";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="-1.946875";=".0794627";="-1.817553";="-.5105174";="-.5335259";="";="";=".";=".1652589";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".0515497";=".9366646";=".0691325";=".6096891";=".5936696";="";="";=".";=".8687402";="";="";="";="";="";="";="";="";="";="";="";=""
="structbal_OP_5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0198875";="-.0000483";="-.0075661";="-.016742";="-.000271";="";="";="";="";="0";=".1288022";="";="";=".4483606";="1.708255";="2.252606";="2.370015";="2.438344";="2.714912";="2.849383";=".5018395"
="t";="-2.424023";="-.0019105";="-2.106884";="-.5413637";="-.4950669";="";="";="";="";=".";=".4255948";="";="";="1.302786";="4.521499";="5.76149";="6.026689";="6.036126";="6.436897";="5.981945";="2.113971"
="p";=".0153496";=".9984757";=".0351276";=".5882569";=".6205529";="";="";="";="";=".";=".6704031";="";="";=".1926478";="6.14e-06";="8.34e-09";="1.67e-09";="1.58e-09";="1.22e-10";="2.20e-09";=".0345178"
="structbal_ME0_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0071412";=".0000173";=".0027169";=".0060117";=".0000973";="";="";="";="";="0";="-.0456208";="";="";="";="";="";="";="";="";="";=""
="t";="2.477068";=".0019105";="2.128802";=".5534965";=".4945713";="";="";="";="";=".";="-.4329448";="";="";="";="";="";="";="";="";="";=""
="p";=".0132467";=".9984757";=".0332707";=".5799235";=".6209027";="";="";="";="";=".";=".6650549";="";="";="";="";="";="";="";="";="";=""
="structbal_ME1_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0050215";="-.0000122";="-.0019104";="-.0042273";="-.0000684";="";="";="";="";="0";=".0324899";="";="";="";="";="";="";="";="";="";=""
="t";="-2.421833";="-.0019104";="-2.180641";="-.5341482";="-.4926771";="";="";="";="";=".";=".4281123";="";="";="";="";="";="";="";="";="";=""
="p";=".0154424";=".9984757";=".02921";=".593239";=".6222408";="";="";="";="";=".";=".6685693";="";="";="";="";="";="";="";="";="";=""
="structbal_ME2_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0013206";="-3.21e-06";="-.0005024";="-.0011117";="-.000018";="";="";="";="";="0";=".0082271";="";="";="";="";="";="";="";="";="";=""
="t";="-1.941409";="-.0019108";="-1.834501";="-.5863575";="-.5001271";="";="";="";="";=".";=".4510848";="";="";="";="";="";="";="";="";="";=""
="p";=".0522087";=".9984754";=".0665797";=".5576353";=".6169856";="";="";="";="";=".";=".6519285";="";="";="";="";="";="";="";="";="";=""
="structbal_OP_10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.020107";=".0011736";="-.0075861";="-.0148391";="-.0002842";="";="";="";="";="";="";="0";=".0965738";=".4264692";="1.684507";="2.22657";="2.343171";="2.410964";="2.684605";="2.816891";=".4844402"
="t";="-2.479906";=".0493603";="-2.199875";="-.4888513";="-.5214462";="";="";="";="";="";="";=".";=".3329008";="1.253952";="4.457257";="5.066198";="5.227177";="5.210727";="4.97706";="4.613485";="2.188008"
="p";=".0131417";=".9606322";=".0278158";=".624947";=".602056";="";="";="";="";="";="";=".";=".7392092";=".2098595";="8.30e-06";="4.06e-07";="1.72e-07";="1.88e-07";="6.46e-07";="3.96e-06";=".028669"
="structbal_ME0_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0072359";="-.0004223";=".00273";=".0053402";=".0001023";="";="";="";="";="";="";="0";="-.0342786";="";="";="";="";="";="";="";=""
="t";="2.545204";="-.0493728";="2.203919";=".4983759";=".5209333";="";="";="";="";="";="";=".";="-.3367131";="";="";="";="";="";="";="";=""
="p";=".0109214";=".9606222";=".0275301";=".6182191";=".6024132";="";="";="";="";="";="";=".";=".7363332";="";="";="";="";="";="";="";=""
="structbal_ME1_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0050736";=".0002961";="-.0019142";="-.0037444";="-.0000717";="";="";="";="";="";="";="0";=".024369";="";="";="";="";="";="";="";=""
="t";="-2.485657";=".0494208";="-2.281622";="-.4823809";="-.5189028";="";="";="";="";="";="";=".";=".3337322";="";="";="";="";="";="";="";=""
="p";=".0129312";=".960584";=".0225117";=".6295354";=".6038286";="";="";="";="";="";="";=".";=".7385817";="";="";="";="";="";="";="";=""
="structbal_ME2_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0013419";=".0000783";="-.0005063";="-.0009904";="-.000019";="";="";="";="";="";="";="0";=".0061891";="";="";="";="";="";="";="";=""
="t";="-1.970326";=".0492107";="-1.824544";="-.5204642";="-.5284855";="";="";="";="";="";="";=".";=".3372123";="";="";="";="";="";="";="";=""
="p";=".048801";=".9607514";=".0680699";=".6027401";=".5971624";="";="";="";="";="";="";=".";=".7359568";="";="";="";="";="";="";="";=""
=""
