="";="foodw_mfbudgetbal";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="";="main:ngdpdpc_var";="main:ngdp_rpch";="main:extdebtpercgni_var";="main:budgetbal_ngdp_var";="main:pcpipch";="main:0.defaultlastyear";="main:1.defaultlastyear";="main:0.defaultlast2years";="main:1.defaultlast2years";="main:0.defaultlast5years";="main:1.defaultlast5years";="main:0.defaultlast10years";="main:1.defaultlast10years";="cut1:_cons";="cut2:_cons";="cut3:_cons";="cut4:_cons";="sigma2_u:_cons"
="t";=".0430678";="-.3453196";="-.0186699";=".2865537";="-1.428672";="";="";="";="";=".";="-.0314659";="";="";="";="";="";="";=""
="p";=".9656475";=".7298541";=".9851045";=".774454";=".1530986";="";="";="";="";=".";=".974898";="";="";="";="";="";="";=""
="budgetbal_ME2_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0000459";="-.0011377";="-8.63e-06";="1.31e-07";="-.0012022";="";="";="";="";="0";="-.0011234";="";="";="";="";="";="";=""
="t";=".0427754";="-.328761";="-.0186833";=".2961916";="-1.299365";="";="";="";="";=".";="-.0311704";="";="";="";="";="";="";=""
="p";=".9658806";=".7423364";=".9850937";=".7670838";=".1938186";="";="";="";="";=".";=".9751337";="";="";="";="";="";="";=""
="budgetbal_OP_10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0011553";="-.0005685";=".0006255";="9.73e-07";="-.0133193";="";="";="";="";="";="";="0";="-.6168907";="-.7203334";=".7886478";="1.646799";="2.298082";=".3328677"
="t";=".1158768";="-.0201426";=".145962";=".2185596";="-1.809258";="";="";="";="";="";="";=".";="-1.478068";="-1.808832";="1.99317";="4.12714";="4.166414";="1.928389"
="p";=".9077502";=".9839296";=".8839514";=".8269931";=".070411";="";="";="";="";="";="";=".";=".1393896";=".0704771";=".0462429";=".0000367";=".0000309";=".0538067"
="budgetbal_ME0_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0004485";=".0002207";="-.0002428";="-3.78e-07";=".0051704";="";="";="";="";="";="";="0";=".2276647";="";="";="";="";=""
="t";="-.11597";=".0201445";="-.1459645";="-.2185692";="1.841397";="";="";="";="";="";="";=".";="1.648243";="";="";="";="";=""
="p";=".9076763";=".9839281";=".8839494";=".8269857";=".0655634";="";="";="";="";="";="";=".";=".0993029";="";="";="";="";=""
="budgetbal_ME1_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0002874";="-.0001414";=".0001556";="2.42e-07";="-.0033133";="";="";="";="";="";="";="0";="-.109424";="";="";="";="";=""
="t";=".1165751";="-.0201611";=".1459973";=".2160227";="-1.771298";="";="";="";="";="";="";=".";="-2.514799";="";="";="";="";=""
="p";=".9071968";=".9839149";=".8839235";=".82897";=".0765112";="";="";="";="";="";="";=".";=".01191";="";="";="";="";=""
="budgetbal_ME2_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0001267";="-.0000623";=".0000686";="1.07e-07";="-.0014604";="";="";="";="";="";="";="0";="-.0873265";="";="";="";="";=""
="t";=".1144692";="-.0201011";=".1454388";=".221882";="-1.631723";="";="";="";="";="";="";=".";="-1.215563";="";="";="";="";=""
="p";=".9088659";=".9839628";=".8843644";=".8244058";=".1027379";="";="";="";="";="";="";=".";=".2241515";="";="";="";="";=""
=""
