="";="fooup_sfgrossdebt";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="";="main:ngdpdpc_var";="main:ngdp_rpch";="main:extdebtpercgni_var";="main:ggxwdg_ngdp_var";="main:pcpipch";="main:0.defaultlastyear";="main:1.defaultlastyear";="main:0.defaultlast2years";="main:1.defaultlast2years";="main:0.defaultlast5years";="main:1.defaultlast5years";="main:0.defaultlast10years";="main:1.defaultlast10years";="cut1:_cons";="cut2:_cons";="cut3:_cons";="cut4:_cons";="sigma2_u:_cons"
="grossdebt_OP_1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0007659";="-.0016499";=".0017247";=".0003995";="-.0006277";="0";="-.3005605";="";="";="";="";="";="";=".6017031";="2.346983";="2.909413";="3.943901";="1.48675"
="t";="-.0950336";="-.1556087";=".4368808";=".58941";="-1.442696";=".";="-.9411237";="";="";="";="";="";="";="2.050772";="6.690218";="6.608149";="3.861522";="2.124707"
="p";=".9242882";=".8763414";=".6621978";=".5555863";=".1491062";=".";=".3466415";="";="";="";="";="";="";=".0402892";="2.23e-11";="3.89e-11";=".0001127";=".0336111"
="grossdebt_ME0_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0002187";=".0004712";="-.0004925";="-.0001141";=".0001793";="0";=".0888543";="";="";="";="";="";="";="";="";="";="";=""
="t";=".0951702";=".1553028";="-.4316773";="-.5801463";="1.395529";=".";=".9130125";="";="";="";="";="";="";="";="";="";="";=""
="p";=".9241797";=".8765826";=".6659759";=".5618159";=".1628564";=".";=".3612359";="";="";="";="";="";="";="";="";="";="";=""
="grossdebt_ME1_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0002061";="-.000444";=".0004641";=".0001075";="-.0001689";="0";="-.0836175";="";="";="";="";="";="";="";="";="";="";=""
="t";="-.0951826";="-.1552599";=".4300448";=".5819629";="-1.395364";=".";="-.9068703";="";="";="";="";="";="";="";="";="";="";=""
="p";=".9241698";=".8766164";=".6671631";=".5605917";=".1629062";=".";=".3644754";="";="";="";="";="";="";="";="";="";="";=""
="grossdebt_ME2_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-9.95e-06";="-.0000214";=".0000224";="5.19e-06";="-8.15e-06";="0";="-.0041289";="";="";="";="";="";="";="";="";="";="";=""
="t";="-.0938989";="-.1563579";=".4328899";=".5170088";="-.9901";=".";="-.7616306";="";="";="";="";="";="";="";="";="";="";=""
="p";=".9251895";=".8757509";=".6650947";=".60515";=".3221252";=".";=".4462805";="";="";="";="";="";="";="";="";="";="";=""
="grossdebt_OP_2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0008071";="-.0016135";=".0013457";=".0003886";="-.0006393";="";="";="0";="-.4391931";="";="";="";="";=".4874745";="2.236946";="2.800509";="3.829097";="1.44246"
="t";="-.1017425";="-.1531003";=".3440803";=".577221";="-1.472183";="";="";=".";="-1.352763";="";="";="";="";="1.605983";="6.498272";="6.799745";="3.911483";="2.163172"
="p";=".918961";=".8783192";=".7307859";=".5637902";=".1409714";="";="";=".";=".1761313";="";="";="";="";=".1082777";="8.12e-11";="1.05e-11";=".0000917";=".0305279"
="grossdebt_ME0_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".000229";=".0004578";="-.0003818";="-.0001103";=".0001814";="";="";="0";=".1339723";="";="";="";="";="";="";="";="";=""
="t";=".1019537";=".152677";="-.3408866";="-.5699249";="1.424489";="";="";=".";="1.280613";="";="";="";="";="";="";="";="";=""
="p";=".9187934";=".878653";=".7331889";=".5687286";=".1543051";="";="";=".";=".2003295";="";="";="";="";="";="";="";="";=""
="grossdebt_ME1_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.000215";="-.0004299";=".0003586";=".0001036";="-.0001703";="";="";="0";="-.1253481";="";="";="";="";="";="";="";="";=""
="t";="-.1019832";="-.1525735";=".3398373";=".5725825";="-1.423631";="";="";=".";="-1.269587";="";="";="";="";="";="";="";="";=""
="p";=".91877";=".8787346";=".733979";=".5669274";=".1545533";="";="";=".";=".2042319";="";="";="";="";="";="";="";="";=""
