="";="foodw_sfbudgetbal";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="";="main:ngdpdpc_var";="main:ngdp_rpch";="main:extdebtpercgni_var";="main:budgetbal_ngdp_var";="main:pcpipch";="main:0.defaultlastyear";="main:1.defaultlastyear";="main:0.defaultlast2years";="main:1.defaultlast2years";="main:0.defaultlast5years";="main:1.defaultlast5years";="main:0.defaultlast10years";="main:1.defaultlast10years";="cut1:_cons";="cut2:_cons";="cut3:_cons";="cut4:_cons";="cut5:_cons";="cut6:_cons";="cut7:_cons";="cut8:_cons";="sigma2_u:_cons"
="t";="-1.255552";="-2.064226";="-1.972075";="-.3997106";="-.6903291";="";="";="";="";="";="";=".";="-1.699099";="-1.236077";="4.208336";="5.444884";="6.399396";="6.517867";="6.654494";="5.6364";="4.250139";="1.887885"
="p";=".2092784";=".0389963";=".0486011";=".6893697";=".4899873";="";="";="";="";="";="";=".";=".0893006";=".2164298";=".0000257";="5.18e-08";="1.56e-10";="7.13e-11";="2.84e-11";="1.74e-08";=".0000214";=".0590414"
="budgetbal_ME0_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0028658";=".0157652";=".001528";="7.44e-06";=".0001329";="";="";="";="";="";="";="0";=".1749769";="";="";="";="";="";="";="";="";=""
="t";="1.244298";="2.103418";="1.964717";=".3993901";=".6912347";="";="";="";="";="";="";=".";="1.685736";="";="";="";="";="";="";="";="";=""
="p";=".2133901";=".0354293";=".0494469";=".6896058";=".4894181";="";="";="";="";="";="";=".";=".0918466";="";="";="";="";="";="";="";="";=""
="budgetbal_ME1_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0022227";="-.012227";="-.001185";="-5.77e-06";="-.0001031";="";="";="";="";="";="";="0";="-.1255929";="";="";="";="";="";="";="";="";=""
="t";="-1.241892";="-2.038743";="-2.013336";="-.3958936";="-.6827182";="";="";="";="";="";="";=".";="-1.842517";="";="";="";="";="";="";="";="";=""
="p";=".2142764";=".0414756";=".0440793";=".6921836";=".494785";="";="";="";="";="";="";=".";=".0653995";="";="";="";="";="";="";="";="";=""
="budgetbal_ME2_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0005024";="-.0027636";="-.0002678";="-1.30e-06";="-.0000233";="";="";="";="";="";="";="0";="-.0377188";="";="";="";="";="";="";="";="";=""
="t";="-1.144024";="-1.922645";="-1.531629";="-.4036108";="-.6818916";="";="";="";="";="";="";=".";="-1.293959";="";="";="";="";="";="";="";="";=""
="p";=".2526138";=".0545246";=".1256141";=".6864989";=".4953075";="";="";="";="";="";="";=".";=".1956795";="";="";="";="";="";="";="";="";=""
=""
