
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="netdebtDefault1";="MERat0_netdebt_Def1";="MERat1_netdebt_Def1";="MERat2_netdebt_Def1";="netdebtDefault2";="MERat0_netdebt_Def2";="MERat1_netdebt_Def2";="MERat2_netdebt_Def2";="netdebtDefault5";="MERat0_netdebt_Def5";="MERat1_netdebt_Def5";="MERat2_netdebt_Def5";="netdebtDefault10";="MERat0_netdebt_Def10";="MERat1_netdebt_Def10";="MERat2_netdebt_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00957";="0.00332";="-0.00254";="-0.000782";="-0.00964";="0.00335";="-0.00255";="-0.000792";="-0.00962";="0.00334";="-0.00255";="-0.000789";="-0.00953";="0.00331";="-0.00253";="-0.000780"
="";="(-1.52)";="(1.54)";="(-1.51)";="(-1.50)";="(-1.53)";="(1.55)";="(-1.52)";="(-1.50)";="(-1.52)";="(1.54)";="(-1.51)";="(-1.49)";="(-1.51)";="(1.53)";="(-1.50)";="(-1.49)"
="NGDP_RPCH";="0.0173";="-0.00598";="0.00457";="0.00141";="0.0175";="-0.00608";="0.00464";="0.00144";="0.0175";="-0.00608";="0.00464";="0.00144";="0.0172";="-0.00598";="0.00457";="0.00141"
="";="(0.89)";="(-0.89)";="(0.90)";="(0.86)";="(0.90)";="(-0.91)";="(0.91)";="(0.87)";="(0.89)";="(-0.90)";="(0.90)";="(0.86)";="(0.88)";="(-0.89)";="(0.89)";="(0.85)"
="ExtDebtPercGNI_Var";="0.00312";="-0.00108";="0.000827";="0.000255";="0.00307";="-0.00107";="0.000814";="0.000252";="0.00310";="-0.00107";="0.000821";="0.000254";="0.00315";="-0.00109";="0.000835";="0.000258"
="";="(0.95)";="(-0.95)";="(0.97)";="(0.86)";="(0.94)";="(-0.93)";="(0.96)";="(0.85)";="(0.94)";="(-0.94)";="(0.96)";="(0.85)";="(0.96)";="(-0.95)";="(0.97)";="(0.86)"
="GGXWDN_NGDP_Var";="0.0000891";="-0.0000309";="0.0000236";="0.00000728";="0.0000905";="-0.0000314";="0.0000240";="0.00000744";="0.0000876";="-0.0000304";="0.0000232";="0.00000718";="0.0000877";="-0.0000304";="0.0000232";="0.00000718"
="";="(1.04)";="(-1.05)";="(1.04)";="(1.01)";="(1.03)";="(-1.04)";="(1.04)";="(1.00)";="(1.00)";="(-1.01)";="(1.01)";="(0.97)";="(1.02)";="(-1.02)";="(1.02)";="(0.99)"
="PCPIPCH";="-0.000284";="0.0000984";="-0.0000752";="-0.0000232";="-0.000283";="0.0000982";="-0.0000749";="-0.0000232";="-0.000289";="0.000100";="-0.0000765";="-0.0000237";="-0.000287";="0.0000997";="-0.0000762";="-0.0000235"
="";="(-0.48)";="(0.48)";="(-0.48)";="(-0.48)";="(-0.48)";="(0.48)";="(-0.48)";="(-0.48)";="(-0.48)";="(0.48)";="(-0.48)";="(-0.48)";="(-0.49)";="(0.48)";="(-0.48)";="(-0.48)"
="DefaultLastYear=0";="0";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLastYear=1";="-0.0401";="0.0138";="-0.0106";="-0.00321";="";="";="";="";="";="";="";="";="";="";="";=""
