
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="grossdebtDefault1";="MERat0_grossdebt_Def1";="MERat1_grossdebt_Def1";="MERat2_grossdebt_Def1";="grossdebtDefault2";="MERat0_grossdebt_Def2";="MERat1_grossdebt_Def2";="MERat2_grossdebt_Def2";="grossdebtDefault5";="MERat0_grossdebt_Def5";="MERat1_grossdebt_Def5";="MERat2_grossdebt_Def5";="grossdebtDefault10";="MERat0_grossdebt_Def10";="MERat1_grossdebt_Def10";="MERat2_grossdebt_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.0113**";="0.00288**";="-0.00257**";="-0.000316";="-0.0114**";="0.00292**";="-0.00260**";="-0.000319";="-0.0113**";="0.00286**";="-0.00254**";="-0.000321";="-0.0119**";="0.00305**";="-0.00272**";="-0.000333"
="";="(-2.22)";="(2.13)";="(-2.17)";="(-1.59)";="(-2.23)";="(2.14)";="(-2.17)";="(-1.60)";="(-2.21)";="(2.12)";="(-2.16)";="(-1.59)";="(-2.32)";="(2.22)";="(-2.27)";="(-1.62)"
="NGDP_RPCH";="-0.0224";="0.00572";="-0.00509";="-0.000626";="-0.0224";="0.00575";="-0.00513";="-0.000630";="-0.0250";="0.00633";="-0.00562";="-0.000710";="-0.0210";="0.00540";="-0.00481";="-0.000589"
="";="(-1.01)";="(1.00)";="(-1.00)";="(-0.96)";="(-1.01)";="(1.01)";="(-1.01)";="(-0.96)";="(-1.11)";="(1.12)";="(-1.11)";="(-1.05)";="(-0.93)";="(0.93)";="(-0.93)";="(-0.89)"
="ExtDebtPercGNI_Var";="-0.00404**";="0.00103*";="-0.000920*";="-0.000113";="-0.00400*";="0.00102*";="-0.000913*";="-0.000112";="-0.00401*";="0.00101*";="-0.000898*";="-0.000114";="-0.00435**";="0.00112**";="-0.000999**";="-0.000122"
="";="(-1.97)";="(1.90)";="(-1.94)";="(-1.43)";="(-1.94)";="(1.88)";="(-1.92)";="(-1.42)";="(-1.90)";="(1.84)";="(-1.88)";="(-1.41)";="(-2.10)";="(2.04)";="(-2.09)";="(-1.48)"
="GGXWDG_NGDP_Var";="0.00201";="-0.000513";="0.000457";="0.0000561";="0.00205";="-0.000526";="0.000468";="0.0000576";="0.00218";="-0.000552";="0.000490";="0.0000619";="0.00201";="-0.000519";="0.000462";="0.0000566"
