
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="grossdebtDefault1";="MERat0_grossdebt_Def1";="MERat1_grossdebt_Def1";="MERat2_grossdebt_Def1";="grossdebtDefault2";="MERat0_grossdebt_Def2";="MERat1_grossdebt_Def2";="MERat2_grossdebt_Def2";="grossdebtDefault5";="MERat0_grossdebt_Def5";="MERat1_grossdebt_Def5";="MERat2_grossdebt_Def5";="grossdebtDefault10";="MERat0_grossdebt_Def10";="MERat1_grossdebt_Def10";="MERat2_grossdebt_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00604";="0.00206";="-0.00159";="-0.000474";="-0.00610";="0.00208";="-0.00160";="-0.000481";="-0.00609";="0.00208";="-0.00160";="-0.000479";="-0.00602";="0.00206";="-0.00158";="-0.000473"
="";="(-0.89)";="(0.90)";="(-0.89)";="(-0.91)";="(-0.90)";="(0.91)";="(-0.89)";="(-0.92)";="(-0.89)";="(0.90)";="(-0.89)";="(-0.91)";="(-0.89)";="(0.89)";="(-0.88)";="(-0.90)"
="NGDP_RPCH";="0.0290*";="-0.00990*";="0.00763*";="0.00228";="0.0292*";="-0.00997*";="0.00767*";="0.00230";="0.0292*";="-0.00998*";="0.00768*";="0.00230";="0.0290*";="-0.00992*";="0.00763*";="0.00228"
="";="(1.66)";="(-1.68)";="(1.69)";="(1.49)";="(1.67)";="(-1.68)";="(1.69)";="(1.49)";="(1.66)";="(-1.67)";="(1.69)";="(1.48)";="(1.66)";="(-1.67)";="(1.68)";="(1.47)"
="ExtDebtPercGNI_Var";="0.00338";="-0.00115";="0.000889";="0.000265";="0.00335";="-0.00114";="0.000881";="0.000264";="0.00336";="-0.00115";="0.000884";="0.000265";="0.00340";="-0.00116";="0.000894";="0.000267"
="";="(1.04)";="(-1.03)";="(1.05)";="(0.93)";="(1.03)";="(-1.03)";="(1.05)";="(0.92)";="(1.03)";="(-1.02)";="(1.04)";="(0.92)";="(1.04)";="(-1.03)";="(1.05)";="(0.93)"
="GGXWDG_NGDP_Var";="0.00884***";="-0.00302***";="0.00233***";="0.000694**";="0.00881***";="-0.00301***";="0.00232***";="0.000695**";="0.00882***";="-0.00302***";="0.00232***";="0.000695**";="0.00884***";="-0.00302***";="0.00233***";="0.000695**"
="";="(3.57)";="(-3.36)";="(3.46)";="(2.31)";="(3.57)";="(-3.36)";="(3.46)";="(2.31)";="(3.53)";="(-3.34)";="(3.42)";="(2.31)";="(3.56)";="(-3.35)";="(3.45)";="(2.30)"
