
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="grossdebtDefault1";="MERat0_grossdebt_Def1";="MERat1_grossdebt_Def1";="MERat2_grossdebt_Def1";="grossdebtDefault2";="MERat0_grossdebt_Def2";="MERat1_grossdebt_Def2";="MERat2_grossdebt_Def2";="grossdebtDefault5";="MERat0_grossdebt_Def5";="MERat1_grossdebt_Def5";="MERat2_grossdebt_Def5";="grossdebtDefault10";="MERat0_grossdebt_Def10";="MERat1_grossdebt_Def10";="MERat2_grossdebt_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00191";="0.000601";="-0.000464";="-0.000137";="-0.00152";="0.000474";="-0.000366";="-0.000108";="-0.00175";="0.000543";="-0.000419";="-0.000125";="-0.00223";="0.000703";="-0.000542";="-0.000161"
="";="(-0.35)";="(0.35)";="(-0.35)";="(-0.35)";="(-0.28)";="(0.28)";="(-0.28)";="(-0.28)";="(-0.32)";="(0.32)";="(-0.32)";="(-0.32)";="(-0.41)";="(0.42)";="(-0.42)";="(-0.41)"
="NGDP_RPCH";="-0.00520";="0.00164";="-0.00126";="-0.000374";="-0.00739";="0.00230";="-0.00178";="-0.000526";="-0.00944";="0.00293";="-0.00226";="-0.000673";="-0.00545";="0.00172";="-0.00133";="-0.000393"
="";="(-0.23)";="(0.23)";="(-0.23)";="(-0.23)";="(-0.33)";="(0.33)";="(-0.33)";="(-0.32)";="(-0.41)";="(0.42)";="(-0.42)";="(-0.40)";="(-0.25)";="(0.25)";="(-0.25)";="(-0.25)"
="ExtDebtPercGNI_Var";="-0.00275";="0.000867";="-0.000669";="-0.000198";="-0.00248";="0.000773";="-0.000597";="-0.000177";="-0.00288";="0.000895";="-0.000690";="-0.000205";="-0.00294";="0.000927";="-0.000715";="-0.000212"
="";="(-0.96)";="(0.96)";="(-0.97)";="(-0.91)";="(-0.87)";="(0.87)";="(-0.87)";="(-0.83)";="(-1.01)";="(1.02)";="(-1.02)";="(-0.96)";="(-1.02)";="(1.03)";="(-1.04)";="(-0.96)"
="GGXWDG_NGDP_Var";="-0.00000479";="0.00000151";="-0.00000117";="-0.000000345";="0.000224";="-0.0000698";="0.0000538";="0.0000159";="0.000337";="-0.000105";="0.0000806";="0.0000240";="-0.0000395";="0.0000125";="-0.00000963";="-0.00000285"
