
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="structbalDefault1";="MERat0_structbal_Def1";="MERat1_structbal_Def1";="MERat2_structbal_Def1";="structbalDefault2";="MERat0_structbal_Def2";="MERat1_structbal_Def2";="MERat2_structbal_Def2";="structbalDefault5";="MERat0_structbal_Def5";="MERat1_structbal_Def5";="MERat2_structbal_Def5";="structbalDefault10";="MERat0_structbal_Def10";="MERat1_structbal_Def10";="MERat2_structbal_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00902";="0.00193";="-0.00177";="-0.000160";="-0.00896";="0.00192";="-0.00176";="-0.000159";="-0.00905";="0.00194";="-0.00178";="-0.000161";="-0.00894";="0.00190";="-0.00174";="-0.000159"
="";="(-1.47)";="(1.45)";="(-1.47)";="(-1.07)";="(-1.48)";="(1.46)";="(-1.48)";="(-1.07)";="(-1.50)";="(1.48)";="(-1.51)";="(-1.08)";="(-1.46)";="(1.45)";="(-1.47)";="(-1.06)"
="NGDP_RPCH";="-0.0255";="0.00547";="-0.00502";="-0.000455";="-0.0259";="0.00555";="-0.00509";="-0.000461";="-0.0253";="0.00542";="-0.00497";="-0.000450";="-0.0271";="0.00577";="-0.00529";="-0.000481"
="";="(-1.11)";="(1.08)";="(-1.07)";="(-1.09)";="(-1.14)";="(1.11)";="(-1.09)";="(-1.10)";="(-1.10)";="(1.07)";="(-1.06)";="(-1.08)";="(-1.20)";="(1.17)";="(-1.15)";="(-1.16)"
="ExtDebtPercGNI_Var";="-0.00482";="0.00103";="-0.000946";="-0.0000857";="-0.00482";="0.00103";="-0.000946";="-0.0000856";="-0.00487";="0.00105";="-0.000959";="-0.0000868";="-0.00478";="0.00102";="-0.000932";="-0.0000848"
="";="(-1.20)";="(1.19)";="(-1.20)";="(-0.96)";="(-1.20)";="(1.19)";="(-1.20)";="(-0.96)";="(-1.21)";="(1.20)";="(-1.21)";="(-0.97)";="(-1.19)";="(1.18)";="(-1.19)";="(-0.95)"
="GGSB_NPGDP";="-0.0112";="0.00241";="-0.00221";="-0.000200";="-0.0118";="0.00252";="-0.00231";="-0.000209";="-0.0114";="0.00244";="-0.00224";="-0.000203";="-0.0127";="0.00270";="-0.00248";="-0.000225"
="";="(-0.30)";="(0.30)";="(-0.30)";="(-0.28)";="(-0.31)";="(0.31)";="(-0.31)";="(-0.29)";="(-0.30)";="(0.30)";="(-0.30)";="(-0.28)";="(-0.34)";="(0.34)";="(-0.34)";="(-0.32)"
="PCPIPCH";="-0.000543";="0.000116";="-0.000107";="-0.00000966";="-0.000542";="0.000116";="-0.000106";="-0.00000962";="-0.000537";="0.000115";="-0.000106";="-0.00000956";="-0.000569";="0.000121";="-0.000111";="-0.0000101"
="";="(-1.23)";="(1.21)";="(-1.21)";="(-1.06)";="(-1.23)";="(1.21)";="(-1.20)";="(-1.05)";="(-1.22)";="(1.20)";="(-1.19)";="(-1.05)";="(-1.25)";="(1.23)";="(-1.23)";="(-1.07)"
="DefaultLastYear=0";="0";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLastYear=1";="0.0957";="-0.0211";="0.0193";="0.00182";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(0.34)";="(-0.33)";="(0.34)";="(0.31)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="";="";="0";="0";="0";="0";="";="";="";="";="";="";="";=""
="";="";="";="";="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";=""
="DefaultLast2Years=1";="";="";="";="";="0.101";="-0.0222";="0.0203";="0.00191";="";="";="";="";="";="";="";=""
="";="";="";="";="";="(0.39)";="(-0.38)";="(0.38)";="(0.35)";="";="";="";="";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="";="";="";="";="0";="0";="0";="0";="";="";="";=""
="";="";="";="";="";="";="";="";="";="(.)";="(.)";="(.)";="(.)";="";="";="";=""
="DefaultLast5Years=1";="";="";="";="";="";="";="";="";="0.0384";="-0.00831";="0.00762";="0.000698";="";="";="";=""
="";="";="";="";="";="";="";="";="";="(0.17)";="(-0.16)";="(0.16)";="(0.16)";="";="";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="";="";="";="";="";="";="0";="0";="0";="0"
="";="";="";="";="";="";="";="";="";="";="";="";="";="(.)";="(.)";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="";="";="";="";="";="";="0.187";="-0.0407";="0.0372";="0.00348"
="";="";="";="";="";="";="";="";="";="";="";="";="";="(0.74)";="(-0.74)";="(0.74)";="(0.67)"

="cut1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="1.020***";="";="";="";="1.025***";="";="";="";="1.012***";="";="";="";="1.079***";="";="";=""
="";="(4.52)";="";="";="";="(4.51)";="";="";="";="(4.39)";="";="";="";="(4.33)";="";="";=""

="cut2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="2.427***";="";="";="";="2.432***";="";="";="";="2.419***";="";="";="";="2.486***";="";="";=""
="";="(10.05)";="";="";="";="(10.18)";="";="";="";="(9.91)";="";="";="";="(9.39)";="";="";=""

="sigma2_u";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="0.795***";="";="";="";="0.795***";="";="";="";="0.795***";="";="";="";="0.797***";="";="";=""
="";="(3.35)";="";="";="";="(3.36)";="";="";="";="(3.35)";="";="";="";="(3.37)";="";="";=""

="Observations";="922";="922";="922";="922";="922";="922";="922";="922";="922";="922";="922";="922";="922";="922";="922";="922"
="Pseudo R-squared";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
