
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="netdebtDefault1";="MERat0_netdebt_Def1";="MERat1_netdebt_Def1";="MERat2_netdebt_Def1";="netdebtDefault2";="MERat0_netdebt_Def2";="MERat1_netdebt_Def2";="MERat2_netdebt_Def2";="netdebtDefault5";="MERat0_netdebt_Def5";="MERat1_netdebt_Def5";="MERat2_netdebt_Def5";="netdebtDefault10";="MERat0_netdebt_Def10";="MERat1_netdebt_Def10";="MERat2_netdebt_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.0125***";="0.00320**";="-0.00285**";="-0.000351*";="-0.0126***";="0.00324**";="-0.00289**";="-0.000356*";="-0.0126***";="0.00320**";="-0.00284**";="-0.000360*";="-0.0130***";="0.00337***";="-0.00300***";="-0.000368*"
="";="(-2.59)";="(2.49)";="(-2.53)";="(-1.77)";="(-2.60)";="(2.50)";="(-2.55)";="(-1.77)";="(-2.58)";="(2.48)";="(-2.53)";="(-1.77)";="(-2.68)";="(2.58)";="(-2.64)";="(-1.78)"
="NGDP_RPCH";="-0.0250";="0.00642";="-0.00571";="-0.000704";="-0.0252";="0.00647";="-0.00576";="-0.000709";="-0.0279";="0.00707";="-0.00627";="-0.000795";="-0.0236";="0.00610";="-0.00543";="-0.000667"
="";="(-1.16)";="(1.16)";="(-1.16)";="(-1.10)";="(-1.17)";="(1.17)";="(-1.17)";="(-1.11)";="(-1.27)";="(1.28)";="(-1.28)";="(-1.20)";="(-1.08)";="(1.08)";="(-1.08)";="(-1.03)"
="ExtDebtPercGNI_Var";="-0.00407**";="0.00104*";="-0.000929*";="-0.000114";="-0.00403*";="0.00104*";="-0.000922*";="-0.000114";="-0.00404*";="0.00102*";="-0.000910*";="-0.000115";="-0.00438**";="0.00113**";="-0.00101**";="-0.000124"
="";="(-1.97)";="(1.91)";="(-1.95)";="(-1.44)";="(-1.95)";="(1.89)";="(-1.93)";="(-1.43)";="(-1.90)";="(1.86)";="(-1.90)";="(-1.42)";="(-2.11)";="(2.05)";="(-2.11)";="(-1.49)"
="GGXWDN_NGDP_Var";="-0.00000526";="0.00000135";="-0.00000120";="-0.000000148";="-0.00000536";="0.00000138";="-0.00000123";="-0.000000151";="-0.00000456";="0.00000116";="-0.00000103";="-0.000000130";="-0.00000509";="0.00000131";="-0.00000117";="-0.000000144"
="";="(-0.61)";="(0.60)";="(-0.60)";="(-0.58)";="(-0.62)";="(0.61)";="(-0.61)";="(-0.58)";="(-0.55)";="(0.54)";="(-0.54)";="(-0.53)";="(-0.59)";="(0.59)";="(-0.59)";="(-0.57)"
="PCPIPCH";="-0.000116";="0.0000298";="-0.0000265";="-0.00000327";="-0.0000977";="0.0000251";="-0.0000224";="-0.00000275";="-0.0000850";="0.0000216";="-0.0000191";="-0.00000242";="-0.0000760";="0.0000196";="-0.0000175";="-0.00000215"
="";="(-0.27)";="(0.27)";="(-0.27)";="(-0.27)";="(-0.22)";="(0.22)";="(-0.22)";="(-0.22)";="(-0.19)";="(0.19)";="(-0.19)";="(-0.19)";="(-0.17)";="(0.17)";="(-0.17)";="(-0.17)"
="DefaultLastYear=0";="0";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";="";="";="";="";=""
