="";="foostructbal";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="";="main:ngdpdpc_var";="main:ngdp_rpch";="main:extdebtpercgni_var";="main:ggsb_npgdp";="main:pcpipch";="main:0.defaultlastyear";="main:1.defaultlastyear";="main:0.defaultlast2years";="main:1.defaultlast2years";="main:0.defaultlast5years";="main:1.defaultlast5years";="main:0.defaultlast10years";="main:1.defaultlast10years";="cut1:_cons";="cut2:_cons";="sigma2_u:_cons"
="structbal_OP_1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0040561";=".0040119";="-.0058215";="-.0282548";="-.0060502";="0";=".2215245";="";="";="";="";="";="";=".7418619";="1.981215";=".7162999"
="t";="-.7236617";=".1858456";="-1.496383";="-.763557";="-.7432818";=".";="1.277481";="";="";="";="";="";="";="4.059045";="9.086792";="3.271468"
="p";=".4692735";=".8525658";=".134554";=".4451313";=".4573111";=".";=".2014326";="";="";="";="";="";="";=".0000493";="0";=".0010699"
="structbal_ME0_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0012653";="-.0012515";=".001816";=".0088141";=".0018874";="0";="-.0721323";="";="";="";="";="";="";="";="";=""
="t";=".7228679";="-.1857175";="1.523877";=".7693837";=".7471296";=".";="-1.234186";="";="";="";="";="";="";="";="";=""
="p";=".4697611";=".8526663";=".1275395";=".4416656";=".4549853";=".";=".2171334";="";="";="";="";="";="";="";="";=""
="structbal_ME1_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0010053";=".0009943";="-.0014429";="-.007003";="-.0014996";="0";=".0561646";="";="";="";="";="";="";="";="";=""
="t";="-.7280903";=".1854116";="-1.532092";="-.7740273";="-.7510561";=".";="1.308043";="";="";="";="";="";="";="";="";=""
="p";=".4665583";=".8529062";=".1254997";=".4389146";=".4526189";=".";=".1908586";="";="";="";="";="";="";="";="";=""
="structbal_ME2_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.00026";=".0002572";="-.0003732";="-.0018111";="-.0003878";="0";=".0159677";="";="";="";="";="";="";="";="";=""
="t";="-.6863246";=".186577";="-1.346089";="-.7310908";="-.7129841";=".";=".9854322";="";="";="";="";="";="";="";="";=""
="p";=".4925084";=".8519923";=".1782737";=".4647237";=".4758556";=".";=".3244118";="";="";="";="";="";="";="";="";=""
="structbal_OP_2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0032656";="-.0018329";="-.0051917";="-.0322729";="-.0069465";="";="";="0";=".4479243";="";="";="";="";=".8040697";="2.047055";=".6539927"
="t";="-.5870277";="-.0836918";="-1.324734";="-.8883477";="-.7997373";="";="";=".";="2.200768";="";="";="";="";="4.387237";="9.588513";="3.210238"
="p";=".5571851";=".9333015";=".1852593";=".3743537";=".423863";="";="";=".";=".0277524";="";="";="";="";=".0000115";="0";=".0013263"
="structbal_ME0_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0010017";=".0005623";=".0015926";=".0099";=".0021309";="";="";="0";="-.1486225";="";="";="";="";="";="";=""
="t";=".586475";=".0837284";="1.341154";=".8968449";=".8053713";="";="";=".";="-2.117542";="";="";="";="";="";="";=""
="p";=".5575563";=".9332724";=".1798706";=".3698017";=".4206054";="";="";=".";=".0342138";="";="";="";="";="";="";=""
="structbal_ME1_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0007911";="-.000444";="-.0012576";="-.0078178";="-.0016827";="";="";="0";=".1135575";="";="";="";="";="";="";=""
="t";="-.5886881";="-.0838219";="-1.345067";="-.904356";="-.8102476";="";="";=".";="2.365985";="";="";="";="";="";="";=""
="p";=".5560705";=".933198";=".1786035";=".3658067";=".4177979";="";="";=".";=".0179822";="";="";="";="";="";="";=""
="structbal_ME2_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0002107";="-.0001183";="-.000335";="-.0020822";="-.0004482";="";="";="0";=".035065";="";="";="";="";="";="";=""
="t";="-.5687754";="-.0833504";="-1.221675";="-.838465";="-.7640148";="";="";=".";="1.439818";="";="";="";="";="";="";=""
="p";=".5695086";=".9335729";=".2218307";=".4017696";=".4448584";="";="";=".";=".1499188";="";="";="";="";="";="";=""
="structbal_OP_5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0036316";="-.0063908";="-.0059391";="-.0321799";="-.0075521";="";="";="";="";="0";=".5154558";="";="";=".839122";="2.081888";=".627842"
="t";="-.6638729";="-.2901279";="-1.571044";="-.8817974";="-.831816";="";="";="";="";=".";="2.050617";="";="";="4.386384";="9.313462";="3.217504"
="p";=".5067717";=".7717184";=".1161724";=".3778864";=".4055128";="";="";="";="";=".";=".0403043";="";="";=".0000115";="0";=".0012931"
="structbal_ME0_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".001102";=".0019393";=".0018022";=".009765";=".0022917";="";="";="";="";="0";="-.1684993";="";="";="";="";=""
="t";=".6627921";=".2906577";="1.583505";=".8893299";=".8392117";="";="";="";="";=".";="-2.004401";="";="";="";="";=""
="p";=".5074637";=".7713131";=".1133063";=".3738258";=".4013505";="";="";="";="";=".";=".0450271";="";="";="";="";=""
="structbal_ME1_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0008655";="-.0015231";="-.0014154";="-.0076693";="-.0017999";="";="";="";="";="0";=".1292722";="";="";="";="";=""
="t";="-.6655844";="-.2919017";="-1.592335";="-.8962041";="-.8452763";="";="";="";="";=".";="2.162878";="";="";="";="";=""
="p";=".5056768";=".7703618";=".1113095";=".3701438";=".3979566";="";="";="";="";=".";=".0305505";="";="";="";="";=""
