="";="foodw_sfstructbal";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="";="main:ngdpdpc_var";="main:ngdp_rpch";="main:extdebtpercgni_var";="main:ggsb_npgdp";="main:pcpipch";="main:0.defaultlastyear";="main:1.defaultlastyear";="main:0.defaultlast2years";="main:1.defaultlast2years";="main:0.defaultlast5years";="main:1.defaultlast5years";="main:0.defaultlast10years";="main:1.defaultlast10years";="main:_cons";="lnsig2u:_cons"
="structbal_OP_1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0071669";="-.043527";="-.0040819";="-.0030419";="-.0004264";="0";="-.1995752";="";="";="";="";="";="";=".0404123";="-.6396779"
="t";="-.8166495";="-2.081984";="-.8377589";="-.1172055";="-.7768611";=".";="-.7849602";="";="";="";="";="";="";=".1574409";="-1.283817"
="p";=".4141287";=".037344";=".4021661";=".9066972";=".4372407";=".";=".4324769";="";="";="";="";="";="";=".8748974";=".1992061"
="structbal_ME1_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0026656";="-.0161892";="-.0015182";="-.0011314";="-.0001586";="0";="-.0748334";="";="";="";="";="";="";="";=""
="t";="-.8216504";="-2.119928";="-.8462036";="-.117485";="-.7754037";=".";="-.7809819";="";="";="";="";="";="";="";=""
="p";=".4112759";=".0340121";=".3974392";=".9064757";=".4381012";=".";=".4348132";="";="";="";="";="";="";="";=""
="structbal_OP_2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0071562";="-.0432751";="-.0041872";="-.003242";="-.0004341";="";="";="0";="-.1368847";="";="";="";="";=".0151521";="-.6380444"
="t";="-.8228581";="-2.077949";="-.8642598";="-.119112";="-.8055492";="";="";=".";="-.5929199";="";="";="";="";=".0556043";="-1.278037"
="p";=".4105887";=".037714";=".3874452";=".9051866";=".4205028";="";="";=".";=".5532348";="";="";="";="";=".9556571";=".2012364"
="structbal_ME1_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0026692";="-.016141";="-.0015618";="-.0012092";="-.0001619";="";="";="0";="-.0514711";="";="";="";="";="";=""
="t";="-.8274454";="-2.117802";="-.8726628";="-.1193683";="-.8060506";="";="";=".";="-.5877672";="";="";="";="";="";=""
="p";=".4079847";=".0341918";=".3828469";=".9049836";=".4202137";="";="";=".";=".5566886";="";="";="";="";="";=""
="structbal_OP_5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0069602";="-.0406939";="-.0036624";="-.0004406";="-.000466";="";="";="";="";="0";="-.257453";="";="";=".1150494";="-.6944518"
="t";="-.8116309";="-2.083731";="-.7716021";="-.0153816";="-.8223816";="";="";="";="";=".";="-1.175007";="";="";=".4010228";="-1.350224"
="p";=".4170034";=".0371847";=".4403502";=".9877277";=".4108598";="";="";="";="";=".";=".239992";="";="";=".6884034";=".1769441"
="structbal_ME1_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0025834";="-.0151042";="-.0013594";="-.0001635";="-.000173";="";="";="";="";="0";="-.0977749";="";="";="";=""
="t";="-.8151847";="-2.131994";="-.7786674";="-.0153853";="-.8221843";="";="";="";="";=".";="-1.157012";="";="";="";=""
="p";=".4149666";=".0330074";=".4361756";=".9877248";=".410972";="";="";="";="";=".";=".2472673";="";="";="";=""
="structbal_OP_10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0063001";="-.0334149";="-.0026043";=".0019197";="-.0006538";="";="";="";="";="";="";="0";="-.8181856";=".5853633";="-.9493659"
="t";="-.7358504";="-1.627403";="-.5811846";=".0673218";="-.7151896";="";="";="";="";="";="";=".";="-2.336238";="1.598243";="-1.670204"
="p";=".4618218";=".1036515";=".5611161";=".9463255";=".4744919";="";="";="";="";="";="";=".";=".0194788";=".1099889";=".0948791"
="structbal_ME1_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0022498";="-.0119326";="-.00093";=".0006855";="-.0002335";="";="";="";="";="";="";="0";="-.3115166";="";=""
="t";="-.7376963";="-1.643378";="-.5849537";=".0672904";="-.7152465";="";="";="";="";="";="";=".";="-2.461281";="";=""
="p";=".460699";=".1003047";=".5585788";=".9463505";=".4744567";="";="";="";="";="";="";=".";=".0138442";="";=""
=""
