="";="foodw_smbudgetbal";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="";="main:ngdpdpc_var";="main:ngdp_rpch";="main:extdebtpercgni_var";="main:budgetbal_ngdp_var";="main:pcpipch";="main:0.defaultlastyear";="main:1.defaultlastyear";="main:0.defaultlast2years";="main:1.defaultlast2years";="main:0.defaultlast5years";="main:1.defaultlast5years";="main:0.defaultlast10years";="main:1.defaultlast10years";="cut1:_cons";="cut2:_cons";="cut3:_cons";="cut4:_cons";="sigma2_u:_cons"
="budgetbal_OP_1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0053325";=".0416481";=".0090221";=".0001778";="-.0402523";="0";="-.5584672";="";="";="";="";="";="";=".7673614";="2.034294";="3.269681";="4.196522";="1.544702"
="t";="-.6816194";="1.503291";="1.399518";="3.101343";="-1.273609";=".";="-2.465353";="";="";="";="";="";="";="2.884339";="7.708076";="9.498184";="7.761734";="3.311705"
="p";=".4954796";=".132764";=".1616577";=".0019264";=".2028022";=".";=".0136878";="";="";="";="";="";="";=".0039224";="1.29e-14";="0";="8.44e-15";=".0009273"
="budgetbal_ME0_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0014953";="-.0116785";="-.0025299";="-.0000499";=".0112871";="0";=".1260911";="";="";="";="";="";="";="";="";="";="";=""
="t";=".6758626";="-1.515226";="-1.352877";="-2.731164";="1.225979";=".";="2.686079";="";="";="";="";="";="";="";="";="";="";=""
="p";=".4991279";=".1297151";=".1760949";=".0063111";=".2202067";=".";=".0072296";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_ME1_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0012315";=".0096184";=".0020836";=".0000411";="-.0092961";="0";="-.1088981";="";="";="";="";="";="";="";="";="";="";=""
="t";="-.6688406";="1.541078";="1.417918";="2.958441";="-1.216527";=".";="-2.741979";="";="";="";="";="";="";="";="";="";="";=""
="p";=".5035972";=".1232978";=".1562147";=".003092";=".2237843";=".";=".006107";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_ME2_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0002497";=".0019506";=".0004225";="8.33e-06";="-.0018852";="0";="-.016343";="";="";="";="";="";="";="";="";="";="";=""
="t";="-.675804";="1.247957";="1.058865";="1.605111";="-1.121688";=".";="-1.723256";="";="";="";="";="";="";="";="";="";="";=""
="p";=".4991651";=".2120468";=".2896613";=".1084693";=".261995";=".";=".0848423";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_OP_2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.005268";=".0416646";=".0090181";=".0001776";="-.0413977";="";="";="0";="-.4111996";="";="";="";="";=".7724655";="2.035875";="3.269294";="4.195925";="1.517257"
="t";="-.6733736";="1.511691";="1.38785";="3.109106";="-1.291637";="";="";=".";="-1.705322";="";="";="";="";="2.912417";="7.719505";="9.500369";="7.770801";="3.329061"
="p";=".5007097";=".1306124";=".1651827";=".0018765";=".1964828";="";="";=".";=".0881344";="";="";="";="";=".0035864";="1.18e-14";="0";="7.77e-15";=".0008714"
="budgetbal_ME0_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".001474";="-.0116582";="-.0025234";="-.0000497";=".0115835";="";="";="0";=".0988647";="";="";="";="";="";="";="";="";=""
="t";=".6680617";="-1.526488";="-1.342595";="-2.735942";="1.242114";="";="";=".";="1.894668";="";="";="";="";="";="";="";="";=""
="p";=".5040942";=".1268884";=".1794032";=".0062202";=".2141946";="";="";=".";=".0581364";="";="";="";="";="";="";="";="";=""
="budgetbal_ME1_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0012148";=".009608";=".0020796";=".000041";="-.0095464";="";="";="0";="-.0845308";="";="";="";="";="";="";="";="";=""
="t";="-.6610922";="1.552101";="1.405668";="2.961755";="-1.232509";="";="";=".";="-1.904085";="";="";="";="";="";="";="";="";=""
