="p";=".1346048";=".02807";=".0396659";=".6270779";=".5556907";="";="";=".";=".1524706";="";="";="";="";="";="";="";="";="";="";="";="";=""
="grossdebt_ME1_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0027495";="-.0129657";="-.0013156";="-.000567";="-.0000822";="";="";="0";="-.0764104";="";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="-1.516679";="-2.142707";="-2.105697";="-.4917826";="-.5835007";="";="";=".";="-1.443368";="";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".1293478";=".0321366";=".0352306";=".6228731";=".5595563";="";="";=".";=".1489168";="";="";="";="";="";="";="";="";="";="";="";="";=""
="grossdebt_ME2_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0006281";="-.0029621";="-.0003006";="-.0001295";="-.0000188";="";="";="0";="-.0182619";="";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="-1.272475";="-1.921686";="-1.571641";="-.4609035";="-.5844977";="";="";=".";="-1.25244";="";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".2032043";=".0546452";=".1160338";=".6448679";=".5588855";="";="";=".";=".2104097";="";="";="";="";="";="";="";="";="";="";="";="";=""
="grossdebt_OP_5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.009404";="-.048961";="-.0044109";="-.001991";="-.0002931";="";="";="";="";="0";="-.0959415";="";="";="-.0066443";="1.498308";="2.270647";="2.613465";="2.749345";="3.398613";="3.627896";="3.93184";=".7611001"
="t";="-1.484826";="-2.299248";="-1.986143";="-.4688642";="-.6021918";="";="";="";="";=".";="-.4733006";="";="";="-.0327484";="5.697707";="6.775882";="7.9815";="8.246325";="8.137576";="6.664125";="4.848117";="1.99128"
="p";=".1375899";=".0214909";=".0470175";=".6391667";=".5470465";="";="";="";="";=".";=".6359988";="";="";=".9738752";="1.21e-08";="1.24e-11";="1.55e-15";="2.22e-16";="4.44e-16";="2.66e-11";="1.25e-06";=".0464501"
="grossdebt_ME0_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0034518";=".0179715";=".0016191";=".0007308";=".0001076";="";="";="";="";="0";=".0355573";="";="";="";="";="";="";="";="";="";="";=""
="t";="1.473065";="2.372003";="1.986344";=".4700249";=".6043446";="";="";="";="";=".";=".4707799";="";="";="";="";="";="";="";="";="";="";=""
="p";=".1407336";=".017692";=".0469951";=".6383372";=".5456145";="";="";="";="";=".";=".6377979";="";="";="";="";="";="";="";="";="";="";=""
="grossdebt_ME1_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.002688";="-.0139948";="-.0012608";="-.0005691";="-.0000838";="";="";="";="";="0";="-.0274197";="";="";="";="";="";="";="";="";="";="";=""
="t";="-1.492284";="-2.307135";="-2.034307";="-.4756321";="-.5988156";="";="";="";="";=".";="-.4772975";="";="";="";="";="";="";="";="";="";="";=""
="p";=".1356248";=".0210473";=".0419206";=".6343365";=".5492959";="";="";="";="";=".";=".6331503";="";="";="";="";="";="";="";="";="";="";=""
="grossdebt_ME2_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0006067";="-.0031588";="-.0002846";="-.0001285";="-.0000189";="";="";="";="";="0";="-.006445";="";="";="";="";="";="";="";="";="";="";=""
="t";="-1.255447";="-2.029919";="-1.530904";="-.4463785";="-.5982928";="";="";="";="";=".";="-.4467249";="";="";="";="";="";="";="";="";="";="";=""
="p";=".2093167";=".0423648";=".125793";=".6553239";=".5496446";="";="";="";="";=".";=".6550737";="";="";="";="";="";="";="";="";="";="";=""
="grossdebt_OP_10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0093448";="-.045912";="-.0041902";="-.0023111";="-.0003857";="";="";="";="";="";="";="0";="-.4667059";="-.329983";="1.177328";="1.943818";="2.281914";="2.41565";="3.059254";="3.288468";="3.595504";=".7178807"
="t";="-1.464252";="-2.114606";="-1.917543";="-.5519183";="-.6977216";="";="";="";="";="";="";=".";="-1.740765";="-1.350794";="3.946613";="5.253957";="6.154743";="6.276488";="6.480331";="5.521689";="4.189119";="1.865029"
="p";=".1431252";=".0344635";=".055169";=".5810043";=".4853513";="";="";="";="";="";="";=".";=".0817248";=".1767613";=".0000793";="1.49e-07";="7.52e-10";="3.46e-10";="9.15e-11";="3.36e-08";=".000028";=".0621774"
="grossdebt_ME0_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0033889";=".0166501";=".0015196";=".0008381";=".0001399";="";="";="";="";="";="";="0";=".1774994";="";="";="";="";="";="";="";="";=""
="t";="1.45604";="2.160702";="1.916949";=".5539813";=".6987144";="";="";="";="";="";="";=".";="1.729245";="";="";="";="";="";="";="";="";=""
="p";=".1453815";=".0307184";=".0552444";=".5795917";=".4847305";="";="";="";="";="";="";=".";=".0837653";="";="";="";="";="";="";="";="";=""
="grossdebt_ME1_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0026245";="-.0128943";="-.0011768";="-.0006491";="-.0001083";="";="";="";="";="";="";="0";="-.1269855";="";="";="";="";="";="";="";="";=""
="t";="-1.473775";="-2.109387";="-1.962281";="-.5613928";="-.6905906";="";="";="";="";="";="";=".";="-1.897301";="";="";="";="";="";="";="";="";=""
="p";=".1405422";=".0349112";=".0497298";=".5745298";=".4898229";="";="";="";="";="";="";=".";=".0577882";="";="";="";="";="";="";="";="";=""
="grossdebt_ME2_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0005968";="-.0029322";="-.0002676";="-.0001476";="-.0000246";="";="";="";="";="";="";="0";="-.0385572";="";="";="";="";="";="";="";="";=""
="t";="-1.252916";="-1.902624";="-1.501401";="-.521906";="-.6865915";="";="";="";="";="";="";=".";="-1.313459";="";="";="";="";="";="";="";="";=""
="p";=".2102363";=".0570896";=".1332518";=".6017357";=".4923402";="";="";="";="";="";="";=".";=".1890283";="";="";="";="";="";="";="";="";=""
=""
