="";="foodw_sfgrossdebt";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="";="main:ngdpdpc_var";="main:ngdp_rpch";="main:extdebtpercgni_var";="main:ggxwdg_ngdp_var";="main:pcpipch";="main:0.defaultlastyear";="main:1.defaultlastyear";="main:0.defaultlast2years";="main:1.defaultlast2years";="main:0.defaultlast5years";="main:1.defaultlast5years";="main:0.defaultlast10years";="main:1.defaultlast10years";="cut1:_cons";="cut2:_cons";="cut3:_cons";="cut4:_cons";="cut5:_cons";="cut6:_cons";="cut7:_cons";="cut8:_cons";="sigma2_u:_cons"
="grossdebt_OP_1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.009774";="-.0468705";="-.0045476";="-.0019138";="-.0002673";="0";="-.2375639";="";="";="";="";="";="";="-.0655592";="1.443762";="2.213968";="2.557161";="2.693891";="3.354836";="3.593616";="3.906145";=".7767624"
="t";="-1.515375";="-2.190216";="-1.980569";="-.4583329";="-.5432894";=".";="-1.335868";="";="";="";="";="";="";="-.3726921";="6.297305";="7.234934";="8.614634";="9.374803";="9.422216";="7.296967";="5.031144";="1.996815"
="p";=".1296774";=".0285085";=".0476397";=".6467133";=".5869305";=".";=".1815923";="";="";="";="";="";="";=".7093776";="3.03e-10";="4.66e-13";="0";="0";="0";="2.94e-13";="4.88e-07";=".0458452"
="grossdebt_ME0_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0035661";=".0171011";=".0016592";=".0006983";=".0000975";="0";=".087826";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="1.506942";="2.253599";="1.989015";=".4590912";=".5441143";=".";="1.333858";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".1318255";=".0242214";=".0466996";=".6461687";=".5863628";=".";=".1822504";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="grossdebt_ME1_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0027632";="-.0132505";="-.0012856";="-.000541";="-.0000756";="0";="-.0679304";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="-1.527874";="-2.195934";="-2.038334";="-.4644268";="-.5391352";=".";="-1.345415";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".1265438";=".0280967";=".0415165";=".642342";=".5897936";=".";=".1784914";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="grossdebt_ME2_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0006334";="-.0030375";="-.0002947";="-.000124";="-.0000173";="0";="-.0157464";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="-1.277596";="-1.953514";="-1.531481";="-.4368588";="-.5411751";=".";="-1.173899";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".2013921";=".0507587";=".1256506";=".6622138";=".5883869";=".";=".2404356";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="grossdebt_OP_2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0097298";="-.0458829";="-.0046555";="-.0020065";="-.0002908";="";="";="0";="-.2676413";="";="";="";="";="-.0986151";="1.413152";="2.183586";="2.526957";="2.663583";="3.316391";="3.547256";="3.854061";=".7809223"
="t";="-1.502567";="-2.138646";="-2.049307";="-.4847026";="-.5881607";="";="";=".";="-1.434482";="";="";="";="";="-.530894";="6.060062";="7.007865";="8.367119";="8.940052";="8.935215";="7.107933";="5.000682";="2.006371"
="p";=".1329507";=".0324643";=".0404321";=".6278873";=".5564244";="";="";=".";=".1514347";="";="";="";="";=".5954923";="1.36e-09";="2.42e-12";="0";="0";="0";="1.18e-12";="5.71e-07";=".0448167"
="grossdebt_ME0_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0035462";=".0167228";=".0016968";=".0007313";=".000106";="";="";="0";=".0995554";="";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="1.496187";="2.196307";="2.057212";=".4858438";=".5892543";="";="";=".";="1.430859";="";="";="";="";="";="";="";="";="";="";="";="";=""
