="";="foodw_smbudgetbal";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="";="main:ngdpdpc_var";="main:ngdp_rpch";="main:extdebtpercgni_var";="main:budgetbal_ngdp_var";="main:pcpipch";="main:0.defaultlastyear";="main:1.defaultlastyear";="main:0.defaultlast2years";="main:1.defaultlast2years";="main:0.defaultlast5years";="main:1.defaultlast5years";="main:0.defaultlast10years";="main:1.defaultlast10years";="cut1:_cons";="cut2:_cons";="cut3:_cons";="cut4:_cons";="cut5:_cons";="cut6:_cons";="cut7:_cons";="sigma2_u:_cons"
="budgetbal_OP_1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0159104";=".0081518";=".0000743";=".0002527";="-.0003727";="0";=".0000183";="";="";="";="";="";="";=".2510906";="1.633115";="2.092935";="2.517181";="2.669593";="3.042473";="3.158968";=".7051962"
="t";="-2.086105";=".381674";=".0225305";="1.629748";="-.6102676";=".";=".0001267";="";="";="";="";="";="";="1.303496";="7.326491";="7.536145";="8.090106";="7.583245";="5.919326";="5.471086";="2.982774"
="p";=".0369691";=".7027032";=".9820248";=".1031547";=".5416846";=".";=".9998989";="";="";="";="";="";="";=".1924054";="2.36e-13";="4.84e-14";="6.66e-16";="3.38e-14";="3.23e-09";="4.47e-08";=".0028565"
="budgetbal_ME0_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0059221";="-.0030342";="-.0000277";="-.0000941";=".0001387";="0";="-6.80e-06";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="2.154348";="-.3829425";="-.0225268";="-1.619163";=".6100755";=".";="-.0001267";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".0312129";=".7017624";=".9820278";=".1054122";=".5418118";=".";=".9998989";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_ME1_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0043437";=".0022255";=".0000203";=".000069";="-.0001017";="0";="4.99e-06";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="-2.080256";=".3845345";=".0225216";="1.643745";="-.6033817";=".";=".0001267";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".0375021";=".7005823";=".9820319";=".100229";=".5462548";=".";=".9998989";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_ME2_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0009003";=".0004613";="4.21e-06";=".0000143";="-.0000211";="0";="1.03e-06";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="-1.922778";=".3807512";=".0225233";="1.316673";="-.6222616";=".";=".0001267";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".0545079";=".7033879";=".9820306";=".1879484";=".5337698";=".";=".9998989";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_OP_2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0159393";=".0093424";=".0000833";=".0002571";="-.0003696";="";="";="0";="-.0840106";="";="";="";="";=".2004683";="1.582729";="2.041886";="2.46551";="2.61768";="2.990097";="3.10633";=".7069446"
="t";="-2.092159";=".4240843";=".0252155";="1.661136";="-.5999395";="";="";=".";="-.5340879";="";="";="";="";="1.052801";="7.51466";="7.784508";="8.502238";="7.927666";="6.172298";="5.695348";="2.941247"
="p";=".0364243";=".6715044";=".9798831";=".0966862";=".5485465";="";="";=".";=".5932807";="";="";="";="";=".2924324";="5.71e-14";="7.11e-15";="0";="2.22e-15";="6.73e-10";="1.23e-08";=".0032689"
="budgetbal_ME0_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0059295";="-.0034754";="-.000031";="-.0000956";=".0001375";="";="";="0";=".0313787";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="2.164603";="-.4257865";="-.0252108";="-1.653583";=".5996906";="";="";=".";=".5355335";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".0304181";=".6702634";=".9798868";=".0982122";=".5487124";="";="";=".";=".592281";="";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_ME1_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0043427";=".0025453";=".0000227";=".00007";="-.0001007";="";="";="0";="-.0228773";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="-2.088527";=".4274468";=".0252048";="1.674316";="-.5933099";="";="";=".";="-.5260025";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".0367503";=".6690539";=".9798916";=".0940686";=".5529737";="";="";=".";=".5988865";="";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_ME2_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0009027";=".0005291";="4.72e-06";=".0000146";="-.0000209";="";="";="0";="-.0048245";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="-1.939667";=".4229632";=".0252051";="1.345329";="-.6120731";="";="";=".";="-.5483573";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".0524201";=".6723221";=".9798914";=".1785189";=".5404894";="";="";=".";=".5834466";="";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_OP_5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0158768";=".0067663";=".0000102";=".0002549";="-.0003654";="";="";="";="";="0";=".0893044";="";="";=".3170645";="1.698331";="2.158135";="2.5837";="2.736839";="3.11232";="3.230248";=".7056858"
="t";="-2.07038";=".298509";=".0030372";="1.656727";="-.5984278";="";="";="";="";=".";=".3510467";="";="";="1.224329";="7.02516";="8.043894";="9.459663";="8.899114";="7.217734";="6.764146";="3.025512"
="p";=".0384168";=".7653147";=".9975767";=".0975748";=".5495545";="";="";="";="";=".";=".7255533";="";="";=".220828";="2.14e-12";="8.88e-16";="0";="0";="5.29e-13";="1.34e-11";=".0024821"
="budgetbal_ME0_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0059055";="-.0025168";="-3.78e-06";="-.0000948";=".0001359";="";="";="";="";="0";="-.0329605";="";="";="";="";="";="";="";="";="";=""
="t";="2.131192";="-.2991414";="-.0030371";="-1.643007";=".598568";="";="";="";="";=".";="-.3536435";="";="";="";="";="";="";="";="";="";=""
="p";=".0330734";=".7648322";=".9975767";=".1003814";=".549461";="";="";="";="";=".";=".723606";="";="";="";="";="";="";="";="";="";=""
="budgetbal_ME1_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.00433";=".0018454";="2.77e-06";=".0000695";="-.0000997";="";="";="";="";="0";=".0244467";="";="";="";="";="";="";="";="";="";=""
