
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="structbalDefault1";="MERat0_structbal_Def1";="MERat1_structbal_Def1";="MERat2_structbal_Def1";="structbalDefault2";="MERat0_structbal_Def2";="MERat1_structbal_Def2";="MERat2_structbal_Def2";="structbalDefault5";="MERat0_structbal_Def5";="MERat1_structbal_Def5";="MERat2_structbal_Def5";="structbalDefault10";="MERat0_structbal_Def10";="MERat1_structbal_Def10";="MERat2_structbal_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="0.00250";="-0.000954";="0.000572";="0.000309";="0.00355";="-0.00138";="0.000822";="0.000451";="0.00403";="-0.00156";="0.000933";="0.000511";="0.00505";="-0.00194";="0.00115";="0.000635"
="";="(0.21)";="(-0.21)";="(0.22)";="(0.21)";="(0.31)";="(-0.31)";="(0.32)";="(0.30)";="(0.36)";="(-0.36)";="(0.37)";="(0.35)";="(0.44)";="(-0.44)";="(0.45)";="(0.42)"
="NGDP_RPCH";="-0.00562";="0.00215";="-0.00129";="-0.000695";="-0.0102";="0.00395";="-0.00235";="-0.00129";="-0.00896";="0.00348";="-0.00208";="-0.00114";="-0.00348";="0.00134";="-0.000791";="-0.000437"
="";="(-0.17)";="(0.17)";="(-0.18)";="(-0.17)";="(-0.30)";="(0.30)";="(-0.31)";="(-0.29)";="(-0.27)";="(0.27)";="(-0.27)";="(-0.26)";="(-0.11)";="(0.11)";="(-0.11)";="(-0.11)"
="ExtDebtPercGNI_Var";="0.00306";="-0.00117";="0.000702";="0.000379";="0.00345";="-0.00134";="0.000798";="0.000438";="0.00398";="-0.00155";="0.000923";="0.000506";="0.00490";="-0.00188";="0.00111";="0.000616"
="";="(0.57)";="(-0.58)";="(0.57)";="(0.57)";="(0.66)";="(-0.67)";="(0.66)";="(0.66)";="(0.75)";="(-0.76)";="(0.75)";="(0.75)";="(0.93)";="(-0.95)";="(0.93)";="(0.92)"
="GGSB_NPGDP";="0.0151";="-0.00577";="0.00346";="0.00187";="0.0101";="-0.00392";="0.00233";="0.00128";="0.00882";="-0.00342";="0.00204";="0.00112";="0.00946";="-0.00363";="0.00215";="0.00119"
="";="(0.44)";="(-0.44)";="(0.44)";="(0.44)";="(0.29)";="(-0.29)";="(0.29)";="(0.29)";="(0.24)";="(-0.24)";="(0.24)";="(0.24)";="(0.26)";="(-0.26)";="(0.26)";="(0.26)"
="PCPIPCH";="-0.0125";="0.00479";="-0.00287";="-0.00155";="-0.0118";="0.00456";="-0.00272";="-0.00149";="-0.0119";="0.00464";="-0.00277";="-0.00152";="-0.0138*";="0.00531*";="-0.00314*";="-0.00174"
="";="(-1.58)";="(1.62)";="(-1.53)";="(-1.47)";="(-1.46)";="(1.50)";="(-1.44)";="(-1.37)";="(-1.49)";="(1.53)";="(-1.48)";="(-1.38)";="(-1.76)";="(1.81)";="(-1.71)";="(-1.60)"
="DefaultLastYear=0";="0";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLastYear=1";="-0.404";="0.155";="-0.0906";="-0.0519";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(-1.47)";="(1.48)";="(-1.42)";="(-1.42)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="";="";="0";="0";="0";="0";="";="";="";="";="";="";="";=""
="";="";="";="";="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";=""
="DefaultLast2Years=1";="";="";="";="";="-0.123";="0.0475";="-0.0277";="-0.0159";="";="";="";="";="";="";="";=""
="";="";="";="";="";="(-0.41)";="(0.41)";="(-0.42)";="(-0.40)";="";="";="";="";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="";="";="";="";="0";="0";="0";="0";="";="";="";=""
="";="";="";="";="";="";="";="";="";="(.)";="(.)";="(.)";="(.)";="";="";="";=""
="DefaultLast5Years=1";="";="";="";="";="";="";="";="";="-0.173";="0.0664";="-0.0374";="-0.0232";="";="";="";=""
="";="";="";="";="";="";="";="";="";="(-0.48)";="(0.48)";="(-0.52)";="(-0.44)";="";="";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="";="";="";="";="";="";="0";="0";="0";="0"
="";="";="";="";="";="";="";="";="";="";="";="";="";="(.)";="(.)";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="";="";="";="";="";="";="-0.609";="0.221*";="-0.0947**";="-0.0954"
="";="";="";="";="";="";="";="";="";="";="";="";="";="(-1.49)";="(1.66)";="(-2.30)";="(-1.26)"

="cut1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="-0.510**";="";="";="";="-0.348";="";="";="";="-0.397";="";="";="";="-0.781**";="";="";=""
="";="(-2.24)";="";="";="";="(-1.36)";="";="";="";="(-1.18)";="";="";="";="(-2.03)";="";="";=""

="cut2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="0.996***";="";="";="";="1.131***";="";="";="";="1.082***";="";="";="";="0.701*";="";="";=""
="";="(4.02)";="";="";="";="(4.08)";="";="";="";="(2.98)";="";="";="";="(1.83)";="";="";=""

="cut3";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="1.928***";="";="";="";="2.059***";="";="";="";="2.013***";="";="";="";="1.631***";="";="";=""
="";="(8.28)";="";="";="";="(7.71)";="";="";="";="(5.86)";="";="";="";="(4.35)";="";="";=""

="cut4";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="2.527***";="";="";="";="2.657***";="";="";="";="2.609***";="";="";="";="2.224***";="";="";=""
="";="(5.90)";="";="";="";="(5.81)";="";="";="";="(5.03)";="";="";="";="(4.13)";="";="";=""

="sigma2_u";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="0.463*";="";="";="";="0.439*";="";="";="";="0.429*";="";="";="";="0.377*";="";="";=""
="";="(1.89)";="";="";="";="(1.78)";="";="";="";="(1.76)";="";="";="";="(1.73)";="";="";=""

="Observations";="244";="244";="244";="244";="244";="244";="244";="244";="244";="244";="244";="244";="244";="244";="244";="244"
="Pseudo R-squared";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
