
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="netdebtDefault1";="MERat0_netdebt_Def1";="MERat1_netdebt_Def1";="MERat2_netdebt_Def1";="netdebtDefault2";="MERat0_netdebt_Def2";="MERat1_netdebt_Def2";="MERat2_netdebt_Def2";="netdebtDefault5";="MERat0_netdebt_Def5";="MERat1_netdebt_Def5";="MERat2_netdebt_Def5";="netdebtDefault10";="MERat0_netdebt_Def10";="MERat1_netdebt_Def10";="MERat2_netdebt_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.0145*";="0.00542*";="-0.00399*";="-0.000817*";="-0.0145*";="0.00543*";="-0.00399*";="-0.000820*";="-0.0144*";="0.00539*";="-0.00397*";="-0.000813*";="-0.0145*";="0.00540*";="-0.00396*";="-0.000818*"
="";="(-1.87)";="(1.92)";="(-1.88)";="(-1.76)";="(-1.87)";="(1.93)";="(-1.88)";="(-1.77)";="(-1.84)";="(1.88)";="(-1.83)";="(-1.75)";="(-1.86)";="(1.90)";="(-1.85)";="(-1.75)"
="NGDP_RPCH";="0.0124";="-0.00463";="0.00341";="0.000698";="0.0131";="-0.00491";="0.00361";="0.000740";="0.0112";="-0.00418";="0.00308";="0.000631";="0.00945";="-0.00352";="0.00258";="0.000533"
="";="(0.60)";="(-0.61)";="(0.61)";="(0.60)";="(0.62)";="(-0.63)";="(0.63)";="(0.62)";="(0.52)";="(-0.52)";="(0.52)";="(0.52)";="(0.45)";="(-0.46)";="(0.46)";="(0.45)"
="ExtDebtPercGNI_Var";="-0.000178";="0.0000663";="-0.0000488";="-0.00001000";="-0.000166";="0.0000622";="-0.0000457";="-0.00000938";="-0.000246";="0.0000920";="-0.0000677";="-0.0000139";="-0.000454";="0.000169";="-0.000124";="-0.0000256"
="";="(-0.05)";="(0.05)";="(-0.05)";="(-0.05)";="(-0.05)";="(0.05)";="(-0.05)";="(-0.05)";="(-0.07)";="(0.07)";="(-0.07)";="(-0.07)";="(-0.14)";="(0.14)";="(-0.14)";="(-0.14)"
="GGXWDN_NGDP_Var";="0.00569";="-0.00213";="0.00156";="0.000320";="0.00552";="-0.00206";="0.00152";="0.000311";="0.00591";="-0.00221";="0.00162";="0.000333";="0.00631";="-0.00235";="0.00172";="0.000356"
="";="(1.53)";="(-1.52)";="(1.50)";="(1.30)";="(1.49)";="(-1.49)";="(1.47)";="(1.27)";="(1.53)";="(-1.53)";="(1.51)";="(1.30)";="(1.52)";="(-1.53)";="(1.51)";="(1.30)"
="PCPIPCH";="-0.000356";="0.000133";="-0.0000979";="-0.0000201";="-0.000352";="0.000132";="-0.0000967";="-0.0000198";="-0.000348";="0.000130";="-0.0000954";="-0.0000196";="-0.000340";="0.000127";="-0.0000930";="-0.0000192"
="";="(-0.60)";="(0.60)";="(-0.59)";="(-0.61)";="(-0.59)";="(0.59)";="(-0.58)";="(-0.60)";="(-0.58)";="(0.58)";="(-0.58)";="(-0.59)";="(-0.58)";="(0.58)";="(-0.57)";="(-0.59)"
="DefaultLastYear=0";="0";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLastYear=1";="0.0107";="-0.00398";="0.00293";="0.000600";="";="";="";="";="";="";="";="";="";="";="";=""
