
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="netdebtDefault1";="MERat0_netdebt_Def1";="MERat1_netdebt_Def1";="MERat2_netdebt_Def1";="netdebtDefault2";="MERat0_netdebt_Def2";="MERat1_netdebt_Def2";="MERat2_netdebt_Def2";="netdebtDefault5";="MERat0_netdebt_Def5";="MERat1_netdebt_Def5";="MERat2_netdebt_Def5";="netdebtDefault10";="MERat0_netdebt_Def10";="MERat1_netdebt_Def10";="MERat2_netdebt_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00166";="0.000624";="-0.000466";="-0.000128";="-0.00170";="0.000639";="-0.000478";="-0.000131";="-0.00183";="0.000687";="-0.000513";="-0.000141";="-0.00188";="0.000707";="-0.000528";="-0.000145"
="";="(-0.19)";="(0.19)";="(-0.19)";="(-0.19)";="(-0.19)";="(0.19)";="(-0.19)";="(-0.19)";="(-0.21)";="(0.21)";="(-0.21)";="(-0.21)";="(-0.21)";="(0.21)";="(-0.21)";="(-0.21)"
="NGDP_RPCH";="-0.00128";="0.000481";="-0.000359";="-0.0000987";="-0.00116";="0.000433";="-0.000324";="-0.0000887";="-0.00166";="0.000624";="-0.000466";="-0.000128";="-0.00231";="0.000869";="-0.000649";="-0.000178"
="";="(-0.05)";="(0.05)";="(-0.05)";="(-0.05)";="(-0.04)";="(0.04)";="(-0.04)";="(-0.04)";="(-0.06)";="(0.06)";="(-0.06)";="(-0.06)";="(-0.08)";="(0.08)";="(-0.08)";="(-0.08)"
="ExtDebtPercGNI_Var";="0.00330";="-0.00124";="0.000925";="0.000254";="0.00345";="-0.00129";="0.000967";="0.000265";="0.00321";="-0.00120";="0.000900";="0.000247";="0.00319";="-0.00120";="0.000896";="0.000246"
="";="(0.93)";="(-0.94)";="(0.94)";="(0.88)";="(0.96)";="(-0.96)";="(0.97)";="(0.89)";="(0.91)";="(-0.92)";="(0.92)";="(0.86)";="(0.91)";="(-0.91)";="(0.91)";="(0.86)"
="GGXWDN_NGDP_Var";="-0.00752**";="0.00282**";="-0.00211**";="-0.000580*";="-0.00743**";="0.00279**";="-0.00208**";="-0.000570*";="-0.00738**";="0.00277**";="-0.00207**";="-0.000568*";="-0.00737**";="0.00277**";="-0.00207**";="-0.000568*"
="";="(-2.25)";="(2.24)";="(-2.19)";="(-1.78)";="(-2.26)";="(2.25)";="(-2.19)";="(-1.81)";="(-2.23)";="(2.22)";="(-2.15)";="(-1.80)";="(-2.27)";="(2.26)";="(-2.19)";="(-1.82)"
="PCPIPCH";="-0.0109";="0.00408";="-0.00305";="-0.000838";="-0.0108";="0.00406";="-0.00303";="-0.000830";="-0.0109";="0.00409";="-0.00305";="-0.000838";="-0.0104";="0.00390";="-0.00291";="-0.000801"
="";="(-1.11)";="(1.12)";="(-1.11)";="(-1.08)";="(-1.11)";="(1.12)";="(-1.11)";="(-1.08)";="(-1.11)";="(1.12)";="(-1.11)";="(-1.07)";="(-1.06)";="(1.07)";="(-1.05)";="(-1.04)"
="DefaultLastYear=0";="0";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLastYear=1";="0.121";="-0.0452";="0.0340";="0.00914";="";="";="";="";="";="";="";="";="";="";="";=""
