
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="netdebtDefault1";="MERat0_netdebt_Def1";="MERat1_netdebt_Def1";="MERat2_netdebt_Def1";="netdebtDefault2";="MERat0_netdebt_Def2";="MERat1_netdebt_Def2";="MERat2_netdebt_Def2";="netdebtDefault5";="MERat0_netdebt_Def5";="MERat1_netdebt_Def5";="MERat2_netdebt_Def5";="netdebtDefault10";="MERat0_netdebt_Def10";="MERat1_netdebt_Def10";="MERat2_netdebt_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00118";="0.000462";="-0.000301";="-0.000128";="-0.000240";="0.0000940";="-0.0000606";="-0.0000264";="-0.000733";="0.000287";="-0.000186";="-0.0000804";="-0.000389";="0.000150";="-0.0000961";="-0.0000426"
="";="(-0.11)";="(0.11)";="(-0.11)";="(-0.11)";="(-0.02)";="(0.02)";="(-0.02)";="(-0.02)";="(-0.07)";="(0.07)";="(-0.07)";="(-0.07)";="(-0.04)";="(0.04)";="(-0.04)";="(-0.04)"
="NGDP_RPCH";="-0.00970";="0.00380";="-0.00247";="-0.00105";="-0.0170";="0.00664";="-0.00429";="-0.00187";="-0.0122";="0.00477";="-0.00309";="-0.00133";="-0.00277";="0.00107";="-0.000684";="-0.000303"
="";="(-0.33)";="(0.33)";="(-0.33)";="(-0.32)";="(-0.55)";="(0.55)";="(-0.56)";="(-0.52)";="(-0.40)";="(0.41)";="(-0.41)";="(-0.39)";="(-0.10)";="(0.10)";="(-0.10)";="(-0.10)"
="ExtDebtPercGNI_Var";="-0.000314";="0.000123";="-0.0000799";="-0.0000341";="-0.000123";="0.0000482";="-0.0000311";="-0.0000136";="-0.000191";="0.0000748";="-0.0000485";="-0.0000209";="0.000493";="-0.000191";="0.000122";="0.0000540"
="";="(-0.07)";="(0.07)";="(-0.07)";="(-0.07)";="(-0.03)";="(0.03)";="(-0.03)";="(-0.03)";="(-0.05)";="(0.05)";="(-0.05)";="(-0.05)";="(0.11)";="(-0.11)";="(0.11)";="(0.11)"
="GGXWDN_NGDP_Var";="-0.00288";="0.00113";="-0.000734";="-0.000313";="-0.00271";="0.00106";="-0.000682";="-0.000297";="-0.00286";="0.00112";="-0.000727";="-0.000314";="-0.00382";="0.00148";="-0.000944";="-0.000418"
="";="(-1.06)";="(1.05)";="(-1.00)";="(-1.14)";="(-0.98)";="(0.97)";="(-0.92)";="(-1.05)";="(-1.02)";="(1.02)";="(-0.97)";="(-1.09)";="(-1.32)";="(1.33)";="(-1.25)";="(-1.47)"
="PCPIPCH";="-0.0110";="0.00429";="-0.00279";="-0.00119";="-0.0106";="0.00414";="-0.00267";="-0.00116";="-0.0108";="0.00424";="-0.00275";="-0.00119";="-0.0133*";="0.00513*";="-0.00328*";="-0.00145*"
="";="(-1.41)";="(1.43)";="(-1.42)";="(-1.30)";="(-1.33)";="(1.36)";="(-1.35)";="(-1.24)";="(-1.40)";="(1.43)";="(-1.42)";="(-1.29)";="(-1.83)";="(1.85)";="(-1.78)";="(-1.65)"
="DefaultLastYear=0";="0";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLastYear=1";="-0.104";="0.0407";="-0.0264";="-0.0114";="";="";="";="";="";="";="";="";="";="";="";=""
