
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="grossdebtDefault1";="MERat0_grossdebt_Def1";="MERat1_grossdebt_Def1";="MERat2_grossdebt_Def1";="grossdebtDefault2";="MERat0_grossdebt_Def2";="MERat1_grossdebt_Def2";="MERat2_grossdebt_Def2";="grossdebtDefault5";="MERat0_grossdebt_Def5";="MERat1_grossdebt_Def5";="MERat2_grossdebt_Def5";="grossdebtDefault10";="MERat0_grossdebt_Def10";="MERat1_grossdebt_Def10";="MERat2_grossdebt_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="0.00709";="-0.00268";="0.00224";="0.000389";="0.00738";="-0.00279";="0.00233";="0.000402";="0.00621";="-0.00232";="0.00193";="0.000346";="0.00750";="-0.00283";="0.00236";="0.000413"
="";="(0.77)";="(-0.77)";="(0.75)";="(0.73)";="(0.78)";="(-0.78)";="(0.77)";="(0.74)";="(0.70)";="(-0.70)";="(0.68)";="(0.68)";="(0.86)";="(-0.85)";="(0.83)";="(0.79)"
="NGDP_RPCH";="-0.0122";="0.00460";="-0.00385";="-0.000668";="-0.0143";="0.00540";="-0.00452";="-0.000780";="-0.00510";="0.00191";="-0.00158";="-0.000285";="-0.0122";="0.00461";="-0.00386";="-0.000674"
="";="(-0.35)";="(0.35)";="(-0.34)";="(-0.36)";="(-0.40)";="(0.40)";="(-0.39)";="(-0.42)";="(-0.14)";="(0.14)";="(-0.14)";="(-0.14)";="(-0.33)";="(0.33)";="(-0.33)";="(-0.34)"
="ExtDebtPercGNI_Var";="0.00551";="-0.00208";="0.00174";="0.000302";="0.00552";="-0.00208";="0.00175";="0.000301";="0.00531";="-0.00198";="0.00165";="0.000296";="0.00561";="-0.00211";="0.00177";="0.000308"
="";="(1.22)";="(-1.22)";="(1.20)";="(1.00)";="(1.20)";="(-1.20)";="(1.18)";="(0.99)";="(1.18)";="(-1.19)";="(1.16)";="(0.99)";="(1.21)";="(-1.22)";="(1.19)";="(1.01)"
="GGXWDG_NGDP_Var";="0.00366";="-0.00138";="0.00116";="0.000200";="0.00359";="-0.00136";="0.00114";="0.000196";="0.00406";="-0.00151";="0.00126";="0.000226";="0.00383";="-0.00144";="0.00121";="0.000211"
="";="(0.85)";="(-0.85)";="(0.83)";="(0.82)";="(0.83)";="(-0.84)";="(0.82)";="(0.81)";="(0.93)";="(-0.93)";="(0.91)";="(0.89)";="(0.87)";="(-0.88)";="(0.86)";="(0.85)"
