
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="netdebtDefault1";="MERat0_netdebt_Def1";="MERat1_netdebt_Def1";="MERat2_netdebt_Def1";="netdebtDefault2";="MERat0_netdebt_Def2";="MERat1_netdebt_Def2";="MERat2_netdebt_Def2";="netdebtDefault5";="MERat0_netdebt_Def5";="MERat1_netdebt_Def5";="MERat2_netdebt_Def5";="netdebtDefault10";="MERat0_netdebt_Def10";="MERat1_netdebt_Def10";="MERat2_netdebt_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00610";="0.00222";="-0.00173";="-0.000383";="-0.00609";="0.00221";="-0.00173";="-0.000381";="-0.00559";="0.00204";="-0.00160";="-0.000349";="-0.00571";="0.00207";="-0.00161";="-0.000354"
="";="(-0.94)";="(0.93)";="(-0.94)";="(-0.87)";="(-0.93)";="(0.93)";="(-0.93)";="(-0.87)";="(-0.88)";="(0.87)";="(-0.88)";="(-0.82)";="(-0.89)";="(0.89)";="(-0.89)";="(-0.84)"
="NGDP_RPCH";="-0.0417*";="0.0151*";="-0.0118*";="-0.00261*";="-0.0409*";="0.0148*";="-0.0116*";="-0.00256*";="-0.0441**";="0.0161**";="-0.0126**";="-0.00276*";="-0.0410*";="0.0148*";="-0.0116*";="-0.00254*"
="";="(-1.92)";="(1.96)";="(-1.92)";="(-1.74)";="(-1.88)";="(1.92)";="(-1.89)";="(-1.73)";="(-2.04)";="(2.09)";="(-2.05)";="(-1.84)";="(-1.87)";="(1.90)";="(-1.87)";="(-1.71)"
="ExtDebtPercGNI_Var";="-0.00456**";="0.00166**";="-0.00129**";="-0.000286";="-0.00465**";="0.00169**";="-0.00132**";="-0.000291";="-0.00444**";="0.00162**";="-0.00127**";="-0.000278";="-0.00425**";="0.00154**";="-0.00120**";="-0.000264"
="";="(-2.03)";="(2.03)";="(-2.10)";="(-1.53)";="(-2.09)";="(2.09)";="(-2.16)";="(-1.56)";="(-2.02)";="(2.02)";="(-2.09)";="(-1.52)";="(-1.98)";="(1.97)";="(-2.03)";="(-1.51)"
="GGXWDN_NGDP_Var";="0.00678*";="-0.00246*";="0.00192*";="0.000425*";="0.00659*";="-0.00239*";="0.00187*";="0.000412*";="0.00714*";="-0.00261*";="0.00204*";="0.000446*";="0.00627*";="-0.00227*";="0.00177";="0.000389*"
="";="(1.93)";="(-1.90)";="(1.77)";="(1.85)";="(1.86)";="(-1.83)";="(1.72)";="(1.79)";="(1.91)";="(-1.89)";="(1.77)";="(1.83)";="(1.77)";="(-1.74)";="(1.64)";="(1.70)"
="PCPIPCH";="-0.000257";="0.0000933";="-0.0000728";="-0.0000161";="-0.000277";="0.000100";="-0.0000784";="-0.0000173";="-0.000272";="0.0000993";="-0.0000779";="-0.0000170";="-0.000351";="0.000127";="-0.0000992";="-0.0000218"
="";="(-0.53)";="(0.53)";="(-0.53)";="(-0.53)";="(-0.57)";="(0.57)";="(-0.57)";="(-0.57)";="(-0.57)";="(0.58)";="(-0.57)";="(-0.57)";="(-0.68)";="(0.68)";="(-0.67)";="(-0.67)"
="DefaultLastYear=0";="0";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";="";="";="";="";=""
