
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="DefaultLastYear=1";="-0.209";="0.0766";="-0.0597";="-0.0134";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(-1.15)";="(1.15)";="(-1.16)";="(-1.02)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="";="";="0";="0";="0";="0";="";="";="";="";="";="";="";=""
="";="";="";="";="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";=""
="DefaultLast2Years=1";="";="";="";="";="-0.228";="0.0843";="-0.0653";="-0.0150";="";="";="";="";="";="";="";=""
="";="";="";="";="";="(-1.17)";="(1.17)";="(-1.19)";="(-1.04)";="";="";="";="";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="";="";="";="";="0";="0";="0";="0";="";="";="";=""
="";="";="";="";="";="";="";="";="";="(.)";="(.)";="(.)";="(.)";="";="";="";=""
="DefaultLast5Years=1";="";="";="";="";="";="";="";="";="-0.0301";="0.0110";="-0.00862";="-0.00191";="";="";="";=""
="";="";="";="";="";="";="";="";="";="(-0.14)";="(0.14)";="(-0.14)";="(-0.14)";="";="";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="";="";="";="";="";="";="0";="0";="0";="0"
="";="";="";="";="";="";="";="";="";="";="";="";="";="(.)";="(.)";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="";="";="";="";="";="";="-0.389";="0.147";="-0.108";="-0.0301"
="";="";="";="";="";="";="";="";="";="";="";="";="";="(-1.34)";="(1.32)";="(-1.43)";="(-1.05)"

="cut1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="0.00780";="";="";="";="-0.0173";="";="";="";="0.101";="";="";="";="-0.207";="";="";=""
="";="(0.04)";="";="";="";="(-0.09)";="";="";="";="(0.47)";="";="";="";="(-0.78)";="";="";=""

="cut2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="1.529***";="";="";="";="1.506***";="";="";="";="1.620***";="";="";="";="1.312***";="";="";=""
="";="(6.30)";="";="";="";="(6.05)";="";="";="";="(5.65)";="";="";="";="(4.00)";="";="";=""

="cut3";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="2.303***";="";="";="";="2.280***";="";="";="";="2.397***";="";="";="";="2.082***";="";="";=""
="";="(7.23)";="";="";="";="(6.98)";="";="";="";="(6.68)";="";="";="";="(5.21)";="";="";=""

="cut4";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="2.647***";="";="";="";="2.624***";="";="";="";="2.742***";="";="";="";="2.422***";="";="";=""
="";="(8.54)";="";="";="";="(8.27)";="";="";="";="(7.80)";="";="";="";="(6.05)";="";="";=""

="cut5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="2.782***";="";="";="";="2.758***";="";="";="";="2.876***";="";="";="";="2.554***";="";="";=""
="";="(9.20)";="";="";="";="(8.74)";="";="";="";="(7.99)";="";="";="";="(6.12)";="";="";=""

="cut6";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="3.433***";="";="";="";="3.403***";="";="";="";="3.518***";="";="";="";="3.191***";="";="";=""
="";="(9.24)";="";="";="";="(8.72)";="";="";="";="(7.89)";="";="";="";="(6.29)";="";="";=""

="cut7";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="3.670***";="";="";="";="3.633***";="";="";="";="3.746***";="";="";="";="3.419***";="";="";=""
="";="(7.26)";="";="";="";="(7.02)";="";="";="";="(6.56)";="";="";="";="(5.42)";="";="";=""

="cut8";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="3.978***";="";="";="";="3.936***";="";="";="";="4.046***";="";="";="";="3.722***";="";="";=""
="";="(5.07)";="";="";="";="(5.01)";="";="";="";="(4.86)";="";="";="";="(4.19)";="";="";=""

="sigma2_u";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="0.810**";="";="";="";="0.813**";="";="";="";="0.804**";="";="";="";="0.757*";="";="";=""
="";="(2.02)";="";="";="";="(2.02)";="";="";="";="(2.01)";="";="";="";="(1.89)";="";="";=""

="Observations";="435";="435";="435";="435";="435";="435";="435";="435";="435";="435";="435";="435";="435";="435";="435";="435"
="Pseudo R-squared";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
