
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="budgetbalDefault1";="MERat0_budgetbal_Def1";="MERat1_budgetbal_Def1";="MERat2_budgetbal_Def1";="budgetbalDefault2";="MERat0_budgetbal_Def2";="MERat1_budgetbal_Def2";="MERat2_budgetbal_Def2";="budgetbalDefault5";="MERat0_budgetbal_Def5";="MERat1_budgetbal_Def5";="MERat2_budgetbal_Def5";="budgetbalDefault10";="MERat0_budgetbal_Def10";="MERat1_budgetbal_Def10";="MERat2_budgetbal_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.0159**";="0.00592**";="-0.00434**";="-0.000900*";="-0.0159**";="0.00593**";="-0.00434**";="-0.000903*";="-0.0159**";="0.00591**";="-0.00433**";="-0.000898*";="-0.0160**";="0.00593**";="-0.00434**";="-0.000906*"
="";="(-2.09)";="(2.15)";="(-2.08)";="(-1.92)";="(-2.09)";="(2.16)";="(-2.09)";="(-1.94)";="(-2.07)";="(2.13)";="(-2.05)";="(-1.92)";="(-2.09)";="(2.15)";="(-2.07)";="(-1.92)"
="NGDP_RPCH";="0.00815";="-0.00303";="0.00223";="0.000461";="0.00934";="-0.00348";="0.00255";="0.000529";="0.00677";="-0.00252";="0.00185";="0.000383";="0.00487";="-0.00181";="0.00132";="0.000276"
="";="(0.38)";="(-0.38)";="(0.38)";="(0.38)";="(0.42)";="(-0.43)";="(0.43)";="(0.42)";="(0.30)";="(-0.30)";="(0.30)";="(0.30)";="(0.22)";="(-0.22)";="(0.22)";="(0.22)"
="ExtDebtPercGNI_Var";="0.0000743";="-0.0000277";="0.0000203";="0.00000421";="0.0000833";="-0.0000310";="0.0000227";="0.00000472";="0.0000102";="-0.00000378";="0.00000277";="0.000000575";="-0.000169";="0.0000627";="-0.0000459";="-0.00000957"
="";="(0.02)";="(-0.02)";="(0.02)";="(0.02)";="(0.03)";="(-0.03)";="(0.03)";="(0.03)";="(0.00)";="(-0.00)";="(0.00)";="(0.00)";="(-0.05)";="(0.05)";="(-0.05)";="(-0.05)"
="BudgetBal_NGDP_Var";="0.000253";="-0.0000941";="0.0000690";="0.0000143";="0.000257*";="-0.0000956*";="0.0000700*";="0.0000146";="0.000255*";="-0.0000948";="0.0000695*";="0.0000144";="0.000255*";="-0.0000947";="0.0000693*";="0.0000144"
="";="(1.63)";="(-1.62)";="(1.64)";="(1.32)";="(1.66)";="(-1.65)";="(1.67)";="(1.35)";="(1.66)";="(-1.64)";="(1.67)";="(1.33)";="(1.65)";="(-1.64)";="(1.66)";="(1.33)"
="PCPIPCH";="-0.000373";="0.000139";="-0.000102";="-0.0000211";="-0.000370";="0.000137";="-0.000101";="-0.0000209";="-0.000365";="0.000136";="-0.0000997";="-0.0000207";="-0.000358";="0.000133";="-0.0000973";="-0.0000203"
="";="(-0.61)";="(0.61)";="(-0.60)";="(-0.62)";="(-0.60)";="(0.60)";="(-0.59)";="(-0.61)";="(-0.60)";="(0.60)";="(-0.59)";="(-0.61)";="(-0.59)";="(0.59)";="(-0.59)";="(-0.61)"
="DefaultLastYear=0";="0";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLastYear=1";="0.0000183";="-0.00000680";="0.00000499";="0.00000103";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(0.00)";="(-0.00)";="(0.00)";="(0.00)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="";="";="0";="0";="0";="0";="";="";="";="";="";="";="";=""
="";="";="";="";="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";=""
="DefaultLast2Years=1";="";="";="";="";="-0.0840";="0.0314";="-0.0229";="-0.00482";="";="";="";="";="";="";="";=""
="";="";="";="";="";="(-0.53)";="(0.54)";="(-0.53)";="(-0.55)";="";="";="";="";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="";="";="";="";="0";="0";="0";="0";="";="";="";=""
="";="";="";="";="";="";="";="";="";="(.)";="(.)";="(.)";="(.)";="";="";="";=""
="DefaultLast5Years=1";="";="";="";="";="";="";="";="";="0.0893";="-0.0330";="0.0244";="0.00489";="";="";="";=""
="";="";="";="";="";="";="";="";="";="(0.35)";="(-0.35)";="(0.35)";="(0.35)";="";="";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="";="";="";="";="";="";="0";="0";="0";="0"
="";="";="";="";="";="";="";="";="";="";="";="";="";="(.)";="(.)";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="";="";="";="";="";="";="0.270";="-0.0967";="0.0739";="0.0134"
="";="";="";="";="";="";="";="";="";="";="";="";="";="(0.85)";="(-0.88)";="(0.85)";="(0.91)"

="cut1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="0.251";="";="";="";="0.200";="";="";="";="0.317";="";="";="";="0.474";="";="";=""
="";="(1.30)";="";="";="";="(1.05)";="";="";="";="(1.22)";="";="";="";="(1.46)";="";="";=""

="cut2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="1.633***";="";="";="";="1.583***";="";="";="";="1.698***";="";="";="";="1.857***";="";="";=""
="";="(7.33)";="";="";="";="(7.51)";="";="";="";="(7.03)";="";="";="";="(5.32)";="";="";=""

="cut3";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="2.093***";="";="";="";="2.042***";="";="";="";="2.158***";="";="";="";="2.317***";="";="";=""
="";="(7.54)";="";="";="";="(7.78)";="";="";="";="(8.04)";="";="";="";="(6.02)";="";="";=""

="cut4";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="2.517***";="";="";="";="2.466***";="";="";="";="2.584***";="";="";="";="2.741***";="";="";=""
="";="(8.09)";="";="";="";="(8.50)";="";="";="";="(9.46)";="";="";="";="(6.76)";="";="";=""

="cut5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
