
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="Const";="2.670***";="";="";="";="2.618***";="";="";="";="2.737***";="";="";="";="2.893***";="";="";=""
="";="(7.58)";="";="";="";="(7.93)";="";="";="";="(8.90)";="";="";="";="(6.61)";="";="";=""

="cut6";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="3.042***";="";="";="";="2.990***";="";="";="";="3.112***";="";="";="";="3.266***";="";="";=""
="";="(5.92)";="";="";="";="(6.17)";="";="";="";="(7.22)";="";="";="";="(5.72)";="";="";=""

="cut7";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="3.159***";="";="";="";="3.106***";="";="";="";="3.230***";="";="";="";="3.383***";="";="";=""
="";="(5.47)";="";="";="";="(5.70)";="";="";="";="(6.76)";="";="";="";="(5.47)";="";="";=""

="sigma2_u";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="0.705***";="";="";="";="0.707***";="";="";="";="0.706***";="";="";="";="0.701***";="";="";=""
="";="(2.98)";="";="";="";="(2.94)";="";="";="";="(3.03)";="";="";="";="(3.02)";="";="";=""

="Observations";="370";="370";="370";="370";="370";="370";="370";="370";="370";="370";="370";="370";="370";="370";="370";="370"
="Pseudo R-squared";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
