="";="fooup_sfbudgetbal";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="";="main:ngdpdpc_var";="main:ngdp_rpch";="main:extdebtpercgni_var";="main:budgetbal_ngdp_var";="main:pcpipch";="main:0.defaultlastyear";="main:1.defaultlastyear";="main:0.defaultlast2years";="main:1.defaultlast2years";="main:0.defaultlast5years";="main:1.defaultlast5years";="main:0.defaultlast10years";="main:1.defaultlast10years";="cut1:_cons";="cut2:_cons";="cut3:_cons";="cut4:_cons";="sigma2_u:_cons"
="budgetbal_OP_1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0012577";="-.0025334";=".0018459";="-.0000675";="-.0006226";="0";="-.2902159";="";="";="";="";="";="";=".6092206";="2.362236";="2.924225";="3.955612";="1.526993"
="t";="-.1572654";="-.2716849";=".463009";="-2.497592";="-1.445804";=".";="-.9070731";="";="";="";="";="";="";="2.051863";="6.671769";="6.604817";="3.898281";="2.039909"
="p";=".8750357";=".7858643";=".6433579";=".012504";=".1482321";=".";=".3643681";="";="";="";="";="";="";=".040183";="2.53e-11";="3.98e-11";=".0000969";=".0413594"
="budgetbal_ME0_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0003575";=".0007202";="-.0005247";=".0000192";=".000177";="0";=".0853457";="";="";="";="";="";="";="";="";="";="";=""
="t";=".1576173";=".2699912";="-.4573866";="2.276743";="1.399443";=".";=".8824311";="";="";="";="";="";="";="";="";="";="";=""
="p";=".8747583";=".787167";=".6473932";=".0228016";=".1616802";=".";=".3775437";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_ME1_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0003371";="-.000679";=".0004948";="-.0000181";="-.0001669";="0";="-.0803957";="";="";="";="";="";="";="";="";="";="";=""
="t";="-.1576528";="-.2700128";=".4555978";="-2.266909";="-1.398982";=".";="-.8760058";="";="";="";="";="";="";="";="";="";="";=""
="p";=".8747304";=".7871504";=".6486792";=".0233958";=".1618185";=".";=".3810269";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_ME2_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.000016";="-.0000323";=".0000235";="-8.60e-07";="-7.93e-06";="0";="-.003896";="";="";="";="";="";="";="";="";="";="";=""
="t";="-.1537696";="-.2694675";=".457642";="-1.228946";="-.9949896";=".";="-.7500251";="";="";="";="";="";="";="";="";="";="";=""
="p";=".8777914";=".7875699";=".6472096";=".219092";=".3197413";=".";=".4532396";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_OP_2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0012884";="-.0024611";=".0014675";="-.0000661";="-.0006336";="";="";="0";="-.4300384";="";="";="";="";=".4956375";="2.252692";="2.815815";="3.841429";="1.483548"
="t";="-.1637085";="-.2656733";=".3714835";="-2.395826";="-1.475381";="";="";=".";="-1.317324";="";="";="";="";="1.608592";="6.468485";="6.782013";="3.954492";="2.081043"
="p";=".8699607";=".7904908";=".7102775";=".0165829";=".1401101";="";="";=".";=".1877299";="";="";="";="";=".1077057";="9.90e-11";="1.19e-11";=".0000767";=".03743"
="budgetbal_ME0_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0003636";=".0006945";="-.0004141";=".0000186";=".0001788";="";="";="0";=".1304304";="";="";="";="";="";="";="";="";=""
="t";=".164241";=".2637158";="-.3678894";="2.200559";="1.42828";="";="";=".";="1.251129";="";="";="";="";="";="";="";="";=""
="p";=".8695414";=".7919989";=".7129557";=".0277673";=".1532113";="";="";=".";=".2108874";="";="";="";="";="";="";="";="";=""
="budgetbal_ME1_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0003417";="-.0006527";=".0003892";="-.0000175";="-.000168";="";="";="0";="-.122191";="";="";="";="";="";="";="";="";=""
="t";="-.1643214";="-.2635822";=".3667282";="-2.18939";="-1.427207";="";="";=".";="-1.23902";="";="";="";="";="";="";="";="";=""
="p";=".8694781";=".7921019";=".7138218";=".0285685";=".1535204";="";="";=".";=".215338";="";="";="";="";="";="";="";="";=""
="budgetbal_ME2_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.000017";="-.0000325";=".0000194";="-8.73e-07";="-8.37e-06";="";="";="0";="-.0064343";="";="";="";="";="";="";="";="";=""
="t";="-.1594785";="-.2658779";=".3725762";="-1.254794";="-1.021844";="";="";=".";="-.9110528";="";="";="";="";="";="";="";="";=""
="p";=".8732919";=".7903332";=".7094639";=".2095537";=".3068546";="";="";=".";=".3622675";="";="";="";="";="";="";="";="";=""
="budgetbal_OP_5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0008371";="-.0026677";=".0012198";="-.0000872";="-.0006295";="";="";="";="";="0";="-.5369667";="";="";=".3707931";="2.130708";="2.69675";="3.725039";="1.401881"
="t";="-.1090378";="-.2938982";=".3066951";="-2.613775";="-1.469061";="";="";="";="";=".";="-1.485834";="";="";="1.029533";="5.132597";="5.558862";="3.663246";="2.10822"
="p";=".9131725";=".7688357";=".7590755";=".0089548";=".1418163";="";="";="";="";=".";=".137323";="";="";=".3032292";="2.86e-07";="2.72e-08";=".000249";=".0350119"
="budgetbal_ME0_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".000235";=".0007489";="-.0003424";=".0000245";=".0001767";="";="";="";="";="0";=".1708266";="";="";="";="";="";="";=""
="t";=".1092408";=".2918609";="-.3046264";="2.474389";="1.416732";="";="";="";="";=".";="1.346845";="";="";="";="";="";="";=""
="p";=".9130115";=".770393";=".7606507";=".0133464";=".1565614";="";="";="";="";=".";=".1780303";="";="";="";="";="";="";=""
="budgetbal_ME1_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0002206";="-.0007031";=".0003215";="-.000023";="-.0001659";="";="";="";="";="0";="-.1582595";="";="";="";="";="";="";=""
="t";="-.109267";="-.2915985";=".3037153";="-2.47804";="-1.413366";="";="";="";="";=".";="-1.370594";="";="";="";="";="";="";=""
="p";=".9129907";=".7705936";=".7613448";=".0132106";=".1575481";="";="";="";="";=".";=".1705014";="";="";="";="";="";="";=""
="budgetbal_ME2_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0000111";="-.0000355";=".0000162";="-1.16e-06";="-8.38e-06";="";="";="";="";="0";="-.0096515";="";="";="";="";="";="";=""
="t";="-.107396";="-.2944183";=".3098821";="-1.211887";="-1.019854";="";="";="";="";=".";="-.8411157";="";="";="";="";="";="";=""
="p";=".9144748";=".7684383";=".7566506";=".2255557";=".3077978";="";="";="";="";=".";=".4002831";="";="";="";="";="";="";=""
="budgetbal_OP_10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0004439";="-.0045699";=".0015686";="-.000075";="-.0006171";="";="";="";="";="";="";="0";="-.7969978";=".0521408";="1.810092";="2.385626";="3.416981";="1.176332"
="t";=".0619247";="-.528651";=".3889915";="-2.845526";="-1.335378";="";="";="";="";="";="";=".";="-1.479562";=".0966266";="2.884175";="3.505803";="3.075856";="2.037907"
="p";=".9506228";=".5970476";=".6972824";=".0044338";=".1817525";="";="";="";="";="";="";=".";=".1389901";=".9230229";=".0039244";=".0004552";=".002099";=".0415593"
="budgetbal_ME0_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0001256";=".0012932";="-.0004439";=".0000212";=".0001746";="";="";="";="";="";="";="0";=".2779012";="";="";="";="";=""
="t";="-.061872";=".5228701";="-.3850015";="2.537722";="1.29669";="";="";="";="";="";="";=".";="1.319956";="";="";="";="";=""
="p";=".9506647";=".6010646";=".7002363";=".0111577";=".194738";="";="";="";="";="";="";=".";=".1868498";="";="";="";="";=""
="budgetbal_ME1_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0001174";="-.0012091";=".000415";="-.0000198";="-.0001633";="";="";="";="";="";="";="0";="-.2480236";="";="";="";="";=""
="t";=".0618721";="-.522063";=".3827662";="-2.490533";="-1.292427";="";="";="";="";="";="";=".";="-1.458454";="";="";="";="";=""
="p";=".9506647";=".6016264";=".7018931";=".0127552";=".1962094";="";="";="";="";="";="";=".";=".1447155";="";="";="";="";=""
="budgetbal_ME2_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="6.29e-06";="-.0000647";=".0000222";="-1.06e-06";="-8.74e-06";="";="";="";="";="";="";="0";="-.0221971";="";="";="";="";=""
="t";=".0621756";="-.5095336";=".3970872";="-1.287616";="-.9688566";="";="";="";="";="";="";=".";="-.6840772";="";="";="";="";=""
="p";=".950423";=".6103782";=".6913032";=".1978796";=".3326167";="";="";="";="";="";="";=".";=".4939264";="";="";="";="";=""
=""
