="";="foodw_mfstructbal";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="";="main:ngdpdpc_var";="main:ngdp_rpch";="main:extdebtpercgni_var";="main:ggsb_npgdp";="main:pcpipch";="main:0.defaultlastyear";="main:1.defaultlastyear";="main:0.defaultlast2years";="main:1.defaultlast2years";="main:0.defaultlast5years";="main:1.defaultlast5years";="main:0.defaultlast10years";="main:1.defaultlast10years";="cut1:_cons";="cut2:_cons";="cut3:_cons";="cut4:_cons";="sigma2_u:_cons"
="structbal_OP_1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0024956";="-.0056205";=".0030642";=".0150961";="-.0125193";="0";="-.4043969";="";="";="";="";="";="";="-.5095519";=".9957407";="1.928375";="2.527107";=".4625274"
="t";=".213558";="-.1737878";=".5732646";=".4424034";="-1.584769";=".";="-1.472048";="";="";="";="";="";="";="-2.235658";="4.016152";="8.275697";="5.903429";="1.889453"
="p";=".8308917";=".8620323";=".5664655";=".6581973";=".1130189";=".";=".141008";="";="";="";="";="";="";=".0253742";=".0000592";="2.22e-16";="3.56e-09";=".0588312"
="structbal_ME0_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0009545";=".0021496";="-.0011719";="-.0057736";=".0047881";="0";=".1549171";="";="";="";="";="";="";="";="";="";="";=""
="t";="-.2138924";=".1739353";="-.5767535";="-.4418186";="1.616664";=".";="1.484751";="";="";="";="";="";="";="";="";="";="";=""
="p";=".830631";=".8619163";=".564106";=".6586205";=".1059508";=".";=".1376097";="";="";="";="";="";="";="";="";="";="";=""
="structbal_ME1_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0005718";="-.0012877";=".0007021";=".0034587";="-.0028683";="0";="-.0905934";="";="";="";="";="";="";="";="";="";="";=""
="t";=".2161199";="-.1757575";=".5701361";=".4400332";="-1.53081";=".";="-1.416665";="";="";="";="";="";="";="";="";="";="";=""
="p";=".8288943";=".8604845";=".5685854";=".6599131";=".1258165";=".";=".1565809";="";="";="";="";="";="";="";="";="";="";=""
="structbal_ME2_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0003086";="-.0006951";=".000379";=".0018669";="-.0015483";="0";="-.0519028";="";="";="";="";="";="";="";="";="";="";=""
="t";=".2089756";="-.1701708";=".5729899";=".43937";="-1.468642";=".";="-1.424373";="";="";="";="";="";="";="";="";="";="";=""
="p";=".8344673";=".8648758";=".5666515";=".6603934";=".14193";=".";=".1543385";="";="";="";="";="";="";="";="";="";="";=""
="structbal_OP_2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0035519";="-.0101756";=".0034492";=".0100906";="-.0117604";="";="";="0";="-.1227196";="";="";="";="";="-.348322";="1.130505";="2.059051";="2.657481";=".4389061"
="t";=".3112267";="-.3003365";=".6591318";=".2941835";="-1.463562";="";="";=".";="-.4117013";="";="";="";="";="-1.364129";="4.084171";="7.706992";="5.811038";="1.777396"
