
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="netdebtDefault1";="MERat0_netdebt_Def1";="MERat1_netdebt_Def1";="MERat2_netdebt_Def1";="netdebtDefault2";="MERat0_netdebt_Def2";="MERat1_netdebt_Def2";="MERat2_netdebt_Def2";="netdebtDefault5";="MERat0_netdebt_Def5";="MERat1_netdebt_Def5";="MERat2_netdebt_Def5";="netdebtDefault10";="MERat0_netdebt_Def10";="MERat1_netdebt_Def10";="MERat2_netdebt_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00297";="0.000393";="-0.000327";="-0.0000594";="-0.00298";="0.000395";="-0.000328";="-0.0000596";="-0.00307";="0.000408";="-0.000339";="-0.0000617";="-0.00308";="0.000417";="-0.000346";="-0.0000639"
="";="(-0.39)";="(0.39)";="(-0.39)";="(-0.38)";="(-0.39)";="(0.38)";="(-0.38)";="(-0.38)";="(-0.41)";="(0.40)";="(-0.40)";="(-0.39)";="(-0.43)";="(0.42)";="(-0.42)";="(-0.41)"
="NGDP_RPCH";="0.0115";="-0.00153";="0.00127";="0.000231";="0.0115";="-0.00153";="0.00127";="0.000231";="0.0126";="-0.00168";="0.00139";="0.000254";="0.0182";="-0.00247";="0.00205";="0.000378"
="";="(0.31)";="(-0.31)";="(0.31)";="(0.30)";="(0.31)";="(-0.31)";="(0.31)";="(0.30)";="(0.33)";="(-0.33)";="(0.33)";="(0.32)";="(0.47)";="(-0.47)";="(0.47)";="(0.43)"
="ExtDebtPercGNI_Var";="-0.00840";="0.00111";="-0.000925";="-0.000168";="-0.00850";="0.00113";="-0.000937";="-0.000170";="-0.00843";="0.00112";="-0.000931";="-0.000169";="-0.00822";="0.00111";="-0.000922";="-0.000170"
="";="(-1.20)";="(1.11)";="(-1.15)";="(-0.90)";="(-1.27)";="(1.16)";="(-1.20)";="(-0.93)";="(-1.24)";="(1.14)";="(-1.18)";="(-0.93)";="(-1.21)";="(1.12)";="(-1.16)";="(-0.91)"
="GGXWDN_NGDP_Var";="0.0000129";="-0.00000171";="0.00000142";="0.000000259";="0.0000129";="-0.00000172";="0.00000143";="0.000000259";="0.0000128";="-0.00000170";="0.00000142";="0.000000258";="0.0000129";="-0.00000175";="0.00000145";="0.000000268"
="";="(1.64)";="(-1.42)";="(1.47)";="(1.11)";="(1.64)";="(-1.42)";="(1.47)";="(1.11)";="(1.59)";="(-1.40)";="(1.45)";="(1.12)";="(1.60)";="(-1.39)";="(1.46)";="(1.10)"
="PCPIPCH";="0.00468";="-0.000620";="0.000515";="0.0000936";="0.00497";="-0.000659";="0.000548";="0.0000995";="0.00599";="-0.000796";="0.000661";="0.000120";="0.0113";="-0.00153";="0.00127";="0.000234"
="";="(0.10)";="(-0.10)";="(0.10)";="(0.10)";="(0.10)";="(-0.10)";="(0.10)";="(0.10)";="(0.12)";="(-0.12)";="(0.12)";="(0.13)";="(0.24)";="(-0.24)";="(0.24)";="(0.24)"
="DefaultLastYear=0";="0";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLastYear=1";="0.0656";="-0.00906";="0.00749";="0.00140";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(0.17)";="(-0.17)";="(0.17)";="(0.17)";="";="";="";="";="";="";="";="";="";="";="";=""
