
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)"
="",="(9.86)",="",="",="",="(9.83)",="",="",="",="(9.74)",="",="",="",="(9.72)",="",="",=""

="sigma2_u",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="Const",="1.770***",="",="",="",="1.768***",="",="",="",="1.797***",="",="",="",="1.776***",="",="",=""
="",="(3.39)",="",="",="",="(3.41)",="",="",="",="(3.42)",="",="",="",="(3.38)",="",="",=""

="Observations",="665",="665",="665",="665",="665",="665",="665",="665",="665",="665",="665",="665",="665",="665",="665",="665"
="Pseudo R-squared",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="t statistics in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
