
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="grossdebtDefault1";="MERat0_grossdebt_Def1";="MERat1_grossdebt_Def1";="MERat2_grossdebt_Def1";="grossdebtDefault2";="MERat0_grossdebt_Def2";="MERat1_grossdebt_Def2";="MERat2_grossdebt_Def2";="grossdebtDefault5";="MERat0_grossdebt_Def5";="MERat1_grossdebt_Def5";="MERat2_grossdebt_Def5";="grossdebtDefault10";="MERat0_grossdebt_Def10";="MERat1_grossdebt_Def10";="MERat2_grossdebt_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.0149*";="0.00162";="-0.00157";="-0.0000505";="-0.0150*";="0.00164";="-0.00159";="-0.0000480";="-0.0154*";="0.00165";="-0.00160";="-0.0000479";="-0.0143";="0.00170";="-0.00164";="-0.0000555"
="";="(-1.69)";="(1.48)";="(-1.50)";="(-0.88)";="(-1.70)";="(1.49)";="(-1.51)";="(-0.88)";="(-1.72)";="(1.50)";="(-1.53)";="(-0.88)";="(-1.61)";="(1.46)";="(-1.48)";="(-0.89)"
="NGDP_RPCH";="0.0294";="-0.00320";="0.00310";="0.0000995";="0.0298";="-0.00326";="0.00316";="0.0000953";="0.0282";="-0.00304";="0.00295";="0.0000880";="0.0302";="-0.00360";="0.00348";="0.000117"
="";="(0.72)";="(-0.70)";="(0.70)";="(0.57)";="(0.73)";="(-0.71)";="(0.71)";="(0.57)";="(0.68)";="(-0.66)";="(0.67)";="(0.55)";="(0.74)";="(-0.72)";="(0.72)";="(0.58)"
="ExtDebtPercGNI_Var";="0.0000668";="-0.00000726";="0.00000703";="0.000000226";="0.000100";="-0.0000110";="0.0000106";="0.000000321";="0.000259";="-0.0000279";="0.0000271";="0.000000808";="0.000133";="-0.0000158";="0.0000153";="0.000000515"
="";="(0.02)";="(-0.02)";="(0.02)";="(0.02)";="(0.03)";="(-0.03)";="(0.03)";="(0.03)";="(0.07)";="(-0.07)";="(0.07)";="(0.07)";="(0.04)";="(-0.04)";="(0.04)";="(0.04)"
="GGXWDG_NGDP_Var";="0.00648";="-0.000705";="0.000683";="0.0000219";="0.00646";="-0.000707";="0.000686";="0.0000207";="0.00648";="-0.000697";="0.000677";="0.0000202";="0.00617";="-0.000735";="0.000711";="0.0000240"
="";="(1.53)";="(-1.35)";="(1.36)";="(0.91)";="(1.53)";="(-1.35)";="(1.36)";="(0.90)";="(1.54)";="(-1.35)";="(1.36)";="(0.90)";="(1.43)";="(-1.32)";="(1.33)";="(0.91)"
