
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)"
="",="structbalDefault1",="MERat0_structbal_Def1",="MERat1_structbal_Def1",="MERat2_structbal_Def1",="structbalDefault2",="MERat0_structbal_Def2",="MERat1_structbal_Def2",="MERat2_structbal_Def2",="structbalDefault5",="MERat0_structbal_Def5",="MERat1_structbal_Def5",="MERat2_structbal_Def5",="structbalDefault10",="MERat0_structbal_Def10",="MERat1_structbal_Def10",="MERat2_structbal_Def10"

="main",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="NGDPDPC_Var",="-0.0105",="0.00145",="-0.00140",="-0.0000530",="-0.0102",="0.00141",="-0.00135",="-0.0000515",="-0.0106",="0.00148",="-0.00143",="-0.0000515",="-0.0109",="0.00154",="-0.00148",="-0.0000533"
="",="(-1.30)",="(1.22)",="(-1.23)",="(-0.73)",="(-1.29)",="(1.22)",="(-1.24)",="(-0.72)",="(-1.37)",="(1.28)",="(-1.29)",="(-0.75)",="(-1.36)",="(1.27)",="(-1.28)",="(-0.75)"
="NGDP_RPCH",="-0.00839",="0.00116",="-0.00112",="-0.0000423",="-0.0108",="0.00148",="-0.00143",="-0.0000542",="-0.00825",="0.00115",="-0.00111",="-0.0000400",="-0.00595",="0.000837",="-0.000808",="-0.0000290"
="",="(-0.25)",="(0.25)",="(-0.25)",="(-0.27)",="(-0.33)",="(0.33)",="(-0.33)",="(-0.37)",="(-0.25)",="(0.25)",="(-0.25)",="(-0.28)",="(-0.18)",="(0.18)",="(-0.18)",="(-0.19)"
="ExtDebtPercGNI_Var",="-0.00584",="0.000806",="-0.000777",="-0.0000294",="-0.00632",="0.000870",="-0.000838",="-0.0000319",="-0.00590",="0.000825",="-0.000796",="-0.0000286",="-0.00575",="0.000809",="-0.000780",="-0.0000281"
="",="(-0.94)",="(0.90)",="(-0.91)",="(-0.67)",="(-1.01)",="(0.97)",="(-0.97)",="(-0.68)",="(-0.93)",="(0.90)",="(-0.90)",="(-0.66)",="(-0.91)",="(0.88)",="(-0.89)",="(-0.66)"
="GGSB_NPGDP",="-0.0463",="0.00640",="-0.00616",="-0.000233",="-0.0500",="0.00688",="-0.00663",="-0.000252",="-0.0460",="0.00643",="-0.00621",="-0.000223",="-0.0445",="0.00625",="-0.00603",="-0.000217"
="",="(-0.70)",="(0.69)",="(-0.70)",="(-0.50)",="(-0.75)",="(0.74)",="(-0.75)",="(-0.51)",="(-0.70)",="(0.69)",="(-0.70)",="(-0.49)",="(-0.68)",="(0.67)",="(-0.67)",="(-0.48)"
="PCPIPCH",="-0.0179",="0.00247",="-0.00238",="-0.0000902",="-0.0201",="0.00277",="-0.00267",="-0.000101",="-0.0178",="0.00249",="-0.00240",="-0.0000863",="-0.0145",="0.00204",="-0.00197",="-0.0000709"
="",="(-0.50)",="(0.49)",="(-0.49)",="(-0.40)",="(-0.54)",="(0.53)",="(-0.54)",="(-0.42)",="(-0.46)",="(0.45)",="(-0.45)",="(-0.38)",="(-0.38)",="(0.37)",="(-0.37)",="(-0.32)"
="DefaultLastYear=0",="0",="0",="0",="0",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(.)",="(.)",="(.)",="(.)",="",="",="",="",="",="",="",="",="",="",="",=""
="DefaultLastYear=1",="0.489",="-0.0870",="0.0829",="0.00414",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(1.12)",="(-0.88)",="(0.89)",="(0.58)",="",="",="",="",="",="",="",="",="",="",="",=""
="DefaultLast2Years=0",="",="",="",="",="0",="0",="0",="0",="",="",="",="",="",="",="",=""
="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="",="",="",="",="",="",="",=""
="DefaultLast2Years=1",="",="",="",="",="0.509",="-0.0900",="0.0857",="0.00425",="",="",="",="",="",="",="",=""
="",="",="",="",="",="(1.16)",="(-0.91)",="(0.93)",="(0.56)",="",="",="",="",="",="",="",=""
="DefaultLast5Years=0",="",="",="",="",="",="",="",="",="0",="0",="0",="0",="",="",="",=""
="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)",="",="",="",=""
="DefaultLast5Years=1",="",="",="",="",="",="",="",="",="0.136",="-0.0203",="0.0195",="0.000756",="",="",="",=""
="",="",="",="",="",="",="",="",="",="(0.39)",="(-0.36)",="(0.36)",="(0.31)",="",="",="",=""
="DefaultLast10Years=0",="",="",="",="",="",="",="",="",="",="",="",="",="0",="0",="0",="0"
="",="",="",="",="",="",="",="",="",="",="",="",="",="(.)",="(.)",="(.)",="(.)"
="DefaultLast10Years=1",="",="",="",="",="",="",="",="",="",="",="",="",="-0.0152",="0.00212",="-0.00205",="-0.0000730"
="",="",="",="",="",="",="",="",="",="",="",="",="",="(-0.04)",="(0.04)",="(-0.04)",="(-0.04)"

="cut1",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="Const",="1.479***",="",="",="",="1.490***",="",="",="",="1.435***",="",="",="",="1.417***",="",="",=""
="",="(4.23)",="",="",="",="(4.25)",="",="",="",="(4.17)",="",="",="",="(4.06)",="",="",=""

="cut2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="Const",="3.045***",="",="",="",="3.061***",="",="",="",="2.997***",="",="",="",="2.978***",="",="",=""
="",="(7.74)",="",="",="",="(7.94)",="",="",="",="(7.85)",="",="",="",="(7.77)",="",="",=""

="sigma2_u",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="Const",="1.460***",="",="",="",="1.468***",="",="",="",="1.406***",="",="",="",="1.406***",="",="",=""
="",="(3.45)",="",="",="",="(3.45)",="",="",="",="(3.38)",="",="",="",="(3.24)",="",="",=""

="Observations",="710",="710",="710",="710",="710",="710",="710",="710",="710",="710",="710",="710",="710",="710",="710",="710"
="Pseudo R-squared",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="t statistics in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
