
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="structbalDefault1";="MERat0_structbal_Def1";="MERat1_structbal_Def1";="MERat2_structbal_Def1";="structbalDefault2";="MERat0_structbal_Def2";="MERat1_structbal_Def2";="MERat2_structbal_Def2";="structbalDefault5";="MERat0_structbal_Def5";="MERat1_structbal_Def5";="MERat2_structbal_Def5";="structbalDefault10";="MERat0_structbal_Def10";="MERat1_structbal_Def10";="MERat2_structbal_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.0194**";="0.00198*";="-0.00192*";="-0.0000583";="-0.0195**";="0.00202*";="-0.00197*";="-0.0000521";="-0.0201**";="0.00203*";="-0.00198*";="-0.0000512";="-0.0189**";="0.00213*";="-0.00207*";="-0.0000571"
="";="(-2.12)";="(1.65)";="(-1.68)";="(-0.85)";="(-2.13)";="(1.65)";="(-1.68)";="(-0.83)";="(-2.16)";="(1.66)";="(-1.69)";="(-0.83)";="(-2.08)";="(1.66)";="(-1.69)";="(-0.84)"
="NGDP_RPCH";="0.0166";="-0.00169";="0.00164";="0.0000499";="0.0183";="-0.00189";="0.00184";="0.0000488";="0.0158";="-0.00160";="0.00156";="0.0000404";="0.0208";="-0.00234";="0.00228";="0.0000628"
="";="(0.33)";="(-0.33)";="(0.33)";="(0.30)";="(0.36)";="(-0.36)";="(0.36)";="(0.32)";="(0.31)";="(-0.31)";="(0.31)";="(0.28)";="(0.42)";="(-0.41)";="(0.41)";="(0.36)"
="ExtDebtPercGNI_Var";="-0.00122";="0.000124";="-0.000121";="-0.00000367";="-0.00119";="0.000123";="-0.000120";="-0.00000317";="-0.00110";="0.000111";="-0.000109";="-0.00000281";="-0.00126";="0.000141";="-0.000137";="-0.00000380"
="";="(-0.27)";="(0.26)";="(-0.26)";="(-0.25)";="(-0.25)";="(0.25)";="(-0.25)";="(-0.24)";="(-0.22)";="(0.22)";="(-0.22)";="(-0.21)";="(-0.27)";="(0.27)";="(-0.27)";="(-0.25)"
="GGSB_NPGDP";="-0.00915";="0.000935";="-0.000907";="-0.0000275";="-0.0114";="0.00118";="-0.00115";="-0.0000304";="-0.0122";="0.00124";="-0.00121";="-0.0000312";="-0.0134";="0.00151";="-0.00147";="-0.0000405"
="";="(-0.20)";="(0.20)";="(-0.20)";="(-0.20)";="(-0.25)";="(0.25)";="(-0.25)";="(-0.24)";="(-0.27)";="(0.27)";="(-0.27)";="(-0.25)";="(-0.30)";="(0.30)";="(-0.30)";="(-0.28)"
="PCPIPCH";="0.0501";="-0.00512";="0.00497";="0.000151";="0.0553";="-0.00573";="0.00558";="0.000148";="0.0587";="-0.00594";="0.00579";="0.000150";="0.0677";="-0.00759";="0.00739";="0.000204"
="";="(1.07)";="(-1.09)";="(1.10)";="(0.70)";="(1.15)";="(-1.16)";="(1.17)";="(0.72)";="(1.15)";="(-1.16)";="(1.17)";="(0.71)";="(1.26)";="(-1.24)";="(1.25)";="(0.75)"
="DefaultLastYear=0";="0";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLastYear=1";="0.807*";="-0.131";="0.126";="0.00529";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(1.81)";="(-1.29)";="(1.32)";="(0.73)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="";="";="0";="0";="0";="0";="";="";="";="";="";="";="";=""
="";="";="";="";="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";=""
="DefaultLast2Years=1";="";="";="";="";="0.509";="-0.0706";="0.0683";="0.00230";="";="";="";="";="";="";="";=""
="";="";="";="";="";="(1.18)";="(-0.94)";="(0.95)";="(0.61)";="";="";="";="";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="";="";="";="";="0";="0";="0";="0";="";="";="";=""
="";="";="";="";="";="";="";="";="";="(.)";="(.)";="(.)";="(.)";="";="";="";=""
="DefaultLast5Years=1";="";="";="";="";="";="";="";="";="0.408";="-0.0510";="0.0495";="0.00149";="";="";="";=""
="";="";="";="";="";="";="";="";="";="(1.21)";="(-1.03)";="(1.04)";="(0.68)";="";="";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="";="";="";="";="";="";="0";="0";="0";="0"
="";="";="";="";="";="";="";="";="";="";="";="";="";="(.)";="(.)";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="";="";="";="";="";="";="-0.234";="0.0236";="-0.0230";="-0.000587"
="";="";="";="";="";="";="";="";="";="";="";="";="";="(-0.80)";="(0.81)";="(-0.81)";="(-0.68)"

="cut1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="1.884***";="";="";="";="1.870***";="";="";="";="1.893***";="";="";="";="1.759***";="";="";=""
="";="(4.68)";="";="";="";="(4.59)";="";="";="";="(4.51)";="";="";="";="(4.52)";="";="";=""

="cut2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="3.513***";="";="";="";="3.492***";="";="";="";="3.516***";="";="";="";="3.370***";="";="";=""
="";="(8.37)";="";="";="";="(8.30)";="";="";="";="(8.15)";="";="";="";="(8.45)";="";="";=""

="sigma2_u";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="1.619***";="";="";="";="1.582***";="";="";="";="1.633***";="";="";="";="1.481***";="";="";=""
="";="(2.74)";="";="";="";="(2.79)";="";="";="";="(2.77)";="";="";="";="(2.85)";="";="";=""

="Observations";="689";="689";="689";="689";="689";="689";="689";="689";="689";="689";="689";="689";="689";="689";="689";="689"
="Pseudo R-squared";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
