="",="foodw_smstructbal",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="main:ngdpdpc_var",="main:ngdp_rpch",="main:extdebtpercgni_var",="main:ggsb_npgdp",="main:pcpipch",="main:0.defaultlastyear",="main:1.defaultlastyear",="main:0.defaultlast2years",="main:1.defaultlast2years",="main:0.defaultlast5years",="main:1.defaultlast5years",="main:0.defaultlast10years",="main:1.defaultlast10years",="cut1:_cons",="cut2:_cons",="cut3:_cons",="cut4:_cons",="sigma2_u:_cons"
="structbal_OP_1",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0048595",=".0487849",=".0067501",="-.0520618",="-.0318291",="0",="-.5773664",="",="",="",="",="",="",=".8663261",="2.166549",="3.299763",="4.201526",="1.428352"
="t",="-.6015189",="1.607356",="1.066979",="-1.382975",="-.9114629",=".",="-2.3671",="",="",="",="",="",="",="3.145004",="8.18973",="7.977944",="6.912781",="3.247341"
="p",=".5474944",=".1079763",=".2859813",=".1666726",=".3620515",=".",=".0179281",="",="",="",="",="",="",=".0016608",="2.22e-16",="1.55e-15",="4.75e-12",=".0011649"
="structbal_ME0_Def1",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0014213",="-.0142687",="-.0019743",=".0152271",=".0093094",="0",=".1354149",="",="",="",="",="",="",="",="",="",="",=""
="t",=".595617",="-1.599332",="-1.052509",="1.333331",=".8926478",=".",="2.692467",="",="",="",="",="",="",="",="",="",="",=""
="p",=".5514311",=".1097468",=".2925661",=".1824233",=".3720458",=".",=".0070925",="",="",="",="",="",="",="",="",="",="",=""
="structbal_ME1_Def1",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0011732",=".0117779",=".0016297",="-.0125691",="-.0076844",="0",="-.1175663",="",="",="",="",="",="",="",="",="",="",=""
="t",="-.5934954",="1.661225",="1.088778",="-1.333115",="-.8759228",=".",="-2.709534",="",="",="",="",="",="",="",="",="",="",=""
="p",=".5528496",=".0966682",=".2762516",=".1824942",=".381072",=".",=".0067378",="",="",="",="",="",="",="",="",="",="",=""
="structbal_ME2_Def1",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0002319",=".002328",=".0003221",="-.0024843",="-.0015188",="0",="-.0168587",="",="",="",="",="",="",="",="",="",="",=""
="t",="-.5760429",="1.22038",=".9020236",="-1.139506",="-.9155175",=".",="-1.762798",="",="",="",="",="",="",="",="",="",="",=""
="p",=".5645862",=".2223207",=".3670443",=".254492",=".35992",=".",=".0779345",="",="",="",="",="",="",="",="",="",="",=""
="structbal_OP_2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0048539",=".0489196",=".006711",="-.0514965",="-.0337411",="",="",="0",="-.4128184",="",="",="",="",=".8673183",="2.163701",="3.295077",="4.196681",="1.401196"
="t",="-.6005081",="1.610884",="1.055613",="-1.376358",="-.9392167",="",="",=".",="-1.714553",="",="",="",="",="3.156287",="8.203085",="7.990599",="6.926156",="3.263314"
="p",=".5481677",=".1072051",=".2911449",=".168711",=".3476195",="",="",=".",=".0864273",="",="",="",="",=".0015979",="2.22e-16",="1.33e-15",="4.32e-12",=".0011012"
="structbal_ME0_Def2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0014166",="-.0142769",="-.0019586",=".015029",=".0098472",="",="",="0",=".1037988",="",="",="",="",="",="",="",="",=""
="t",=".5945443",="-1.601527",="-1.041795",="1.3266",=".9195748",="",="",=".",="1.932633",="",="",="",="",="",="",="",="",=""
="p",=".5521481",=".1092602",=".2975069",=".1846409",=".357795",="",="",=".",=".0532814",="",="",="",="",="",="",="",="",=""
="structbal_ME1_Def2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.00117",=".0117914",=".0016176",="-.0124126",="-.0081328",="",="",="0",="-.0890946",="",="",="",="",="",="",="",="",=""
="t",="-.5923747",="1.663337",="1.076941",="-1.326559",="-.9023893",="",="",=".",="-1.924082",="",="",="",="",="",="",="",="",=""
="p",=".5535997",=".096245",=".2815065",=".1846545",=".3668501",="",="",=".",=".0543443",="",="",="",="",="",="",="",="",=""
