="",="foodw_smstructbal",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="main:ngdpdpc_var",="main:ngdp_rpch",="main:extdebtpercgni_var",="main:ggsb_npgdp",="main:pcpipch",="main:0.defaultlastyear",="main:1.defaultlastyear",="main:0.defaultlast2years",="main:1.defaultlast2years",="main:0.defaultlast5years",="main:1.defaultlast5years",="main:0.defaultlast10years",="main:1.defaultlast10years",="cut1:_cons",="cut2:_cons",="cut3:_cons",="cut4:_cons",="sigma2_u:_cons"
="structbal_ME2_Def2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0002305",=".0023231",=".0003187",="-.0024455",="-.0016023",="",="",="0",="-.0138603",="",="",="",="",="",="",="",="",=""
="t",="-.57554",="1.222735",=".8957753",="-1.135763",="-.9393338",="",="",=".",="-1.547445",="",="",="",="",="",="",="",="",=""
="p",=".5649262",=".2214299",=".3703728",=".2560558",=".3475594",="",="",=".",=".1217559",="",="",="",="",="",="",="",="",=""
="structbal_OP_5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0047035",=".049254",=".0065939",="-.0494647",="-.0356406",="",="",="",="",="0",="-.3312483",="",="",=".8506244",="2.14434",="3.274238",="4.176682",="1.386534"
="t",="-.5795085",="1.629408",="1.019153",="-1.323923",="-.9589659",="",="",="",="",=".",="-1.183258",="",="",="3.179477",="8.295565",="7.945459",="6.918197",="3.289279"
="p",=".5622461",=".1032266",=".3081306",=".1855286",=".3375759",="",="",="",="",=".",=".236707",="",="",=".0014754",="0",="2.00e-15",="4.57e-12",=".0010044"
="structbal_ME0_Def5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0013754",="-.0144027",="-.0019282",=".0144643",=".0104219",="",="",="",="",="0",=".0870194",="",="",="",="",="",="",=""
="t",=".5739108",="-1.61709",="-1.008002",="1.279101",=".9411815",="",="",="",="",=".",="1.323408",="",="",="",="",="",="",=""
="p",=".5660282",=".1058588",=".3134534",=".2008616",=".3466119",="",="",="",="",=".",=".1856998",="",="",="",="",="",="",=""
="structbal_ME1_Def5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0011339",=".0118743",=".0015897",="-.0119251",="-.0085923",="",="",="",="",="0",="-.0740059",="",="",="",="",="",="",=""
="t",="-.5718664",="1.681698",="1.03991",="-1.277625",="-.9219821",="",="",="",="",=".",="-1.30613",="",="",="",="",="",="",=""
="p",=".5674125",=".0926273",=".2983818",=".2013816",=".3565379",="",="",="",="",=".",=".1915082",="",="",="",="",="",="",=""
="structbal_ME2_Def5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0002256",=".0023623",=".0003163",="-.0023724",="-.0017094",="",="",="",="",="0",="-.0122466",="",="",="",="",="",="",=""
="t",="-.5567282",="1.231144",=".8764421",="-1.109208",="-.9654995",="",="",="",="",=".",="-1.25132",="",="",="",="",="",="",=""
="p",=".5777132",=".2182689",=".3807898",=".2673404",=".3342947",="",="",="",="",=".",=".2108177",="",="",="",="",="",="",=""
="structbal_OP_10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0042275",=".0473113",=".007011",="-.0480321",="-.0347469",="",="",="",="",="",="",="0",="-.3135417",=".8194853",="2.113199",="3.247571",="4.151721",="1.382596"
="t",="-.5245174",="1.62218",="1.087883",="-1.294658",="-.936635",="",="",="",="",="",="",=".",="-.9229891",="3.083835",="8.120814",="7.720985",="6.824694",="3.271296"
="p",=".5999187",=".1047648",=".2766467",=".1954383",=".3489464",="",="",="",="",="",="",=".",=".3560129",=".0020435",="4.44e-16",="1.15e-14",="8.81e-12",=".0010706"
="structbal_ME0_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0012483",="-.0139705",="-.0020703",=".0141833",=".0102603",="",="",="",="",="",="",="0",=".0850604",="",="",="",="",=""
="t",=".51999",="-1.596628",="-1.07306",="1.253377",=".9213595",="",="",="",="",="",="",=".",=".9975169",="",="",="",="",=""
="p",=".6030705",=".1103487",=".2832444",=".2100686",=".3568627",="",="",="",="",="",="",=".",=".3185137",="",="",="",="",=""
="structbal_ME1_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0010245",=".0114657",=".0016991",="-.0116404",="-.0084208",="",="",="",="",="",="",="0",="-.0718111",="",="",="",="",=""
="t",="-.517728",="1.669514",="1.114892",="-1.249623",="-.9027283",="",="",="",="",="",="",=".",="-.9899102",="",="",="",="",=""
="p",=".604648",=".0950156",=".2648968",=".2114374",=".3666701",="",="",="",="",="",="",=".",=".322218",="",="",="",="",=""
="structbal_ME2_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0002093",=".0023424",=".0003471",="-.0023781",="-.0017203",="",="",="",="",="",="",="0",="-.012446",="",="",="",="",=""
="t",="-.5085005",="1.201246",=".9096818",="-1.094319",="-.9421354",="",="",="",="",="",="",=".",="-.9738934",="",="",="",="",=""
="p",=".6111024",=".2296557",=".3629903",=".273815",=".3461233",="",="",="",="",="",="",=".",=".3301095",="",="",="",="",=""
=""
