="",="fooup_sfstructbal",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="main:ngdpdpc_var",="main:ngdp_rpch",="main:extdebtpercgni_var",="main:ggsb_npgdp",="main:pcpipch",="main:0.defaultlastyear",="main:1.defaultlastyear",="main:0.defaultlast2years",="main:1.defaultlast2years",="main:0.defaultlast5years",="main:1.defaultlast5years",="main:0.defaultlast10years",="main:1.defaultlast10years",="cut1:_cons",="cut2:_cons",="sigma2_u:_cons"
="structbal_OP_1",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0105226",="-.0083941",="-.0058375",="-.0463228",="-.0179198",="0",=".488887",="",="",="",="",="",="",="1.47918",="3.044571",="1.460217"
="t",="-1.302219",="-.2499375",="-.9414131",="-.7003981",="-.4951131",=".",="1.123747",="",="",="",="",="",="",="4.23456",="7.737454",="3.44689"
="p",=".1928416",=".8026357",=".3464932",=".4836787",=".6205203",=".",=".2611205",="",="",="",="",="",="",=".0000229",="1.02e-14",=".0005671"
="structbal_ME0_Def1",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0014532",=".0011593",=".0008062",=".0063973",=".0024748",="0",="-.0869972",="",="",="",="",="",="",="",="",=""
="t",="1.220497",=".2476118",=".9043403",=".6894918",=".4866199",=".",="-.8757404",="",="",="",="",="",="",="",="",=""
="p",=".2222766",=".8044347",=".365815",=".4905138",=".6265277",=".",=".3811712",="",="",="",="",="",="",="",="",=""
="structbal_ME1_Def1",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0014002",="-.001117",="-.0007768",="-.0061641",="-.0023845",="0",=".0828619",="",="",="",="",="",="",="",="",=""
="t",="-1.234746",="-.2465676",="-.9069747",="-.6967361",="-.4892779",=".",=".8903316",="",="",="",="",="",="",="",="",=""
="p",=".2169252",=".8052429",=".3644202",=".485968",=".624645",=".",=".3732879",="",="",="",="",="",="",="",="",=""
="structbal_ME2_Def1",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.000053",="-.0000423",="-.0000294",="-.0002332",="-.0000902",="0",=".0041354",="",="",="",="",="",="",="",="",=""
="t",="-.7290786",="-.2726271",="-.6722103",="-.4965163",="-.4004777",=".",=".5787395",="",="",="",="",="",="",="",="",=""
="p",=".4659536",=".7851399",=".5014498",=".6195302",=".6888047",=".",=".5627649",="",="",="",="",="",="",="",="",=""
="structbal_OP_2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0102141",="-.0107606",="-.0063213",="-.0499921",="-.0201315",="",="",="0",=".5087114",="",="",="",="",="1.490318",="3.061407",="1.4676"
="t",="-1.290369",="-.3324968",="-1.012485",="-.7534971",="-.5423025",="",="",=".",="1.159665",="",="",="",="",="4.251249",="7.943291",="3.451248"
="p",=".1969226",=".7395142",=".3113064",=".4511513",=".5876101",="",="",=".",=".2461852",="",="",="",="",=".0000213",="2.00e-15",=".000558"
="structbal_ME0_Def2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0014058",=".0014811",=".0008701",=".0068808",=".0027709",="",="",="0",="-.0899544",="",="",="",="",="",="",=""
="t",="1.223011",=".3272775",=".9688612",=".7407723",=".533853",="",="",=".",="-.9133734",="",="",="",="",="",="",=""
="p",=".2213256",=".743458",=".3326144",=".4588315",=".5934433",="",="",=".",=".3610462",="",="",="",="",="",="",=""
="structbal_ME1_Def2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0013544",="-.0014268",="-.0008382",="-.0066289",="-.0026694",="",="",="0",=".0857016",="",="",="",="",="",="",=""
="t",="-1.237478",="-.3254481",="-.973386",="-.7498132",="-.5375282",="",="",=".",=".9338373",="",="",="",="",="",="",=""
="p",=".2159096",=".744842",=".3303615",=".4533672",=".5909028",="",="",=".",=".3503878",="",="",="",="",="",="",=""
="structbal_ME2_Def2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0000515",="-.0000542",="-.0000319",="-.0002519",="-.0001014",="",="",="0",=".0042527",="",="",="",="",="",="",=""
="t",="-.7218728",="-.3674102",="-.6793407",="-.5120963",="-.4222557",="",="",=".",=".5638001",="",="",="",="",="",="",=""
="p",=".4703727",=".713313",=".496922",=".6085836",=".6728384",="",="",=".",=".5728902",="",="",="",="",="",="",=""
="structbal_OP_5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0106034",="-.0082516",="-.0058972",="-.0459907",="-.0177741",="",="",="",="",="0",=".1360779",="",="",="1.435272",="2.997149",="1.405553"
="t",="-1.365364",="-.25454",="-.9289842",="-.6986483",="-.4571281",="",="",="",="",=".",=".3863961",="",="",="4.172042",="7.846567",="3.383067"
="p",=".1721388",=".7990784",=".3528973",=".4847719",=".647579",="",="",="",="",=".",=".6992033",="",="",=".0000302",="4.22e-15",=".0007168"
="structbal_ME0_Def5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0014833",=".0011543",=".0008249",=".0064334",=".0024863",="",="",="",="",="0",="-.020288",="",="",="",="",=""
="t",="1.277182",=".2521123",=".8998847",=".6893163",=".4518577",="",="",="",="",=".",="-.362956",="",="",="",="",=""
="p",=".2015378",=".8009542",=".3681816",=".4906242",=".6513715",="",="",="",="",=".",=".7166377",="",="",="",="",=""
="structbal_ME1_Def5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0014318",="-.0011142",="-.0007963",="-.0062102",="-.0024001",="",="",="",="",="0",=".0195316",="",="",="",="",=""
="t",="-1.290624",="-.2510665",="-.9030804",="-.696801",="-.4540783",="",="",="",="",=".",=".3649652",="",="",="",="",=""
="p",=".196834",=".8017627",=".3664832",=".4859274",=".6497725",="",="",="",="",=".",=".7151374",="",="",="",="",=""
="structbal_ME2_Def5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0000515",="-.00004",="-.0000286",="-.0002232",="-.0000863",="",="",="",="",="0",=".0007564",="",="",="",="",=""
="t",="-.7466215",="-.2783602",="-.6586649",="-.4889286",="-.3764944",="",="",="",="",=".",=".306449",="",="",="",="",=""
="p",=".4552921",=".7807359",=".510111",=".6248923",=".7065494",="",="",="",="",=".",=".7592628",="",="",="",="",=""
="structbal_OP_10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0109239",="-.0059528",="-.0057519",="-.0444682",="-.0145295",="",="",="",="",="",="",="0",="-.0151684",="1.416814",="2.977716",="1.405543"
="t",="-1.362455",="-.1818254",="-.9104258",="-.6756997",="-.3758062",="",="",="",="",="",="",=".",="-.0367234",="4.057993",="7.767921",="3.243965"
="p",=".1730544",=".8557197",=".362598",=".4992313",=".707061",="",="",="",="",="",="",=".",=".9707055",=".0000495",="7.99e-15",=".0011788"
="structbal_ME0_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0015355",=".0008368",=".0008085",=".0062508",=".0020424",="",="",="",="",="",="",="0",=".00212",="",="",=""
="t",="1.270386",=".1807569",=".8841646",=".6673483",=".372611",="",="",="",="",="",="",=".",=".0369215",="",="",=""
="p",=".2039472",=".8565584",=".3766074",=".5045497",=".709438",="",="",="",="",="",="",=".",=".9705476",="",="",=""
="structbal_ME1_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0014823",="-.0008077",="-.0007805",="-.0060339",="-.0019715",="",="",="",="",="",="",="0",="-.0020469",="",="",=""
="t",="-1.28287",="-.1802249",="-.8867674",="-.6743487",="-.3740553",="",="",="",="",="",="",=".",="-.0369048",="",="",=""
="p",=".1995378",=".856976",=".3752042",=".5000897",=".7083632",="",="",="",="",="",="",=".",=".9705609",="",="",=""
="structbal_ME2_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0000533",="-.000029",="-.0000281",="-.0002169",="-.0000709",="",="",="",="",="",="",="0",="-.000073",="",="",=""
="t",="-.7519214",="-.1946766",="-.6589502",="-.4794138",="-.323383",="",="",="",="",="",="",=".",="-.0373752",="",="",=""
="p",=".4520983",=".8456462",=".5099278",=".6316443",=".7464052",="",="",="",="",="",="",=".",=".9701858",="",="",=""
=""
