="p";=".1565335";=".8056139";=".0553438";=".1327728";=".4478422";="";="";=".";=".4798818";="";="";="";="";=".0002755";="9.73e-12";="1.25e-12";="1.47e-10";="5.31e-10";="0";=".0005355"
="budgetbal_ME0_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0015225";=".0016244";=".00287";="-.0000163";=".0057697";="";="";="0";="-.074182";="";="";="";="";="";="";="";="";="";="";=""
="t";="1.402112";=".2458469";="1.820518";="-1.475633";=".7601071";="";="";=".";="-.6418189";="";="";="";="";="";="";="";="";="";="";=""
="p";=".1608818";=".8058008";=".0686802";=".1400423";=".4471906";="";="";=".";=".5209908";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_ME1_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0012332";="-.0013158";="-.0023247";=".0000132";="-.0046735";="";="";="0";=".0581767";="";="";="";="";="";="";="";="";="";="";=""
="t";="-1.43227";="-.2463935";="-1.85536";="1.47334";="-.7731088";="";="";=".";=".6758349";="";="";="";="";="";="";="";="";="";="";=""
="p";=".1520666";=".8053776";=".0635448";=".1406593";=".439458";="";="";=".";=".4991455";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_ME2_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0002224";="-.0002373";="-.0004193";="2.39e-06";="-.0008429";="";="";="0";=".0120363";="";="";="";="";="";="";="";="";="";="";=""
="t";="-1.18749";="-.2414313";="-1.47497";="1.276683";="-.7181849";="";="";=".";=".554585";="";="";="";="";="";="";="";="";="";="";=""
="p";=".2350343";=".8092208";=".1402206";=".2017142";=".4726433";="";="";=".";=".5791786";="";="";="";="";="";="";="";="";="";="";=""
="budgetbal_OP_5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0071145";="-.0038222";="-.012247";=".0000737";="-.021723";="";="";="";="";="0";="-.0061989";="";="";=".8872305";="1.968608";="2.595768";="3.277483";="3.462913";="4.241992";="1.330759"
="t";="-1.499205";="-.1330025";="-1.871396";="1.502711";="-.6433328";="";="";="";="";=".";="-.0125206";="";="";="3.520774";="6.632825";="6.925954";="6.313468";="6.102638";="8.829338";="3.42909"
="p";=".1338205";=".8941914";=".0612903";=".1329137";=".5200082";="";="";="";="";=".";=".9900103";="";="";=".0004303";="3.29e-11";="4.33e-12";="2.73e-10";="1.04e-09";="0";=".0006056"
="budgetbal_ME0_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0016634";=".0008937";=".0028634";="-.0000172";=".005079";="";="";="";="";="0";=".0014459";="";="";="";="";="";="";="";="";=""
="t";="1.470506";=".1329913";="1.779549";="-1.467253";=".6454646";="";="";="";="";=".";=".0125476";="";="";="";="";="";="";="";="";=""
="p";=".1414247";=".8942002";=".0751498";=".1423072";=".5186261";="";="";="";="";=".";=".9899887";="";="";="";="";="";="";="";="";=""
="budgetbal_ME1_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.001343";="-.0007215";="-.002312";=".0000139";="-.0041008";="";="";="";="";="0";="-.0011681";="";="";="";="";="";="";="";="";=""
="t";="-1.510016";="-.1331525";="-1.812582";="1.469478";="-.6545575";="";="";="";="";=".";="-.0125373";="";="";="";="";="";="";="";="";=""
="p";=".1310395";=".8940728";=".0698963";=".1417033";=".5127527";="";="";="";="";=".";=".989997";="";="";="";="";="";="";="";="";=""
="budgetbal_ME2_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0002461";="-.0001322";="-.0004237";="2.55e-06";="-.0007515";="";="";="";="";="0";="-.0002135";="";="";="";="";="";="";="";="";=""
="t";="-1.22597";="-.1317756";="-1.454977";="1.264421";="-.6178514";="";="";="";="";=".";="-.0125829";="";="";="";="";="";="";="";="";=""
="p";=".2202098";=".8951618";=".1456756";=".2060789";=".5366733";="";="";="";="";=".";=".9899606";="";="";="";="";="";="";="";="";=""
="budgetbal_OP_10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0073";="-.0004257";="-.0122752";=".0000744";="-.0199235";="";="";="";="";="";="";="0";="-.2095707";=".8543809";="1.938322";="2.569011";="3.256359";="3.442473";="4.219534";="1.360976"
="t";="-1.554399";="-.0148536";="-1.875295";="1.503439";="-.6272147";="";="";="";="";="";="";=".";="-.546134";="3.380602";="6.518435";="6.924422";="6.277493";="6.040388";="8.736573";="3.31516"
="p";=".1200894";=".988149";=".0607522";=".1327259";=".5305185";="";="";="";="";="";="";=".";=".5849738";=".0007233";="7.10e-11";="4.38e-12";="3.44e-10";="1.54e-09";="0";=".0009159"
="budgetbal_ME0_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0017324";=".000101";=".002913";="-.0000177";=".004728";="";="";="";="";="";="";="0";=".0462885";="";="";="";="";="";="";=""
="t";="1.526306";=".0148554";="1.784795";="-1.466333";=".6308205";="";="";="";="";="";="";=".";=".5712336";="";="";="";="";="";="";=""
="p";=".1269337";=".9881475";=".0742945";=".1425575";=".5281579";="";="";="";="";="";="";=".";=".5678413";="";="";="";="";="";="";=""
="budgetbal_ME1_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0013917";="-.0000811";="-.0023401";=".0000142";="-.0037982";="";="";="";="";="";="";="0";="-.0378766";="";="";="";="";="";="";=""
="t";="-1.581167";="-.0148561";="-1.812927";="1.47305";="-.6375136";="";="";="";="";="";="";=".";="-.5610234";="";="";="";="";="";="";=""
="p";=".1138399";=".988147";=".069843";=".1407377";=".5237903";="";="";="";="";="";="";=".";=".5747816";="";="";="";="";="";="";=""
="budgetbal_ME2_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0002612";="-.0000152";="-.0004392";="2.66e-06";="-.0007129";="";="";="";="";="";="";="0";="-.0065359";="";="";="";="";="";="";=""
="t";="-1.237719";="-.0148473";="-1.456935";="1.248657";="-.611908";="";="";="";="";="";="";=".";="-.5860284";="";="";="";="";="";="";=""
="p";=".2158202";=".988154";=".1451344";=".2117904";=".5405986";="";="";="";="";="";="";=".";=".5578565";="";="";="";="";="";="";=""
=""
