
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="(6.12)";="";="";="";="(6.21)";="";="";="";="(6.10)";="";="";="";="(6.04)";="";="";=""

="cut6";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="4.242***";="";="";="";="4.267***";="";="";="";="4.242***";="";="";="";="4.220***";="";="";=""
="";="(8.84)";="";="";="";="(8.98)";="";="";="";="(8.83)";="";="";="";="(8.74)";="";="";=""

="sigma2_u";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="1.331***";="";="";="";="1.326***";="";="";="";="1.331***";="";="";="";="1.361***";="";="";=""
="";="(3.47)";="";="";="";="(3.46)";="";="";="";="(3.43)";="";="";="";="(3.32)";="";="";=""

="Observations";="746";="746";="746";="746";="746";="746";="746";="746";="746";="746";="746";="746";="746";="746";="746";="746"
="Pseudo R-squared";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
