="",="foodw_sfgrossdebt",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="main:ngdpdpc_var",="main:ngdp_rpch",="main:extdebtpercgni_var",="main:ggxwdg_ngdp_var",="main:pcpipch",="main:0.defaultlastyear",="main:1.defaultlastyear",="main:0.defaultlast2years",="main:1.defaultlast2years",="main:0.defaultlast5years",="main:1.defaultlast5years",="main:0.defaultlast10years",="main:1.defaultlast10years",="cut1:_cons",="cut2:_cons",="sigma2_u:_cons"
="t",="-1.525213",=".6661029",=".0725102",="1.362991",="1.330409",="",="",="",="",=".",=".9119721",="",="",="",="",=""
="p",=".127206",=".5053453",=".9421959",=".1728853",=".1833834",="",="",="",="",=".",=".3617834",="",="",="",="",=""
="grossdebt_ME2_Def5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0000479",=".000088",="8.08e-07",=".0000202",=".0001629",="",="",="",="",="0",=".0014886",="",="",="",="",=""
="t",="-.8757071",=".5480436",=".0725462",=".8990065",=".8321247",="",="",="",="",=".",=".6542861",="",="",="",="",=""
="p",=".3811893",=".5836619",=".9421672",=".3686492",=".4053386",="",="",="",="",=".",=".5129275",="",="",="",="",=""
="grossdebt_OP_10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0142727",=".030189",=".0001326",=".0061712",=".0594672",="",="",="",="",="",="",="0",="-.4474415",="1.712444",="3.327749",="1.360098"
="t",="-1.607288",=".7425706",=".0382341",="1.429573",="1.394209",="",="",="",="",="",="",=".",="-1.304127",="5.030308",="9.122683",="3.065734"
="p",=".1079911",=".4577417",=".969501",=".1528397",=".1632545",="",="",="",="",="",="",=".",=".1921903",="4.90e-07",="0",=".0021714"
="grossdebt_ME0_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0016998",="-.0035954",="-.0000158",="-.000735",="-.0070823",="",="",="",="",="",="",="0",=".0431815",="",="",=""
="t",="1.456285",="-.7182679",="-.0382611",="-1.319401",="-1.370633",="",="",="",="",="",="",=".",="1.324669",="",="",=""
="p",=".1453139",=".4725921",=".9694795",=".1870351",=".1704893",="",="",="",="",="",="",=".",=".185281",="",="",=""
="grossdebt_ME1_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0016443",=".003478",=".0000153",=".000711",=".006851",="",="",="",="",="",="",="0",="-.0420042",="",="",=""
="t",="-1.478668",=".7221368",=".0382584",="1.329144",="1.387098",="",="",="",="",="",="",=".",="-1.320107",="",="",=""
="p",=".1392291",=".4702104",=".9694817",=".1838005",=".1654118",="",="",="",="",="",="",=".",=".1867993",="",="",=""
="grossdebt_ME2_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0000555",=".0001174",="5.15e-07",=".000024",=".0002312",="",="",="",="",="",="",="0",="-.0011773",="",="",=""
="t",="-.8851704",=".5833913",=".0383411",=".9092756",=".880231",="",="",="",="",="",="",=".",="-1.047726",="",="",=""
="p",=".3760647",=".5596299",=".9694157",=".3632046",=".3787342",="",="",="",="",="",="",=".",=".294765",="",="",=""
=""
