
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)"
="",="grossdebtDefault1",="MERat0_grossdebt_Def1",="MERat1_grossdebt_Def1",="MERat2_grossdebt_Def1",="grossdebtDefault2",="MERat0_grossdebt_Def2",="MERat1_grossdebt_Def2",="MERat2_grossdebt_Def2",="grossdebtDefault5",="MERat0_grossdebt_Def5",="MERat1_grossdebt_Def5",="MERat2_grossdebt_Def5",="grossdebtDefault10",="MERat0_grossdebt_Def10",="MERat1_grossdebt_Def10",="MERat2_grossdebt_Def10"

="main",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="NGDPDPC_Var",="0.0181*",="-0.00465",="0.00406*",="0.000546",="0.0180*",="-0.00465",="0.00406*",="0.000551",="0.0182*",="-0.00470",="0.00409*",="0.000566",="0.0181*",="-0.00469",="0.00409*",="0.000554"
="",="(1.72)",="(-1.62)",="(1.68)",="(1.14)",="(1.72)",="(-1.62)",="(1.68)",="(1.14)",="(1.72)",="(-1.62)",="(1.69)",="(1.14)",="(1.72)",="(-1.62)",="(1.68)",="(1.13)"
="NGDP_RPCH",="-0.0316",="0.00815",="-0.00712",="-0.000956",="-0.0316",="0.00817",="-0.00712",="-0.000966",="-0.0307",="0.00795",="-0.00691",="-0.000956",="-0.0312",="0.00806",="-0.00703",="-0.000953"
="",="(-1.05)",="(1.02)",="(-1.03)",="(-0.89)",="(-1.05)",="(1.02)",="(-1.03)",="(-0.89)",="(-1.02)",="(0.99)",="(-1.00)",="(-0.87)",="(-1.03)",="(1.01)",="(-1.01)",="(-0.88)"
="ExtDebtPercGNI_Var",="0.00739",="-0.00191",="0.00166",="0.000223",="0.00736",="-0.00190",="0.00166",="0.000225",="0.00734",="-0.00190",="0.00165",="0.000229",="0.00744",="-0.00193",="0.00168",="0.000227"
="",="(1.49)",="(-1.40)",="(1.44)",="(1.05)",="(1.47)",="(-1.39)",="(1.43)",="(1.04)",="(1.44)",="(-1.36)",="(1.41)",="(1.04)",="(1.49)",="(-1.40)",="(1.45)",="(1.03)"
="GGXWDG_NGDP_Var",="0.00424",="-0.00109",="0.000954",="0.000128",="0.00423",="-0.00109",="0.000952",="0.000129",="0.00404",="-0.00105",="0.000909",="0.000126",="0.00414",="-0.00107",="0.000934",="0.000127"
="",="(0.99)",="(-0.97)",="(0.98)",="(0.86)",="(0.99)",="(-0.97)",="(0.97)",="(0.86)",="(0.96)",="(-0.94)",="(0.94)",="(0.83)",="(0.97)",="(-0.95)",="(0.95)",="(0.84)"
