
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="grossdebtDefault1";="MERat0_grossdebt_Def1";="MERat1_grossdebt_Def1";="MERat2_grossdebt_Def1";="grossdebtDefault2";="MERat0_grossdebt_Def2";="MERat1_grossdebt_Def2";="MERat2_grossdebt_Def2";="grossdebtDefault5";="MERat0_grossdebt_Def5";="MERat1_grossdebt_Def5";="MERat2_grossdebt_Def5";="grossdebtDefault10";="MERat0_grossdebt_Def10";="MERat1_grossdebt_Def10";="MERat2_grossdebt_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00122";="0.000340";="-0.000281";="-0.0000558";="-0.00117";="0.000326";="-0.000269";="-0.0000533";="-0.000997";="0.000278";="-0.000229";="-0.0000458";="-0.000393";="0.000111";="-0.0000910";="-0.0000190"
="";="(-0.15)";="(0.15)";="(-0.15)";="(-0.15)";="(-0.14)";="(0.14)";="(-0.14)";="(-0.14)";="(-0.12)";="(0.12)";="(-0.12)";="(-0.12)";="(-0.05)";="(0.05)";="(-0.05)";="(-0.05)"
="NGDP_RPCH";="0.0565**";="-0.0157**";="0.0130**";="0.00258";="0.0563**";="-0.0156**";="0.0129**";="0.00256";="0.0569**";="-0.0158**";="0.0131**";="0.00261";="0.0553**";="-0.0156**";="0.0128**";="0.00266"
="";="(2.33)";="(-2.31)";="(2.40)";="(1.60)";="(2.34)";="(-2.33)";="(2.41)";="(1.61)";="(2.38)";="(-2.36)";="(2.45)";="(1.62)";="(2.35)";="(-2.32)";="(2.42)";="(1.59)"
="ExtDebtPercGNI_Var";="0.00855";="-0.00238";="0.00197";="0.000391";="0.00854";="-0.00237";="0.00196";="0.000388";="0.00844";="-0.00235";="0.00194";="0.000388";="0.00892";="-0.00252";="0.00206";="0.000430"
="";="(1.43)";="(-1.38)";="(1.44)";="(1.07)";="(1.42)";="(-1.36)";="(1.43)";="(1.07)";="(1.37)";="(-1.32)";="(1.38)";="(1.05)";="(1.48)";="(-1.43)";="(1.50)";="(1.10)"
="GGXWDG_NGDP_Var";="0.00795***";="-0.00222***";="0.00183***";="0.000364*";="0.00787***";="-0.00219***";="0.00181***";="0.000358*";="0.00776***";="-0.00216***";="0.00178***";="0.000356*";="0.00776***";="-0.00219***";="0.00180***";="0.000374*"
="";="(3.44)";="(-2.94)";="(3.03)";="(1.80)";="(3.41)";="(-2.92)";="(3.01)";="(1.80)";="(3.41)";="(-2.92)";="(3.02)";="(1.80)";="(3.40)";="(-2.91)";="(3.03)";="(1.77)"
