
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)";="(9)";="(10)";="(11)";="(12)";="(13)";="(14)";="(15)";="(16)"
="";="budgetbalDefault1";="MERat0_budgetbal_Def1";="MERat1_budgetbal_Def1";="MERat2_budgetbal_Def1";="budgetbalDefault2";="MERat0_budgetbal_Def2";="MERat1_budgetbal_Def2";="MERat2_budgetbal_Def2";="budgetbalDefault5";="MERat0_budgetbal_Def5";="MERat1_budgetbal_Def5";="MERat2_budgetbal_Def5";="budgetbalDefault10";="MERat0_budgetbal_Def10";="MERat1_budgetbal_Def10";="MERat2_budgetbal_Def10"

="main";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00533";="0.00150";="-0.00123";="-0.000250";="-0.00527";="0.00147";="-0.00121";="-0.000245";="-0.00505";="0.00141";="-0.00116";="-0.000238";="-0.00450";="0.00128";="-0.00104";="-0.000222"
="";="(-0.68)";="(0.68)";="(-0.67)";="(-0.68)";="(-0.67)";="(0.67)";="(-0.66)";="(-0.67)";="(-0.64)";="(0.64)";="(-0.63)";="(-0.64)";="(-0.57)";="(0.57)";="(-0.56)";="(-0.57)"
="NGDP_RPCH";="0.0416";="-0.0117";="0.00962";="0.00195";="0.0417";="-0.0117";="0.00961";="0.00194";="0.0425";="-0.0119";="0.00979";="0.00200";="0.0408";="-0.0116";="0.00946";="0.00202"
="";="(1.50)";="(-1.52)";="(1.54)";="(1.25)";="(1.51)";="(-1.53)";="(1.55)";="(1.26)";="(1.55)";="(-1.57)";="(1.59)";="(1.28)";="(1.51)";="(-1.52)";="(1.55)";="(1.24)"
="ExtDebtPercGNI_Var";="0.00902";="-0.00253";="0.00208";="0.000423";="0.00902";="-0.00252";="0.00208";="0.000420";="0.00895";="-0.00251";="0.00206";="0.000422";="0.00943";="-0.00268";="0.00219";="0.000466"
="";="(1.40)";="(-1.35)";="(1.42)";="(1.06)";="(1.39)";="(-1.34)";="(1.41)";="(1.06)";="(1.34)";="(-1.31)";="(1.36)";="(1.04)";="(1.44)";="(-1.40)";="(1.48)";="(1.09)"
="BudgetBal_NGDP_Var";="0.000178***";="-0.0000499***";="0.0000411***";="0.00000833";="0.000178***";="-0.0000497***";="0.0000410***";="0.00000828";="0.000176***";="-0.0000494***";="0.0000406***";="0.00000830";="0.000178***";="-0.0000505***";="0.0000412***";="0.00000878"
="";="(3.10)";="(-2.73)";="(2.96)";="(1.61)";="(3.11)";="(-2.74)";="(2.96)";="(1.61)";="(3.09)";="(-2.73)";="(2.95)";="(1.62)";="(3.11)";="(-2.76)";="(3.00)";="(1.62)"
="PCPIPCH";="-0.0403";="0.0113";="-0.00930";="-0.00189";="-0.0414";="0.0116";="-0.00955";="-0.00193";="-0.0426";="0.0119";="-0.00982";="-0.00201";="-0.0414";="0.0117";="-0.00959";="-0.00204"
="";="(-1.27)";="(1.23)";="(-1.22)";="(-1.12)";="(-1.29)";="(1.24)";="(-1.23)";="(-1.13)";="(-1.30)";="(1.26)";="(-1.24)";="(-1.15)";="(-1.27)";="(1.23)";="(-1.22)";="(-1.12)"
="DefaultLastYear=0";="0";="0";="0";="0";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLastYear=1";="-0.558**";="0.126***";="-0.109***";="-0.0163*";="";="";="";="";="";="";="";="";="";="";="";=""
="";="(-2.47)";="(2.69)";="(-2.74)";="(-1.72)";="";="";="";="";="";="";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="";="";="0";="0";="0";="0";="";="";="";="";="";="";="";=""
="";="";="";="";="";="(.)";="(.)";="(.)";="(.)";="";="";="";="";="";="";="";=""
="DefaultLast2Years=1";="";="";="";="";="-0.411*";="0.0989*";="-0.0845*";="-0.0136";="";="";="";="";="";="";="";=""
="";="";="";="";="";="(-1.71)";="(1.89)";="(-1.90)";="(-1.49)";="";="";="";="";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="";="";="";="";="0";="0";="0";="0";="";="";="";=""
="";="";="";="";="";="";="";="";="";="(.)";="(.)";="(.)";="(.)";="";="";="";=""
="DefaultLast5Years=1";="";="";="";="";="";="";="";="";="-0.377";="0.0931";="-0.0791";="-0.0133";="";="";="";=""
="";="";="";="";="";="";="";="";="";="(-1.34)";="(1.50)";="(-1.50)";="(-1.31)";="";="";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="";="";="";="";="";="";="0";="0";="0";="0"
="";="";="";="";="";="";="";="";="";="";="";="";="";="(.)";="(.)";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="";="";="";="";="";="";="-0.401";="0.102";="-0.0860";="-0.0150"
="";="";="";="";="";="";="";="";="";="";="";="";="";="(-1.24)";="(1.37)";="(-1.36)";="(-1.21)"

="cut1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="0.767***";="";="";="";="0.772***";="";="";="";="0.760***";="";="";="";="0.721***";="";="";=""
="";="(2.88)";="";="";="";="(2.91)";="";="";="";="(2.92)";="";="";="";="(2.75)";="";="";=""

="cut2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="2.034***";="";="";="";="2.036***";="";="";="";="2.022***";="";="";="";="1.983***";="";="";=""
="";="(7.71)";="";="";="";="(7.72)";="";="";="";="(7.76)";="";="";="";="(7.49)";="";="";=""

="cut3";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="3.270***";="";="";="";="3.269***";="";="";="";="3.254***";="";="";="";="3.220***";="";="";=""
="";="(9.50)";="";="";="";="(9.50)";="";="";="";="(9.48)";="";="";="";="(9.21)";="";="";=""

="cut4";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="Const";="4.197***";="";="";="";="4.196***";="";="";="";="4.181***";="";="";="";="4.149***";="";="";=""
="";="(7.76)";="";="";="";="(7.77)";="";="";="";="(7.77)";="";="";="";="(7.68)";="";="";=""

="sigma2_u";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
