="",="foodw_smgrossdebt",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="main:ngdpdpc_var",="main:ngdp_rpch",="main:extdebtpercgni_var",="main:ggxwdg_ngdp_var",="main:pcpipch",="main:0.defaultlastyear",="main:1.defaultlastyear",="main:0.defaultlast2years",="main:1.defaultlast2years",="main:0.defaultlast5years",="main:1.defaultlast5years",="main:0.defaultlast10years",="main:1.defaultlast10years",="cut1:_cons",="cut2:_cons",="cut3:_cons",="cut4:_cons",="sigma2_u:_cons"
="grossdebt_OP_1",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0012191",=".0564651",=".0085509",=".0079535",="-.0346987",="0",="-.6196258",="",="",="",="",="",="",=".8810088",="2.152971",="3.382508",="4.304395",="1.543271"
="t",="-.1497261",="2.331639",="1.433943",="3.439066",="-1.062343",=".",="-2.896713",="",="",="",="",="",="",="3.396689",="8.297212",="9.616332",="7.886938",="3.24163"
="p",=".8809807",=".0197197",=".1515884",=".0005837",=".2880799",=".",=".0037709",="",="",="",="",="",="",=".0006821",="0",="0",="3.11e-15",=".0011885"
="grossdebt_ME0_Def1",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0003397",="-.0157336",="-.0023827",="-.0022162",=".0096686",="0",=".1348923",="",="",="",="",="",="",="",="",="",="",=""
="t",=".1495736",="-2.314816",="-1.376491",="-2.940051",="1.032576",=".",="3.051552",="",="",="",="",="",="",="",="",="",="",=""
="p",=".881101",=".020623",=".1686696",=".0032816",=".3018026",=".",=".0022766",="",="",="",="",="",="",="",="",="",="",=""
="grossdebt_ME1_Def1",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0002806",=".0129959",=".0019681",=".0018306",="-.0079862",="0",="-.1169971",="",="",="",="",="",="",="",="",="",="",=""
="t",="-.1491492",="2.396099",="1.443668",="3.030006",="-1.02484",=".",="-3.140605",="",="",="",="",="",="",="",="",="",="",=""
="p",=".8814359",=".0165706",=".1488324",=".0024455",=".3054385",=".",=".001686",="",="",="",="",="",="",="",="",="",="",=""
="grossdebt_ME2_Def1",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0000558",=".0025836",=".0003912",=".0003639",="-.0015876",="0",="-.0168539",="",="",="",="",="",="",="",="",="",="",=""
="t",="-.150726",="1.599934",="1.071681",="1.801244",="-.980494",=".",="-1.793794",="",="",="",="",="",="",="",="",="",="",=""
="p",=".8801919",=".1096132",=".2838632",=".0716644",=".3268424",=".",=".0728461",="",="",="",="",="",="",="",="",="",="",=""
="grossdebt_OP_2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0011723",=".056293",=".0085368",=".0078746",="-.0359813",="",="",="0",="-.4624641",="",="",="",="",=".884977",="2.152961",="3.380203",="4.301836",="1.514433"
="t",="-.1438658",="2.337228",="1.418813",="3.414561",="-1.087527",="",="",=".",="-2.009908",="",="",="",="",="3.420849",="8.314391",="9.64232",="7.907049",="3.260988"
="p",=".8856064",=".0194273",=".1559534",=".0006388",=".2768039",="",="",=".",=".0444409",="",="",="",="",=".0006243",="0",="0",="2.66e-15",=".0011102"
="grossdebt_ME0_Def2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0003258",="-.0156466",="-.0023728",="-.0021887",=".010001",="",="",="0",=".1078702",="",="",="",="",="",="",="",="",=""
="t",=".1437331",="-2.325262",="-1.363548",="-2.91976",="1.05539",="",="",=".",="2.224311",="",="",="",="",="",="",="",="",=""
="p",=".8857113",=".0200579",=".1727097",=".003503",=".2912471",="",="",=".",=".0261275",="",="",="",="",="",="",="",="",=""
="grossdebt_ME1_Def2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0002693",=".0129325",=".0019612",=".0018091",="-.0082662",="",="",="0",="-.0926742",="",="",="",="",="",="",="",="",=""
="t",="-.1433318",="2.406235",="1.428507",="3.013916",="-1.047249",="",="",=".",="-2.25027",="",="",="",="",="",="",="",="",=""
="p",=".8860282",=".0161179",=".1531459",=".002579",=".2949846",="",="",=".",=".0244318",="",="",="",="",="",="",="",="",=""
="grossdebt_ME2_Def2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0000533",=".0025587",=".000388",=".0003579",="-.0016355",="",="",="0",="-.0143136",="",="",="",="",="",="",="",="",=""
="t",="-.1448434",="1.607601",="1.066268",="1.795132",="-1.000534",="",="",=".",="-1.601432",="",="",="",="",="",="",="",="",=""
="p",=".8848345",=".1079227",=".2863024",=".0726326",=".3170523",="",="",=".",=".1092812",="",="",="",="",="",="",="",="",=""
="grossdebt_OP_5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0009971",=".0568927",=".0084381",=".0077561",="-.0374013",="",="",="",="",="0",="-.405558",="",="",=".8710326",="2.136748",="3.361853",="4.283834",="1.498711"
="t",="-.1215397",="2.376729",="1.365419",="3.405755",="-1.109708",="",="",="",="",=".",="-1.503106",="",="",="3.436302",="8.359795",="9.635062",="7.917173",="3.290144"
="p",=".9032636",=".0174669",=".1721213",=".0006598",=".267125",="",="",="",="",=".",=".1328117",="",="",=".0005897",="0",="0",="2.44e-15",=".0010014"
="grossdebt_ME0_Def5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0002778",="-.0158486",="-.0023506",="-.0021606",=".0104189",="",="",="",="",="0",=".0982785",="",="",="",="",="",="",=""
="t",=".1214442",="-2.362496",="-1.319606",="-2.918679",="1.07843",="",="",="",="",=".",="1.701048",="",="",="",="",="",="",=""
="p",=".9033392",=".0181524",=".1869667",=".0035152",=".2808417",="",="",="",="",=".",=".088934",="",="",="",="",="",="",=""
="grossdebt_ME1_Def5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0002291",=".0130731",=".001939",=".0017822",="-.0085942",="",="",="",="",="0",="-.0838161",="",="",="",="",="",="",=""
="t",="-.1211547",="2.448056",="1.377622",="3.01958",="-1.068658",="",="",="",="",=".",="-1.703399",="",="",="",="",="",="",=""
="p",=".9035685",=".0143629",=".16832",=".0025313",=".2852237",="",="",="",="",=".",=".0884935",="",="",="",="",="",="",=""
="grossdebt_ME2_Def5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0000458",=".0026142",=".0003877",=".0003564",="-.0017186",="",="",="",="",="0",="-.01362",="",="",="",="",="",="",=""
="t",="-.1222561",="1.623949",="1.049592",="1.795735",="-1.025193",="",="",="",="",=".",="-1.407386",="",="",="",="",="",="",=""
="p",=".9026962",=".1043867",=".2939056",=".0725367",=".3052721",="",="",="",="",=".",=".1593129",="",="",="",="",="",="",=""
="grossdebt_OP_10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0003935",=".0552732",=".0089246",=".0077649",="-.0361499",="",="",="",="",="",="",="0",="-.4134937",=".8329989",="2.099052",="3.329255",="4.252689",="1.484029"
="t",="-.0480752",="2.349938",="1.477841",="3.39987",="-1.075652",="",="",="",="",="",="",=".",="-1.299632",="3.257338",="8.068599",="9.355043",="7.821481",="3.272442"
="p",=".9616563",=".0187765",=".1394503",=".0006742",=".2820831",="",="",="",="",="",="",=".",=".1937273",=".0011246",="6.66e-16",="0",="5.33e-15",=".0010662"
="grossdebt_ME0_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0001112",="-.0156156",="-.0025214",="-.0021937",=".0102129",="",="",="",="",="",="",="0",=".1037125",="",="",="",="",=""
="t",=".0480623",="-2.317897",="-1.425704",="-2.91384",="1.047975",="",="",="",="",="",="",=".",="1.427889",="",="",="",="",=""
="p",=".9616666",=".0204549",=".1539538",=".0035701",=".2946502",="",="",="",="",="",="",=".",=".1533238",="",="",="",="",=""
="grossdebt_ME1_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.000091",=".0127886",=".0020649",=".0017966",="-.0083641",="",="",="",="",="",="",="0",="-.0878214",="",="",="",="",=""
="t",="-.0480122",="2.415425",="1.501715",="3.031668",="-1.039185",="",="",="",="",="",="",=".",="-1.43082",="",="",="",="",=""
="p",=".9617065",=".0157168",=".1331706",=".0024321",=".2987188",="",="",="",="",="",="",=".",=".1524819",="",="",="",="",=""
="grossdebt_ME2_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.000019",=".0026642",=".0004302",=".0003743",="-.0017424",="",="",="",="",="",="",="0",="-.0149624",="",="",="",="",=""
="t",="-.0482139",="1.586365",="1.103163",="1.77182",="-.993904",="",="",="",="",="",="",=".",="-1.238922",="",="",="",="",=""
="p",=".9615458",=".1126564",=".2699566",=".0764244",=".3202696",="",="",="",="",="",="",=".",=".2153746",="",="",="",="",=""
=""
