="";="fooup_mfnetdebt";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="";="main:ngdpdpc_var";="main:ngdp_rpch";="main:extdebtpercgni_var";="main:ggxwdn_ngdp_var";="main:pcpipch";="main:0.defaultlastyear";="main:1.defaultlastyear";="main:0.defaultlast2years";="main:1.defaultlast2years";="main:0.defaultlast5years";="main:1.defaultlast5years";="main:0.defaultlast10years";="main:1.defaultlast10years";="cut1:_cons";="cut2:_cons";="cut3:_cons";="cut4:_cons";="cut5:_cons";="sigma2_u:_cons"
="netdebt_OP_1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0177979";="-.0388703";=".0074526";=".0005088";="-.1054405";="0";="-.2450556";="";="";="";="";="";="";=".5916942";="1.983888";="3.023511";="3.556595";="4.262338";="1.782687"
="t";="1.762172";="-1.206974";="1.458138";=".8390921";="-2.606359";=".";="-.5015391";="";="";="";="";="";="";="2.139233";="6.833317";="9.325431";="8.749606";="9.827429";="3.406203"
="p";=".0780402";=".2274423";=".1448024";=".4014176";=".0091511";=".";=".6159917";="";="";="";="";="";="";=".0324168";="8.30e-12";="0";="0";="0";=".0006587"
="netdebt_ME0_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0046041";=".0100553";="-.0019279";="-.0001316";=".0272762";="0";=".0576866";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="-1.650236";="1.163964";="-1.376505";="-.8378975";="2.306343";=".";=".5485159";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".0988946";=".2444387";=".1686652";=".4020883";=".0210915";=".";=".5833377";="";="";="";="";="";="";="";="";="";="";="";=""
="netdebt_ME1_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".004017";="-.008773";=".0016821";=".0001148";="-.0237979";="0";="-.0512437";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="1.714068";="-1.174186";="1.421316";=".8349509";="-2.3502";=".";="-.5431252";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".0865163";=".2403207";=".1552248";=".4037453";=".0187633";=".";=".5870436";="";="";="";="";="";="";="";="";="";="";="";=""
="netdebt_ME2_Def1";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0005419";="-.0011834";=".0002269";=".0000155";="-.0032101";="0";="-.0059748";="";="";="";="";="";="";="";="";="";="";="";=""
="t";="1.152133";="-.9690126";="1.038842";=".797575";="-1.467293";=".";="-.5684517";="";="";="";="";="";="";="";="";="";="";="";=""
="p";=".2492665";=".3325389";=".2988783";=".4251172";=".1422963";=".";=".5697283";="";="";="";="";="";="";="";="";="";="";="";=""
="netdebt_OP_2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0177785";="-.0388851";=".0074228";=".0005061";="-.1046028";="";="";="0";="-.3292618";="";="";="";="";=".582471";="1.974772";="3.012712";="3.546017";="4.252103";="1.781137"
="t";="1.759719";="-1.211554";="1.44103";=".8319881";="-2.569106";="";="";=".";="-.8401165";="";="";="";="";="2.13285";="6.850136";="9.273637";="8.718583";="9.805958";="3.416272"
="p";=".0784555";=".2256831";=".1495762";=".4054157";=".0101961";="";="";=".";=".4008431";="";="";="";="";=".0329371";="7.38e-12";="0";="0";="0";=".0006348"
