
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)"
="";="structbalDefault1";="MERat1_structbal_Def1";="structbalDefault2";="MERat1_structbal_Def2";="structbalDefault5";="MERat1_structbal_Def5";="structbalDefault10";="MERat1_structbal_Def10"

="main";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="0.0103";="0.00390";="0.0111";="0.00422";="0.0119";="0.00454";="0.0118";="0.00444"
="";="(0.91)";="(0.92)";="(0.98)";="(0.99)";="(1.09)";="(1.11)";="(1.10)";="(1.11)"
="NGDP_RPCH";="0.00204";="0.000771";="-0.00598";="-0.00228";="-0.0169";="-0.00644";="-0.0280";="-0.0106"
="";="(0.06)";="(0.06)";="(-0.17)";="(-0.17)";="(-0.48)";="(-0.48)";="(-0.80)";="(-0.80)"
="ExtDebtPercGNI_Var";="0.00246";="0.000928";="0.00237";="0.000905";="0.00248";="0.000944";="0.00196";="0.000737"
="";="(0.41)";="(0.41)";="(0.40)";="(0.40)";="(0.44)";="(0.45)";="(0.36)";="(0.36)"
="GGSB_NPGDP";="0.0418";="0.0158";="0.0353";="0.0135";="0.0289";="0.0110";="0.0318";="0.0120"
="";="(1.06)";="(1.09)";="(0.88)";="(0.90)";="(0.75)";="(0.76)";="(0.87)";="(0.88)"
="PCPIPCH";="-0.0164";="-0.00618";="-0.0164";="-0.00628";="-0.0165";="-0.00628";="-0.0156";="-0.00588"
="";="(-1.42)";="(-1.48)";="(-1.42)";="(-1.47)";="(-1.41)";="(-1.46)";="(-1.31)";="(-1.34)"
="DefaultLastYear=0";="0";="0";="";="";="";="";="";=""
="";="(.)";="(.)";="";="";="";="";="";=""
="DefaultLastYear=1";="-0.295";="-0.112";="";="";="";="";="";=""
="";="(-0.88)";="(-0.89)";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="0";="0";="";="";="";=""
="";="";="";="(.)";="(.)";="";="";="";=""
="DefaultLast2Years=1";="";="";="-0.0469";="-0.0179";="";="";="";=""
="";="";="";="(-0.14)";="(-0.14)";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="0";="0";="";=""
="";="";="";="";="";="(.)";="(.)";="";=""
="DefaultLast5Years=1";="";="";="";="";="0.246";="0.0931";="";=""
="";="";="";="";="";="(0.74)";="(0.76)";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="0";="0"
="";="";="";="";="";="";="";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="0.671";="0.239*"
="";="";="";="";="";="";="";="(1.62)";="(1.79)"
="Const";="0.187";="";="0.0645";="";="-0.135";="";="-0.481";=""
="";="(0.62)";="";="(0.19)";="";="(-0.38)";="";="(-1.16)";=""

="lnsig2u";="";="";="";="";="";="";="";=""
="Const";="-0.815*";="";="-0.978*";="";="-1.111**";="";="-1.267**";=""
="";="(-1.67)";="";="(-1.77)";="";="(-2.04)";="";="(-2.31)";=""

="Observations";="254";="254";="254";="254";="254";="254";="254";="254"
="Pseudo R-squared";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
