
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)"
="";="structbalDefault1";="MERat1_structbal_Def1";="structbalDefault2";="MERat1_structbal_Def2";="structbalDefault5";="MERat1_structbal_Def5";="structbalDefault10";="MERat1_structbal_Def10"

="main";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="0.0121";="0.00448";="0.0129";="0.00486";="0.0135";="0.00509";="0.0157";="0.00584"
="";="(1.19)";="(1.21)";="(1.36)";="(1.39)";="(1.44)";="(1.48)";="(1.57)";="(1.64)"
="NGDP_RPCH";="-0.00548";="-0.00203";="-0.00845";="-0.00319";="-0.0125";="-0.00472";="-0.00263";="-0.000977"
="";="(-0.18)";="(-0.18)";="(-0.26)";="(-0.26)";="(-0.37)";="(-0.37)";="(-0.09)";="(-0.09)"
="ExtDebtPercGNI_Var";="0.00933*";="0.00347*";="0.00953*";="0.00359**";="0.00993*";="0.00375**";="0.0119**";="0.00441**"
="";="(1.85)";="(1.91)";="(1.93)";="(2.00)";="(1.92)";="(1.98)";="(2.29)";="(2.41)"
="GGSB_NPGDP";="0.0234";="0.00869";="0.0195";="0.00735";="0.0138";="0.00520";="0.0163";="0.00607"
="";="(0.61)";="(0.62)";="(0.50)";="(0.51)";="(0.34)";="(0.34)";="(0.40)";="(0.40)"
="PCPIPCH";="-0.0174***";="-0.00644***";="-0.0167***";="-0.00629***";="-0.0164***";="-0.00618***";="-0.0192***";="-0.00713***"
="";="(-3.63)";="(-3.70)";="(-3.40)";="(-3.51)";="(-3.32)";="(-3.47)";="(-4.06)";="(-4.36)"
="DefaultLastYear=0";="0";="0";="";="";="";="";="";=""
="";="(.)";="(.)";="";="";="";="";="";=""
="DefaultLastYear=1";="-0.437";="-0.162";="";="";="";="";="";=""
="";="(-1.33)";="(-1.36)";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="0";="0";="";="";="";=""
="";="";="";="(.)";="(.)";="";="";="";=""
="DefaultLast2Years=1";="";="";="-0.193";="-0.0723";="";="";="";=""
="";="";="";="(-0.57)";="(-0.58)";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="0";="0";="";=""
="";="";="";="";="";="(.)";="(.)";="";=""
="DefaultLast5Years=1";="";="";="";="";="-0.0257";="-0.00969";="";=""
="";="";="";="";="";="(-0.07)";="(-0.07)";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="0";="0"
="";="";="";="";="";="";="";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="-0.717";="-0.245"
="";="";="";="";="";="";="";="(-1.20)";="(-1.42)"
="Const";="0.558*";="";="0.424";="";="0.313";="";="0.897";=""
="";="(1.93)";="";="(1.44)";="";="(0.89)";="";="(1.58)";=""

="lnsig2u";="";="";="";="";="";="";="";=""
="Const";="-0.476";="";="-0.536";="";="-0.557";="";="-0.593";=""
="";="(-0.66)";="";="(-0.70)";="";="(-0.71)";="";="(-0.79)";=""

="Observations";="244";="244";="244";="244";="244";="244";="244";="244"
="Pseudo R-squared";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
