
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)"
="";="netdebtDefault1";="MERat1_netdebt_Def1";="netdebtDefault2";="MERat1_netdebt_Def2";="netdebtDefault5";="MERat1_netdebt_Def5";="netdebtDefault10";="MERat1_netdebt_Def10"

="main";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.0126*";="-0.00469*";="-0.0127*";="-0.00471*";="-0.0127*";="-0.00475*";="-0.0128*";="-0.00474*"
="";="(-1.79)";="(-1.82)";="(-1.81)";="(-1.85)";="(-1.79)";="(-1.83)";="(-1.80)";="(-1.83)"
="NGDP_RPCH";="0.000567";="0.000211";="0.00146";="0.000543";="-0.00116";="-0.000433";="-0.00673";="-0.00249"
="";="(0.03)";="(0.03)";="(0.07)";="(0.07)";="(-0.05)";="(-0.05)";="(-0.32)";="(-0.32)"
="ExtDebtPercGNI_Var";="0.00170";="0.000632";="0.00164";="0.000610";="0.00161";="0.000599";="0.00125";="0.000461"
="";="(0.38)";="(0.38)";="(0.37)";="(0.37)";="(0.36)";="(0.36)";="(0.28)";="(0.28)"
="GGXWDN_NGDP_Var";="0.00329";="0.00123";="0.00296";="0.00110";="0.00358";="0.00133";="0.00448";="0.00166"
="";="(0.74)";="(0.74)";="(0.66)";="(0.66)";="(0.75)";="(0.76)";="(0.87)";="(0.87)"
="PCPIPCH";="-0.000718";="-0.000267";="-0.000745";="-0.000277";="-0.000707";="-0.000263";="-0.000638";="-0.000236"
="";="(-0.62)";="(-0.62)";="(-0.59)";="(-0.59)";="(-0.65)";="(-0.65)";="(-0.73)";="(-0.73)"
="DefaultLastYear=0";="0";="0";="";="";="";="";="";=""
="";="(.)";="(.)";="";="";="";="";="";=""
="DefaultLastYear=1";="-0.108";="-0.0402";="";="";="";="";="";=""
="";="(-0.60)";="(-0.60)";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="0";="0";="";="";="";=""
="";="";="";="(.)";="(.)";="";="";="";=""
="DefaultLast2Years=1";="";="";="-0.185";="-0.0697";="";="";="";=""
="";="";="";="(-0.92)";="(-0.92)";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="0";="0";="";=""
="";="";="";="";="";="(.)";="(.)";="";=""
="DefaultLast5Years=1";="";="";="";="";="0.0513";="0.0190";="";=""
="";="";="";="";="";="(0.19)";="(0.19)";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="0";="0"
="";="";="";="";="";="";="";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="0.461";="0.159"
="";="";="";="";="";="";="";="(1.11)";="(1.22)"
="Const";="-0.199";="";="-0.139";="";="-0.292";="";="-0.637";=""
="";="(-0.99)";="";="(-0.67)";="";="(-1.01)";="";="(-1.53)";=""

="lnsig2u";="";="";="";="";="";="";="";=""
="Const";="-0.379";="";="-0.381";="";="-0.381";="";="-0.370";=""
="";="(-1.01)";="";="(-1.01)";="";="(-1.02)";="";="(-1.00)";=""

="Observations";="370";="370";="370";="370";="370";="370";="370";="370"
="Pseudo R-squared";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
