
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)"
="";="structbalDefault1";="MERat1_structbal_Def1";="structbalDefault2";="MERat1_structbal_Def2";="structbalDefault5";="MERat1_structbal_Def5";="structbalDefault10";="MERat1_structbal_Def10"

="main";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="0.00559";="0.00170";="0.00540";="0.00165";="0.00486";="0.00148";="0.00606";="0.00184"
="";="(0.74)";="(0.73)";="(0.72)";="(0.71)";="(0.66)";="(0.65)";="(0.82)";="(0.80)"
="NGDP_RPCH";="-0.0211";="-0.00643";="-0.0207";="-0.00630";="-0.0190";="-0.00579";="-0.0234";="-0.00713"
="";="(-0.97)";="(-0.97)";="(-0.93)";="(-0.93)";="(-0.85)";="(-0.85)";="(-1.07)";="(-1.06)"
="ExtDebtPercGNI_Var";="0.00597*";="0.00182*";="0.00588*";="0.00179*";="0.00590*";="0.00180*";="0.00619*";="0.00188*"
="";="(1.72)";="(1.68)";="(1.68)";="(1.65)";="(1.69)";="(1.66)";="(1.83)";="(1.78)"
="GGSB_NPGDP";="-0.0555*";="-0.0169*";="-0.0548*";="-0.0167*";="-0.0513";="-0.0156";="-0.0537*";="-0.0163*"
="";="(-1.70)";="(-1.71)";="(-1.67)";="(-1.69)";="(-1.56)";="(-1.58)";="(-1.67)";="(-1.69)"
="PCPIPCH";="-0.00100";="-0.000305";="-0.00115";="-0.000350";="-0.00112";="-0.000342";="-0.000945";="-0.000287"
="";="(-0.14)";="(-0.14)";="(-0.15)";="(-0.15)";="(-0.15)";="(-0.15)";="(-0.16)";="(-0.16)"
="DefaultLastYear=0";="0";="0";="";="";="";="";="";=""
="";="(.)";="(.)";="";="";="";="";="";=""
="DefaultLastYear=1";="-0.397";="-0.110";="";="";="";="";="";=""
="";="(-1.16)";="(-1.27)";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="0";="0";="";="";="";=""
="";="";="";="(.)";="(.)";="";="";="";=""
="DefaultLast2Years=1";="";="";="-0.375";="-0.105";="";="";="";=""
="";="";="";="(-1.30)";="(-1.40)";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="0";="0";="";=""
="";="";="";="";="";="(.)";="(.)";="";=""
="DefaultLast5Years=1";="";="";="";="";="-0.427";="-0.120";="";=""
="";="";="";="";="";="(-1.41)";="(-1.51)";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="0";="0"
="";="";="";="";="";="";="";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="-0.0972";="-0.0292"
="";="";="";="";="";="";="";="(-0.36)";="(-0.37)"
="Const";="-0.739***";="";="-0.732***";="";="-0.692***";="";="-0.772***";=""
="";="(-3.46)";="";="(-3.41)";="";="(-3.17)";="";="(-3.41)";=""

="lnsig2u";="";="";="";="";="";="";="";=""
="Const";="0.0422";="";="0.0467";="";="0.0589";="";="0.0348";=""
="";="(0.14)";="";="(0.16)";="";="(0.20)";="";="(0.12)";=""

="Observations";="805";="805";="805";="805";="805";="805";="805";="805"
="Pseudo R-squared";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
