
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)"
="";="netdebtDefault1";="MERat1_netdebt_Def1";="netdebtDefault2";="MERat1_netdebt_Def2";="netdebtDefault5";="MERat1_netdebt_Def5";="netdebtDefault10";="MERat1_netdebt_Def10"

="main";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00270";="-0.000745";="-0.00199";="-0.000545";="-0.00300";="-0.000813";="-0.00378";="-0.00104"
="";="(-0.42)";="(-0.42)";="(-0.30)";="(-0.30)";="(-0.44)";="(-0.44)";="(-0.56)";="(-0.56)"
="NGDP_RPCH";="0.0135";="0.00373";="0.00825";="0.00226";="0.00467";="0.00126";="0.0116";="0.00319"
="";="(0.61)";="(0.61)";="(0.36)";="(0.36)";="(0.20)";="(0.20)";="(0.51)";="(0.51)"
="ExtDebtPercGNI_Var";="-0.00319";="-0.000882";="-0.00306";="-0.000839";="-0.00382";="-0.00103";="-0.00406";="-0.00111"
="";="(-0.95)";="(-0.96)";="(-0.90)";="(-0.90)";="(-1.07)";="(-1.08)";="(-1.22)";="(-1.23)"
="GGXWDN_NGDP_Var";="0.0000153*";="0.00000422*";="0.0000146*";="0.00000400*";="0.0000158**";="0.00000426**";="0.0000151**";="0.00000414*"
="";="(1.92)";="(1.85)";="(1.82)";="(1.77)";="(2.07)";="(2.03)";="(1.98)";="(1.93)"
="PCPIPCH";="-0.00208";="-0.000574";="-0.00187";="-0.000512";="-0.00157";="-0.000425";="-0.00132";="-0.000362"
="";="(-0.38)";="(-0.38)";="(-0.35)";="(-0.34)";="(-0.37)";="(-0.37)";="(-0.55)";="(-0.55)"
="DefaultLastYear=0";="0";="0";="";="";="";="";="";=""
="";="(.)";="(.)";="";="";="";="";="";=""
="DefaultLastYear=1";="0.374";="0.112";="";="";="";="";="";=""
="";="(1.53)";="(1.43)";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="0";="0";="";="";="";=""
="";="";="";="(.)";="(.)";="";="";="";=""
="DefaultLast2Years=1";="";="";="0.549**";="0.166**";="";="";="";=""
="";="";="";="(2.26)";="(2.10)";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="0";="0";="";=""
="";="";="";="";="";="(.)";="(.)";="";=""
="DefaultLast5Years=1";="";="";="";="";="0.671***";="0.198***";="";=""
="";="";="";="";="";="(3.17)";="(3.06)";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="0";="0"
="";="";="";="";="";="";="";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="0.416";="0.117"
="";="";="";="";="";="";="";="(1.47)";="(1.46)"
="Const";="-0.955***";="";="-1.010***";="";="-1.088***";="";="-1.039***";=""
="";="(-4.55)";="";="(-4.79)";="";="(-5.19)";="";="(-4.48)";=""

="lnsig2u";="";="";="";="";="";="";="";=""
="Const";="0.112";="";="0.0219";="";="-0.0801";="";="0.0276";=""
="";="(0.33)";="";="(0.07)";="";="(-0.24)";="";="(0.08)";=""

="Observations";="851";="851";="851";="851";="851";="851";="851";="851"
="Pseudo R-squared";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
