
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)"
="";="grossdebtDefault1";="MERat1_grossdebt_Def1";="grossdebtDefault2";="MERat1_grossdebt_Def2";="grossdebtDefault5";="MERat1_grossdebt_Def5";="grossdebtDefault10";="MERat1_grossdebt_Def10"

="main";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00478";="-0.00102";="-0.00475";="-0.00101";="-0.00476";="-0.00101";="-0.00477";="-0.00101"
="";="(-0.81)";="(-0.82)";="(-0.81)";="(-0.82)";="(-0.82)";="(-0.82)";="(-0.81)";="(-0.82)"
="NGDP_RPCH";="-0.00671";="-0.00143";="-0.00663";="-0.00141";="-0.00678";="-0.00144";="-0.00703";="-0.00148"
="";="(-0.48)";="(-0.48)";="(-0.48)";="(-0.48)";="(-0.48)";="(-0.48)";="(-0.50)";="(-0.50)"
="ExtDebtPercGNI_Var";="-0.00143";="-0.000304";="-0.00143";="-0.000305";="-0.00141";="-0.000301";="-0.00135";="-0.000284"
="";="(-0.42)";="(-0.43)";="(-0.42)";="(-0.43)";="(-0.42)";="(-0.42)";="(-0.41)";="(-0.41)"
="GGXWDG_NGDP_Var";="0.000373";="0.0000794";="0.000402";="0.0000856";="0.000406";="0.0000864";="0.000483";="0.000102"
="";="(0.21)";="(0.21)";="(0.22)";="(0.22)";="(0.23)";="(0.22)";="(0.26)";="(0.26)"
="PCPIPCH";="-0.000527";="-0.000112";="-0.000525";="-0.000112";="-0.000529";="-0.000112";="-0.000554";="-0.000117"
="";="(-1.29)";="(-1.28)";="(-1.29)";="(-1.27)";="(-1.29)";="(-1.28)";="(-1.35)";="(-1.33)"
="DefaultLastYear=0";="0";="0";="";="";="";="";="";=""
="";="(.)";="(.)";="";="";="";="";="";=""
="DefaultLastYear=1";="0.0931";="0.0203";="";="";="";="";="";=""
="";="(0.36)";="(0.35)";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="0";="0";="";="";="";=""
="";="";="";="(.)";="(.)";="";="";="";=""
="DefaultLast2Years=1";="";="";="0.0851";="0.0185";="";="";="";=""
="";="";="";="(0.35)";="(0.34)";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="0";="0";="";=""
="";="";="";="";="";="(.)";="(.)";="";=""
="DefaultLast5Years=1";="";="";="";="";="0.0858";="0.0185";="";=""
="";="";="";="";="";="(0.38)";="(0.37)";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="0";="0"
="";="";="";="";="";="";="";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="0.227";="0.0484"
="";="";="";="";="";="";="";="(0.88)";="(0.88)"
="Const";="-1.093***";="";="-1.094***";="";="-1.100***";="";="-1.179***";=""
="";="(-6.54)";="";="(-6.51)";="";="(-6.36)";="";="(-5.91)";=""

="lnsig2u";="";="";="";="";="";="";="";=""
="Const";="0.201";="";="0.203";="";="0.206";="";="0.198";=""
="";="(0.72)";="";="(0.73)";="";="(0.75)";="";="(0.73)";=""

="Observations";="1149";="1149";="1149";="1149";="1149";="1149";="1149";="1149"
="Pseudo R-squared";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
