
="";="(1)";="(2)";="(3)";="(4)";="(5)";="(6)";="(7)";="(8)"
="";="grossdebtDefault1";="MERat1_grossdebt_Def1";="grossdebtDefault2";="MERat1_grossdebt_Def2";="grossdebtDefault5";="MERat1_grossdebt_Def5";="grossdebtDefault10";="MERat1_grossdebt_Def10"

="main";="";="";="";="";="";="";="";=""
="NGDPDPC_Var";="-0.00832";="-0.00282";="-0.00844";="-0.00286";="-0.00834";="-0.00282";="-0.00817";="-0.00276"
="";="(-1.35)";="(-1.36)";="(-1.37)";="(-1.38)";="(-1.34)";="(-1.35)";="(-1.32)";="(-1.33)"
="NGDP_RPCH";="0.0399*";="0.0135*";="0.0400*";="0.0136*";="0.0399*";="0.0135*";="0.0394*";="0.0133*"
="";="(1.77)";="(1.80)";="(1.78)";="(1.80)";="(1.77)";="(1.79)";="(1.74)";="(1.75)"
="ExtDebtPercGNI_Var";="0.00260";="0.000880";="0.00253";="0.000860";="0.00263";="0.000892";="0.00272";="0.000918"
="";="(0.83)";="(0.82)";="(0.81)";="(0.81)";="(0.83)";="(0.83)";="(0.86)";="(0.86)"
="GGXWDG_NGDP_Var";="0.0106***";="0.00358***";="0.0105***";="0.00356***";="0.0106***";="0.00359***";="0.0107***";="0.00362***"
="";="(3.00)";="(2.92)";="(3.01)";="(2.92)";="(2.97)";="(2.91)";="(3.01)";="(2.94)"
="PCPIPCH";="-0.000512";="-0.000174";="-0.000519";="-0.000176";="-0.000528";="-0.000179";="-0.000528";="-0.000178"
="";="(-0.69)";="(-0.69)";="(-0.69)";="(-0.68)";="(-0.69)";="(-0.69)";="(-0.70)";="(-0.70)"
="DefaultLastYear=0";="0";="0";="";="";="";="";="";=""
="";="(.)";="(.)";="";="";="";="";="";=""
="DefaultLastYear=1";="-0.124";="-0.0412";="";="";="";="";="";=""
="";="(-0.60)";="(-0.61)";="";="";="";="";="";=""
="DefaultLast2Years=0";="";="";="0";="0";="";="";="";=""
="";="";="";="(.)";="(.)";="";="";="";=""
="DefaultLast2Years=1";="";="";="-0.140";="-0.0466";="";="";="";=""
="";="";="";="(-0.71)";="(-0.72)";="";="";="";=""
="DefaultLast5Years=0";="";="";="";="";="0";="0";="";=""
="";="";="";="";="";="(.)";="(.)";="";=""
="DefaultLast5Years=1";="";="";="";="";="-0.0664";="-0.0224";="";=""
="";="";="";="";="";="(-0.37)";="(-0.37)";="";=""
="DefaultLast10Years=0";="";="";="";="";="";="";="0";="0"
="";="";="";="";="";="";="";="(.)";="(.)"
="DefaultLast10Years=1";="";="";="";="";="";="";="-0.00368";="-0.00124"
="";="";="";="";="";="";="";="(-0.02)";="(-0.02)"
="Const";="-0.625***";="";="-0.613***";="";="-0.634***";="";="-0.660***";=""
="";="(-3.82)";="";="(-3.73)";="";="(-3.76)";="";="(-3.62)";=""

="lnsig2u";="";="";="";="";="";="";="";=""
="Const";="0.0964";="";="0.101";="";="0.0869";="";="0.0695";=""
="";="(0.39)";="";="(0.41)";="";="(0.35)";="";="(0.27)";=""

="Observations";="1165";="1165";="1165";="1165";="1165";="1165";="1165";="1165"
="Pseudo R-squared";="";="";="";="";="";="";="";=""

="t statistics in parentheses"
="* p<0.10; ** p<0.05; *** p<0.01"
